"Time","51 right DS","50 left DS","v3 R COP","v2 L COP","v1 xCoM","3 Platform","2 Trdml","1 Synch"
5.509,1,0,6.013742,0.000000,7.137091,1.48476,0.09754,3.27751
5.510,1,0,6.013478,0.000000,7.135572,1.48369,0.09720,3.27759
5.511,1,0,6.013134,0.000000,7.134127,1.48201,0.09707,3.27759
5.512,1,0,6.012908,0.000000,7.132788,1.48178,0.09724,3.27748
5.513,1,0,6.012779,0.000000,7.131536,1.48338,0.09724,3.27725
5.514,1,0,6.012698,0.000000,7.129732,1.48422,0.09706,3.27688
5.515,1,0,6.012656,0.000000,7.127478,1.48720,0.09676,3.27635
5.516,1,0,6.012547,0.000000,7.124022,1.48201,0.09679,3.27627
5.517,1,0,6.012382,0.000000,7.119581,1.48369,0.09700,3.27673
5.518,1,0,6.012189,0.000000,7.114179,1.48369,0.09694,3.27701
5.519,1,0,6.011974,0.000000,7.107988,1.48399,0.09667,3.27709
5.520,1,0,6.011785,0.000000,7.101171,1.48445,0.09660,3.27699
5.521,1,0,6.011618,0.000000,7.093842,1.48636,0.09694,3.27668
5.522,1,0,6.011393,0.000000,7.085518,1.48514,0.09692,3.27673
5.523,1,0,6.011121,0.000000,7.076380,1.48354,0.09662,3.27719
5.524,1,0,6.010720,0.000000,7.065859,1.48422,0.09653,3.27744
5.525,1,0,6.010214,0.000000,7.054207,1.48399,0.09676,3.27744
5.526,1,0,6.009741,0.000000,7.041591,1.48430,0.09679,3.27733
5.527,1,0,6.009296,0.000000,7.028187,1.48399,0.09666,3.27710
5.528,1,0,6.009042,0.000000,7.014441,1.48415,0.09648,3.27694
5.529,1,0,6.008945,0.000000,7.000415,1.48514,0.09662,3.27687
5.530,1,0,6.008873,0.000000,6.986557,1.48331,0.09687,3.27704
5.531,1,0,6.008823,0.000000,6.972836,1.48453,0.09682,3.27749
5.532,1,0,6.008595,0.000000,6.959674,1.48438,0.09662,3.27760
5.533,1,0,6.008221,0.000000,6.946969,1.48582,0.09671,3.27729
5.534,1,0,6.007696,0.000000,6.934827,1.48262,0.09704,3.27710
5.535,1,0,6.007047,0.000000,6.923146,1.48399,0.09699,3.27702
5.536,1,0,6.006328,0.000000,6.912004,1.48483,0.09666,3.27708
5.537,1,0,6.005551,0.000000,6.901305,1.48453,0.09667,3.27731
5.538,1,0,6.004739,0.000000,6.891490,1.48499,0.09690,3.27768
5.539,1,0,6.003898,0.000000,6.882398,1.48338,0.09681,3.27821
5.540,1,0,6.003041,0.000000,6.874504,1.48262,0.09662,3.27798
5.541,1,0,6.002171,0.000000,6.867588,1.48392,0.09648,3.27683
5.542,1,0,6.001302,0.000000,6.861556,1.48384,0.09661,3.27632
5.543,1,0,6.000434,0.000000,6.856247,1.48529,0.09675,3.27655
5.544,1,0,5.999584,0.000000,6.851389,1.48430,0.09659,3.27653
5.545,1,0,5.998748,0.000000,6.846900,1.48369,0.09650,3.27623
5.546,1,0,5.997951,0.000000,6.842685,1.48178,0.09665,3.27627
5.547,1,0,5.997184,0.000000,6.838694,1.48399,0.09697,3.27673
5.548,1,0,5.996490,0.000000,6.834855,1.48460,0.09690,3.27719
5.549,1,0,5.995854,0.000000,6.831142,1.48361,0.09664,3.27765
5.550,1,0,5.995381,0.000000,6.827395,1.48315,0.09675,3.27779
5.551,1,0,5.995042,0.000000,6.823620,1.48308,0.09694,3.27756
5.552,1,0,5.994925,0.000000,6.819642,1.48399,0.09681,3.27740
5.553,1,0,5.994989,0.000000,6.815498,1.48643,0.09664,3.27732
5.554,1,0,5.995116,0.000000,6.811156,1.48468,0.09656,3.27732
5.555,1,0,5.995293,0.000000,6.806652,1.48369,0.09666,3.27739
5.556,1,0,5.995357,0.000000,6.802065,1.48331,0.09675,3.27733
5.557,1,0,5.995327,0.000000,6.797410,1.48499,0.09661,3.27710
5.558,1,0,5.995220,0.000000,6.793071,1.48567,0.09634,3.27733
5.559,1,0,5.995049,0.000000,6.788990,1.48399,0.09647,3.27809
5.560,1,0,5.994863,0.000000,6.785642,1.48354,0.09665,3.27794
5.561,1,0,5.994665,0.000000,6.782893,1.48392,0.09651,3.27672
5.562,1,0,5.994375,0.000000,6.781013,1.48857,0.09615,3.27620
5.563,1,0,5.994011,0.000000,6.779844,1.48384,0.09609,3.27651
5.564,1,0,5.993497,0.000000,6.779620,1.48170,0.09629,3.27681
5.565,1,0,5.992859,0.000000,6.780170,1.48453,0.09627,3.27712
5.566,1,0,5.992263,0.000000,6.781829,1.48384,0.09609,3.27735
5.567,1,0,5.991701,0.000000,6.784396,1.48582,0.09595,3.27751
5.568,1,0,5.991369,0.000000,6.788116,1.48285,0.09614,3.27759
5.569,1,0,5.991227,0.000000,6.792780,1.48430,0.09639,3.27759
5.570,1,0,5.991165,0.000000,6.797993,1.48506,0.09628,3.27755
5.571,1,0,5.991169,0.000000,6.803653,1.48468,0.09598,3.27748
5.572,1,0,5.991065,0.000000,6.809180,1.48438,0.09595,3.27719
5.573,1,0,5.990871,0.000000,6.814596,1.48361,0.09620,3.27666
5.574,1,0,5.990643,0.000000,6.819677,1.48422,0.09618,3.27654
5.575,1,0,5.990387,0.000000,6.824482,1.48376,0.09591,3.27692
5.576,1,0,5.990227,0.000000,6.828840,1.48499,0.09581,3.27710
5.577,1,0,5.990145,0.000000,6.832830,1.48354,0.09604,3.27702
5.578,1,0,5.990206,0.000000,6.836049,1.48399,0.09624,3.27698
5.579,1,0,5.990382,0.000000,6.838637,1.48376,0.09620,3.27698
5.580,1,0,5.990691,0.000000,6.840199,1.48094,0.09603,3.27691
5.581,1,0,5.991109,0.000000,6.840921,1.48666,0.09623,3.27675
5.582,1,0,5.991509,0.000000,6.840942,1.48369,0.09655,3.27653
5.583,1,0,5.991893,0.000000,6.840388,1.48407,0.09652,3.27623
5.584,1,0,5.992126,0.000000,6.839557,1.48338,0.09635,3.27652
5.585,1,0,5.992236,0.000000,6.838499,1.48132,0.09640,3.27751
5.586,1,0,5.992332,0.000000,6.837297,1.48659,0.09669,3.27780
5.587,1,0,5.992418,0.000000,6.835980,1.48277,0.09666,3.27727
5.588,1,0,5.992649,0.000000,6.834551,1.48346,0.09638,3.27694
5.589,1,0,5.992999,0.000000,6.833030,1.48483,0.09630,3.27687
5.590,1,0,5.993402,0.000000,6.831323,1.48392,0.09646,3.27682
5.591,1,0,5.993848,0.000000,6.829462,1.48476,0.09645,3.27682
5.592,1,0,5.994232,0.000000,6.827365,1.48415,0.09628,3.27686
5.593,1,0,5.994565,0.000000,6.825076,1.48468,0.09610,3.27694
5.594,1,0,5.994931,0.000000,6.822761,1.48392,0.09623,3.27684
5.595,1,0,5.995326,0.000000,6.820425,1.48308,0.09651,3.27653
5.596,1,0,5.995862,0.000000,6.818298,1.48346,0.09657,3.27644
5.597,1,0,5.996512,0.000000,6.816344,1.48468,0.09653,3.27659
5.598,1,0,5.997182,0.000000,6.814617,1.48308,0.09669,3.27671
5.599,1,0,5.997868,0.000000,6.813078,1.48346,0.09704,3.27678
5.600,1,0,5.998431,0.000000,6.811724,1.48476,0.09699,3.27693
5.601,1,0,5.998894,0.000000,6.810522,1.48399,0.09671,3.27716
5.602,1,0,5.999292,0.000000,6.809461,1.48323,0.09680,3.27728
5.603,1,0,5.999640,0.000000,6.808516,1.48422,0.09703,3.27728
5.604,1,0,6.000027,0.000000,6.807683,1.48399,0.09691,3.27725
5.605,1,0,6.000448,0.000000,6.806942,1.48468,0.09672,3.27717
5.606,1,0,6.000967,2.000337,6.806368,1.48384,0.09661,3.27706
5.607,1,1,6.001565,5.637315,6.805930,1.48453,0.09684,3.27691
5.608,1,1,6.002271,7.273476,6.805725,1.48499,0.09695,3.27675
5.609,1,1,6.003065,7.272607,6.805710,1.48376,0.09682,3.27660
5.610,1,1,6.003832,7.271656,6.805968,1.48621,0.09668,3.27673
5.611,1,1,6.004579,7.270637,6.806448,1.48308,0.09693,3.27719
5.612,1,1,6.005164,7.269428,6.807295,1.48422,0.09711,3.27747
5.613,1,1,6.005618,7.268063,6.808444,1.48430,0.09691,3.27755
5.614,1,1,6.005954,7.266874,6.810367,1.48491,0.09662,3.27769
5.615,1,1,6.006195,7.265831,6.812922,1.48605,0.09684,3.27792
5.616,1,1,6.006399,7.265280,6.816540,1.48270,0.09697,3.27787
5.617,1,1,6.006572,7.265134,6.821029,1.48224,0.09679,3.27749
5.618,1,1,6.006728,7.264956,6.825964,1.48239,0.09663,3.27735
5.619,1,1,6.006868,7.264750,6.831264,1.48354,0.09672,3.27751
5.620,1,1,6.006978,7.264282,6.836342,1.48216,0.09690,3.27755
5.621,1,1,6.007061,7.263598,6.841238,1.48453,0.09696,3.27748
5.622,1,1,6.007028,7.264837,6.846167,1.48285,0.09675,3.27754
5.623,1,1,6.006898,7.267649,6.851123,1.48331,0.09666,3.27777
5.624,1,1,6.006590,7.274117,6.856474,1.48399,0.09691,3.27765
5.625,1,1,6.006136,7.283576,6.862148,1.48460,0.09702,3.27711
5.626,1,1,6.005641,7.293289,6.867872,1.48346,0.09682,3.27682
5.627,1,1,6.005114,7.303209,6.873637,1.48399,0.09670,3.27682
5.628,1,1,6.004704,7.309603,6.878995,1.48575,0.09708,3.27714
5.629,1,1,6.004393,7.313113,6.884022,1.48476,0.09714,3.27783
5.630,1,1,6.004198,7.314184,6.888591,1.48338,0.09700,3.27785
5.631,1,1,6.004098,7.313258,6.892787,1.48384,0.09704,3.27708
5.632,1,1,6.004056,7.312368,6.896640,1.48148,0.09730,3.27692
5.633,1,1,6.004063,7.311507,6.900214,1.48346,0.09735,3.27745
5.634,1,1,6.004015,7.313216,6.903796,1.48430,0.09717,3.27757
5.635,1,1,6.003922,7.317028,6.907386,1.48232,0.09699,3.27718
5.636,1,1,6.003682,7.325243,6.911236,1.48369,0.09714,3.27701
5.637,1,1,6.003320,7.337062,6.915299,1.48438,0.09732,3.27709
5.638,1,1,6.002868,7.351864,6.919111,1.48438,0.09720,3.27717
5.639,1,1,6.002344,7.369107,6.922718,1.48392,0.09695,3.27724
5.640,1,1,6.001833,7.386734,6.925543,1.48186,0.09703,3.27732
5.641,1,1,6.001335,7.404676,6.927730,1.48392,0.09726,3.27739
5.642,1,1,6.000961,7.419224,6.929487,1.48338,0.09711,3.27751
5.643,1,1,6.000690,7.430996,6.930894,1.48407,0.09676,3.27766
5.644,1,1,6.000610,7.437121,6.932351,1.48422,0.09672,3.27760
5.645,1,1,6.000686,7.438625,6.933848,1.48293,0.09686,3.27729
5.646,1,1,6.000806,7.440617,6.935317,1.48582,0.09678,3.27713
5.647,1,1,6.000962,7.443008,6.936763,1.48567,0.09659,3.27713
5.648,1,1,6.001005,7.451838,6.937963,1.48399,0.09628,3.27731
5.649,1,1,6.000956,7.465938,6.938963,1.48476,0.09627,3.27769
5.650,1,1,6.000869,7.480877,6.939584,1.48277,0.09633,3.27793
5.651,1,1,6.000751,7.496503,6.939894,1.48537,0.09625,3.27800
5.652,1,1,6.000697,7.506131,6.939844,1.48361,0.09593,3.27776
5.653,1,1,6.000694,7.510850,6.939500,1.48483,0.09562,3.27715
5.654,1,1,6.000687,7.511902,6.939408,1.48209,0.09586,3.27700
5.655,1,1,6.000674,7.509954,6.939520,1.48285,0.09605,3.27738
5.656,1,1,6.000567,7.508759,6.940390,1.48407,0.09584,3.27748
5.657,1,1,6.000382,7.508177,6.941881,1.48491,0.09573,3.27725
5.658,1,1,6.000142,7.510477,6.943411,1.48422,0.09587,3.27688
5.659,1,1,5.999855,7.515133,6.944974,1.48376,0.09615,3.27635
5.660,1,1,5.999569,7.523248,6.945786,1.48453,0.09623,3.27634
5.661,1,1,5.999284,7.534193,6.945984,1.48407,0.09604,3.27695
5.662,1,1,5.998971,7.545074,6.945871,1.48392,0.09599,3.27721
5.663,1,1,5.998636,7.555905,6.945505,1.48239,0.09626,3.27706
5.664,1,1,5.998211,7.563148,6.945471,1.48239,0.09637,3.27691
5.665,1,1,5.997714,7.567454,6.945711,1.48628,0.09610,3.27675
5.666,1,1,5.997027,7.569857,6.946262,1.48483,0.09595,3.27699
5.667,1,1,5.996186,7.570701,6.947068,1.48422,0.09625,3.27767
5.668,1,1,5.995041,7.572217,6.947946,1.48438,0.09636,3.27808
5.669,1,1,5.993647,7.574281,6.948883,1.48323,0.09620,3.27816
5.670,1,1,5.991817,7.576953,6.949511,1.48422,0.09606,3.27788
5.671,1,1,5.989630,7.580124,6.949887,1.48453,0.09617,3.27720
5.672,1,1,4.341768,7.583168,6.949765,1.48506,0.09634,3.27686
5.673,0,1,1.347445,7.586109,6.949236,1.48392,0.09639,3.27694
5.674,0,1,0.000000,7.588513,6.949057,1.48384,0.09623,3.27698
5.675,0,1,0.000000,7.590479,6.949164,1.48483,0.09616,3.27698
5.676,0,1,0.000000,7.591788,6.950425,1.48415,0.09641,3.27719
5.677,0,1,0.000000,7.592559,6.952630,1.48384,0.09656,3.27765
5.678,0,1,0.000000,7.593437,6.955270,1.48338,0.09632,3.27765
5.679,0,1,0.000000,7.594403,6.958268,1.48499,0.09610,3.27711
5.680,0,1,0.000000,7.596135,6.960833,1.48521,0.09635,3.27704
5.681,0,1,0.000000,7.598493,6.963044,1.48315,0.09649,3.27749
5.682,0,1,0.000000,7.600660,6.965221,1.48399,0.09631,3.27778
5.683,0,1,0.000000,7.602671,6.967370,1.48247,0.09610,3.27785
5.684,0,1,0.000000,7.603480,6.970037,1.48491,0.09618,3.27779
5.685,0,1,0.000000,7.603306,6.973131,1.48415,0.09631,3.27756
5.686,0,1,0.000000,7.602734,6.976386,1.48422,0.09629,3.27740
5.687,0,1,0.000000,7.601837,6.979774,1.48590,0.09608,3.27732
5.688,0,1,0.000000,7.601542,6.982826,1.48315,0.09584,3.27746
5.689,0,1,0.000000,7.601737,6.985605,1.48514,0.09607,3.27784
5.690,0,1,0.000000,7.602091,6.988095,1.48415,0.09620,3.27769
5.691,0,1,0.000000,7.602575,6.990347,1.48399,0.09601,3.27693
5.692,0,1,0.000000,7.602571,6.992520,1.48361,0.09573,3.27680
5.693,0,1,0.000000,7.602169,6.994628,1.48338,0.09587,3.27741
5.694,0,1,0.000000,7.601549,6.996926,1.48338,0.09608,3.27771
5.695,0,1,0.000000,7.600752,6.999380,1.48453,0.09601,3.27763
5.696,0,1,0.000000,7.600154,7.002114,1.48285,0.09585,3.27727
5.697,0,1,0.000000,7.599720,7.005076,1.48430,0.09568,3.27659
5.698,0,1,0.000000,7.599394,7.007519,1.48430,0.09580,3.27639
5.699,0,1,0.000000,7.599158,7.009536,1.48430,0.09601,3.27677
5.700,0,1,0.000000,7.598876,7.010391,1.48476,0.09595,3.27719
5.701,0,1,0.000000,7.598558,7.010295,1.48499,0.09566,3.27765
5.702,0,1,0.000000,7.598409,7.010243,1.48262,0.09566,3.27789
5.703,0,1,0.000000,7.598398,7.010229,1.48476,0.09598,3.27789
5.704,0,1,0.000000,7.598747,7.011688,1.48285,0.09603,3.27793
5.705,0,1,0.000000,7.599391,7.014354,1.48575,0.09585,3.27800
5.706,0,1,0.000000,7.600014,7.018559,1.48666,0.09592,3.27773
5.707,0,1,0.000000,7.600619,7.024025,1.48270,0.09631,3.27704
5.708,0,1,0.000000,7.600834,7.030740,1.48491,0.09639,3.27685
5.709,0,1,0.000000,7.600731,7.038476,1.48331,0.09637,3.27723
5.710,0,1,0.000000,7.600671,7.047295,1.48582,0.09645,3.27740
5.711,0,1,0.000000,7.600646,7.056998,1.48438,0.09672,3.27732
5.712,0,1,0.000000,7.601111,7.067738,1.48399,0.09697,3.27714
5.713,0,1,0.000000,7.601978,7.079327,1.48499,0.09691,3.27684
5.714,0,1,0.000000,7.602840,7.092298,1.48361,0.09688,3.27692
5.715,0,1,0.000000,7.603697,7.106400,1.48285,0.09722,3.27745
5.716,0,1,0.000000,7.603981,7.121914,1.48407,0.09744,3.27746
5.717,0,1,0.000000,7.603797,7.138581,1.48216,0.09728,3.27685
5.718,0,1,0.000000,7.603358,7.154744,1.48384,0.09725,3.27684
5.719,0,1,0.000000,7.602712,7.170493,1.48430,0.09761,3.27752
5.720,0,1,0.000000,7.602276,7.183814,1.48445,0.09770,3.27761
5.721,0,1,0.000000,7.602014,7.195149,1.48369,0.09748,3.27700
5.722,0,1,0.000000,7.601960,7.204590,1.48521,0.09764,3.27660
5.723,0,1,0.000000,7.602077,7.212483,1.48422,0.09799,3.27645
5.724,0,1,0.000000,7.602297,7.219468,1.48613,0.09792,3.27654
5.725,0,1,0.000000,7.602604,7.225711,1.48300,0.09777,3.27692
5.726,0,1,0.000000,7.603049,7.230940,1.48315,0.09779,3.27713
5.727,0,1,0.000000,7.603607,7.235341,1.48270,0.09790,3.27713
5.728,0,1,0.000000,7.604287,7.238523,1.48422,0.09790,3.27720
5.729,0,1,0.000000,7.605067,7.240707,1.48529,0.09767,3.27735
5.730,0,1,0.000000,7.605546,7.242415,1.48460,0.09753,3.27754
5.731,0,1,0.000000,7.605781,7.243733,1.48399,0.09770,3.27777
5.732,0,1,0.000000,7.605379,7.245432,1.48476,0.09776,3.27765
5.733,0,1,0.000000,7.604455,7.247443,1.48376,0.09745,3.27711
5.734,0,1,0.000000,7.603464,7.250005,1.48499,0.09719,3.27711
5.735,0,1,0.000000,7.602417,7.253018,1.48506,0.09736,3.27772
5.736,0,1,0.000000,7.601888,7.256516,1.48300,0.09736,3.27794
5.737,0,1,0.000000,7.601782,7.260409,1.48483,0.09704,3.27771
5.738,0,1,0.000000,7.601702,7.264521,1.48560,0.09676,3.27734
5.739,0,1,0.000000,7.601643,7.268811,1.48598,0.09668,3.27681
5.740,0,1,0.000000,7.601049,7.273121,1.48666,0.09671,3.27663
5.741,0,1,0.000000,7.600018,7.277446,1.48453,0.09667,3.27685
5.742,0,1,0.000000,7.598958,7.282147,1.48468,0.09634,3.27691
5.743,0,1,0.000000,7.597876,7.287156,1.48407,0.09603,3.27675
5.744,0,1,0.000000,7.597395,7.292803,1.48308,0.09605,3.27681
5.745,0,1,0.000000,7.597405,7.298973,1.48460,0.09621,3.27712
5.746,0,1,0.000000,7.597833,7.304909,1.48331,0.09606,3.27718
5.747,0,1,0.000000,7.598602,7.310653,1.48308,0.09570,3.27695
5.748,0,1,0.000000,7.599426,7.315139,1.48308,0.09559,3.27682
5.749,0,1,0.000000,7.600294,7.318596,1.48529,0.09581,3.27682
5.750,0,1,0.000000,7.601086,7.320535,1.48293,0.09589,3.27693
5.751,0,1,0.000000,7.601816,7.321234,1.48575,0.09579,3.27716
5.752,0,1,0.000000,7.602408,7.320370,1.48407,0.09560,3.27707
5.753,0,1,0.000000,7.602889,7.318227,1.48590,0.09570,3.27661
5.754,0,1,0.000000,7.603189,7.314467,1.48422,0.09602,3.27651
5.755,0,1,0.000000,7.603343,7.309383,1.48491,0.09614,3.27681
5.756,0,1,0.000000,7.603346,7.302607,1.48560,0.09601,3.27694
5.757,0,1,0.000000,7.603223,7.294444,1.48445,0.09617,3.27687
5.758,0,1,0.000000,7.603267,7.284429,1.48384,0.09662,3.27679
5.759,0,1,0.000000,7.603445,7.272900,1.48407,0.09665,3.27671
5.760,0,1,0.000000,7.604027,7.259684,1.48392,0.09657,3.27702
5.761,0,1,0.000000,7.604939,7.245088,1.48361,0.09690,3.27779
5.762,0,1,0.000000,7.605765,7.230532,1.48453,0.09725,3.27813
5.763,0,1,0.000000,7.606520,7.216009,1.48483,0.09717,3.27798
5.764,0,1,0.000000,7.606707,7.203219,1.48438,0.09711,3.27761
5.765,0,1,0.000000,7.606431,7.191849,1.48270,0.09745,3.27700
5.766,0,1,0.000000,7.606082,7.181755,1.48392,0.09760,3.27695
5.767,0,1,0.000000,7.605676,7.172707,1.48422,0.09758,3.27756
5.768,0,1,0.000000,7.605784,7.164213,1.48361,0.09746,3.27758
5.769,0,1,0.000000,7.606313,7.156172,1.48415,0.09765,3.27689
5.770,0,1,0.000000,7.607110,7.149507,1.48438,0.09791,3.27663
5.771,0,1,0.000000,7.608126,7.143966,1.48491,0.09782,3.27685
5.772,0,1,0.000000,7.609007,7.140568,1.48415,0.09768,3.27708
5.773,0,1,0.000000,7.609778,7.138924,1.48346,0.09789,3.27731
5.774,0,1,0.000000,7.610384,7.137979,1.48415,0.09805,3.27715
5.775,0,1,0.000000,7.610854,7.137607,1.48293,0.09783,3.27654
5.776,0,1,0.000000,7.611222,7.136342,1.48453,0.09753,3.27660
5.777,0,1,0.000000,7.611507,7.134346,1.48453,0.09767,3.27744
5.778,0,1,0.000000,7.611714,7.132015,1.48537,0.09785,3.27779
5.779,0,1,0.000000,7.611857,7.129410,1.48331,0.09763,3.27756
5.780,0,1,0.000000,7.611973,7.127353,1.48514,0.09746,3.27740
5.781,0,1,0.000000,7.612068,7.125742,1.48300,0.09759,3.27732
5.782,0,1,0.000000,7.612377,7.124276,1.48415,0.09770,3.27742
5.783,0,1,0.000000,7.612859,7.122926,1.48384,0.09765,3.27773
5.784,0,1,0.000000,7.613740,7.121080,1.48376,0.09751,3.27782
5.785,0,1,0.000000,7.614946,7.118828,1.48521,0.09756,3.27767
5.786,0,1,0.000000,7.616254,7.116014,1.48537,0.09773,3.27738
5.787,0,1,0.000000,7.617646,7.112739,1.48308,0.09765,3.27692
5.788,0,1,0.000000,7.618824,7.109089,1.48285,0.09732,3.27692
5.789,0,1,0.000000,7.619827,7.105131,1.48422,0.09713,3.27745
5.790,0,1,0.000000,7.620831,7.101394,1.48399,0.09736,3.27771
5.791,0,1,0.000000,7.621835,7.097839,1.48331,0.09736,3.27763
5.792,0,1,0.000000,7.623081,7.095010,1.48293,0.09707,3.27741
5.793,0,1,0.000000,7.624524,7.092774,1.48254,0.09699,3.27703
5.794,0,1,0.000000,7.625889,7.090827,1.48361,0.09721,3.27693
5.795,0,1,0.000000,7.627191,7.089118,1.48399,0.09728,3.27716
5.796,0,1,0.000000,7.628068,7.087266,1.48438,0.09715,3.27728
5.797,0,1,0.000000,7.628599,7.085300,1.48468,0.09698,3.27728
5.798,0,1,0.000000,7.628960,7.084009,1.48079,0.09713,3.27718
5.799,0,1,0.000000,7.629181,7.083268,1.48438,0.09733,3.27695
5.800,0,1,0.000000,7.629550,7.084038,1.48399,0.09723,3.27686
5.801,0,1,0.000000,7.630037,7.086043,1.48392,0.09697,3.27694
5.802,0,1,0.000000,7.630507,7.088905,1.48338,0.09701,3.27705
5.803,0,1,0.000000,7.630963,7.092467,1.48483,0.09725,3.27720
5.804,0,1,0.000000,7.631203,7.095993,1.48262,0.09715,3.27739
5.805,0,1,0.000000,7.631267,7.099488,1.48300,0.09684,3.27762
5.806,0,1,0.000000,7.631379,7.102876,1.48453,0.09686,3.27746
5.807,0,1,0.000000,7.631529,7.106176,1.48422,0.09708,3.27685
5.808,0,1,0.000000,7.632012,7.109526,1.48125,0.09700,3.27652
5.809,0,1,0.000000,7.632767,7.112917,1.48277,0.09681,3.27652
5.810,0,1,0.000000,7.633652,7.116498,1.48460,0.09680,3.27670
5.811,0,1,0.000000,7.634644,7.120233,1.48407,0.09703,3.27708
5.812,0,1,0.000000,7.635504,7.124102,1.48499,0.09715,3.27739
5.813,0,1,0.000000,7.636256,7.128082,1.48125,0.09700,3.27762
5.814,0,1,0.000000,7.636980,7.131287,1.48277,0.09688,3.27764
5.815,0,1,0.000000,7.637681,7.133858,1.48392,0.09711,3.27741
5.816,0,1,0.000000,7.638483,7.134931,1.48376,0.09729,3.27721
5.817,0,1,0.000000,7.639369,7.134777,1.48232,0.09716,3.27706
5.818,0,1,0.000000,7.640144,7.134324,1.48399,0.09706,3.27698
5.819,0,1,0.000000,7.640831,7.133627,1.48521,0.09743,3.27698
5.820,0,1,0.000000,7.641189,7.133909,1.48308,0.09761,3.27701
5.821,0,1,0.000000,7.641279,7.134992,1.48323,0.09737,3.27709
5.822,0,1,0.000000,7.641229,7.136210,1.48384,0.09733,3.27724
5.823,0,1,0.000000,7.641066,7.137541,1.48483,0.09763,3.27746
5.824,0,0,0.000000,5.539719,7.137825,1.48415,0.09774,3.27752
5.825,0,0,0.000000,1.719223,7.137255,1.48399,0.09763,3.27737
5.826,0,0,0.000000,0.000000,7.135634,1.48369,0.09751,3.27704
5.827,0,0,0.000000,0.000000,7.133152,1.48506,0.09765,3.27650
5.828,0,0,0.000000,0.000000,7.129974,1.48392,0.09783,3.27636
5.829,0,0,0.000000,0.000000,7.126226,1.48300,0.09776,3.27666
5.830,0,0,0.000000,0.000000,7.122262,1.48460,0.09766,3.27707
5.831,0,0,0.000000,0.000000,7.118120,1.48300,0.09795,3.27760
5.832,0,0,0.000000,0.000000,7.114151,1.48285,0.09811,3.27782
5.833,0,0,0.000000,0.000000,7.110322,1.48384,0.09792,3.27767
5.834,0,0,0.000000,0.000000,7.106474,1.48491,0.09788,3.27748
5.835,0,0,0.000000,0.000000,7.102611,1.48224,0.09828,3.27725
5.836,0,0,0.000000,0.000000,7.098459,1.48262,0.09826,3.27738
5.837,0,0,0.000000,0.000000,7.094073,1.48483,0.09804,3.27791
5.838,0,0,0.000000,0.000000,7.089520,1.48430,0.09809,3.27792
5.839,0,0,0.000000,0.000000,7.084831,1.48643,0.09834,3.27731
5.840,0,0,0.000000,0.000000,7.080186,1.48384,0.09830,3.27694
5.841,0,0,0.000000,0.000000,7.075576,1.48392,0.09816,3.27687
5.842,0,0,0.000000,0.000000,7.071117,1.48438,0.09818,3.27697
5.843,0,0,0.000000,0.000000,7.066783,1.48438,0.09838,3.27727
5.844,0,0,0.000000,0.000000,7.062545,1.48483,0.09835,3.27744
5.845,0,0,0.000000,0.000000,7.058385,1.48346,0.09823,3.27744
5.846,0,0,0.000000,0.000000,7.053648,1.48529,0.09833,3.27715
5.847,0,0,0.000000,0.000000,7.048438,1.48438,0.09855,3.27654
5.848,0,0,0.000000,0.000000,7.042041,1.48369,0.09846,3.27643
5.849,0,0,0.000000,0.000000,7.034674,1.48376,0.09820,3.27688
5.850,0,0,0.000000,2.100909,7.026584,1.48392,0.09820,3.27724
5.851,0,0,0.000000,5.920744,7.017902,1.48407,0.09844,3.27746
5.852,0,1,0.000000,7.639256,7.009097,1.48453,0.09832,3.27755
5.853,0,1,0.000000,7.638503,7.000190,1.48300,0.09799,3.27748
5.854,0,1,0.000000,7.637723,6.990984,1.48369,0.09804,3.27733
5.855,0,1,0.000000,7.636923,6.981534,1.48399,0.09824,3.27710
5.856,0,1,0.000000,7.636175,6.971724,1.48422,0.09814,3.27701
5.857,0,1,0.000000,7.635468,6.961622,1.48514,0.09706,3.27709
5.858,0,1,0.000000,7.634724,6.952608,1.48361,0.09580,3.27702
5.859,0,1,0.000000,7.633948,6.944484,1.48315,0.09658,3.27680
5.860,0,1,0.000000,7.633055,6.938849,1.48247,0.09697,3.27674
5.861,0,1,0.000000,7.632067,6.935253,1.48346,0.09738,3.27690
5.862,0,1,0.000000,7.631158,6.933415,1.48338,0.09801,3.27691
5.863,0,1,0.000000,7.630314,6.933018,1.48506,0.09827,3.27675
5.864,0,1,0.000000,7.629731,6.933330,1.48392,0.09841,3.27688
5.865,0,1,0.000000,7.629362,6.934223,1.48361,0.09880,3.27734
5.866,0,1,0.000000,7.629033,6.936054,1.48544,0.09904,3.27773
5.867,0,1,0.000000,7.628736,6.938651,1.48376,0.09898,3.27803
5.868,0,1,0.000000,7.628199,6.942519,1.48438,0.09898,3.27802
5.869,0,1,0.000000,7.627466,6.947426,1.48575,0.09925,3.27764
5.870,0,1,0.000000,7.626476,6.952786,1.48376,0.09922,3.27737
5.871,0,1,0.000000,7.625277,6.958517,1.48430,0.09898,3.27721
5.872,0,1,0.000000,7.623988,6.963848,1.48483,0.09898,3.27724
5.873,0,1,0.000000,7.622625,6.968853,1.48506,0.09921,3.27746
5.874,0,1,0.000000,7.621848,6.973930,1.48430,0.09905,3.27741
