"Time","v1 xCoM","v2 R COP","66 RDS cle","64 R marks","37a CoMy (cm)","37 CoMy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v3 L COP","67 LDS cle","65 L marks","32 FLx (cm)","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
2.218,6.046235,0.000000,0,0,0.636658,6.004327,13.680587,6.270339,8.857009,0.000000,0,0,14.627784,4.797341,6.777269,10.277937,0.00014,0.10537,3.27722
2.219,6.050185,0.000000,0,0,0.749012,6.004962,13.669876,6.269014,8.871180,0.000000,0,0,14.656708,4.785755,6.778109,10.267328,0.00001,0.08634,3.27754
2.220,6.054163,0.000000,0,0,0.861367,6.005597,13.659166,6.267690,8.885349,0.000000,0,0,14.685631,4.774169,6.778949,10.256720,0.00001,0.08386,3.27739
2.221,6.058123,0.000000,0,0,0.985356,6.006331,13.648454,6.266788,8.899928,0.000000,0,0,14.713853,4.762616,6.779857,10.246036,-0.00001,0.12736,3.27711
2.222,6.062055,0.000000,0,0,1.133399,6.007269,13.637737,6.266762,8.915350,0.000000,0,0,14.740627,4.751130,6.780905,10.235197,-0.00001,0.11270,3.27658
2.223,6.065927,0.000000,0,0,1.281442,6.008208,13.627020,6.266735,8.930772,0.000000,0,0,14.767401,4.739644,6.781952,10.224359,0.00000,0.09371,3.27638
2.224,6.069713,0.000000,0,0,1.429485,6.009146,13.616302,6.266707,8.946195,0.000000,0,0,14.794175,4.728158,6.783000,10.213520,0.00030,0.09835,3.27692
2.225,6.073400,0.000000,0,0,1.575200,6.010497,13.605512,6.266680,8.961942,0.000000,0,0,14.820120,4.716877,6.783971,10.202639,0.00015,0.10578,3.27733
2.226,6.076941,0.000000,0,0,1.716100,6.012700,13.594569,6.266650,8.978360,0.000000,0,0,14.844351,4.706019,6.784785,10.191670,0.00030,0.09355,3.27748
2.227,6.080366,0.000000,0,0,1.857001,6.014903,13.583627,6.266620,8.994780,0.000000,0,0,14.868583,4.695162,6.785599,10.180701,0.00001,0.09186,3.27747
2.228,6.083621,0.000000,0,0,1.997901,6.017106,13.572684,6.266590,9.011198,0.000000,0,0,14.892814,4.684305,6.786413,10.169732,0.00014,0.11096,3.27709
2.229,6.086766,0.000000,0,0,2.126320,6.019315,13.561978,6.266572,9.027895,0.000000,0,0,14.915962,4.673695,6.787224,10.158807,0.00043,0.09351,3.27680
2.230,6.089753,0.000000,0,0,2.228931,6.021534,13.551762,6.266577,9.045167,0.000000,0,0,14.936872,4.663598,6.788033,10.147971,0.00001,0.09828,3.27672
2.231,6.092630,0.000000,0,0,2.331543,6.023754,13.541545,6.266582,9.062439,0.000000,0,0,14.957781,4.653501,6.788841,10.137136,0.00014,0.12047,3.27674
2.232,6.095347,0.000000,0,0,2.434155,6.025974,13.531328,6.266588,9.079710,0.000000,0,0,14.978690,4.643404,6.789649,10.126300,0.00000,0.11254,3.27697
2.233,6.097938,0.000000,0,0,2.514422,6.028557,13.520872,6.266492,9.096975,0.000000,0,0,14.998680,4.633963,6.790301,10.115387,0.00000,0.07939,3.27725
2.234,6.100345,0.000000,0,0,2.548491,6.031893,13.509918,6.266185,9.114224,0.000000,0,0,15.016769,4.625879,6.790631,10.104316,0.00029,0.07722,3.27763
2.235,6.102626,0.000000,0,0,2.582560,6.035228,13.498965,6.265878,9.131474,0.000000,0,0,15.034859,4.617795,6.790962,10.093244,-0.00015,0.10678,3.27770
2.236,6.104726,0.000000,0,0,2.616629,6.038564,13.488011,6.265571,9.148724,0.000000,0,0,15.052948,4.609712,6.791292,10.082172,-0.00001,0.09642,3.27709
2.237,6.106720,0.000000,0,0,2.627731,6.041680,13.476946,6.265131,9.165998,0.000000,0,0,15.070405,4.602481,6.791523,10.071255,0.00013,0.09180,3.27691
2.238,6.108562,0.000000,0,0,2.591347,6.044343,13.465650,6.264418,9.183320,0.000000,0,0,15.086556,4.597014,6.791547,10.060657,0.00029,0.10773,3.27768
2.239,6.110303,0.000000,0,0,2.554963,6.047007,13.454353,6.263705,9.200644,0.000000,0,0,15.102708,4.591547,6.791573,10.050059,0.00016,0.11695,3.27822
2.240,6.111896,0.000000,0,0,2.518579,6.049670,13.443057,6.262991,9.217966,0.000000,0,0,15.118859,4.586081,6.791597,10.039461,-0.00029,0.09515,3.27830
2.241,6.113378,0.000000,0,0,2.462226,6.052346,13.431751,6.261976,9.235363,0.000000,0,0,15.134198,4.581615,6.791423,10.028930,0.00000,0.09082,3.27825
2.242,6.114695,0.000000,0,0,2.364587,6.055049,13.420427,6.260336,9.252911,0.000000,0,0,15.147859,4.579220,6.790838,10.018535,0.00015,0.11063,3.27795
2.243,6.115900,0.000000,0,0,2.266947,6.057752,13.409104,6.258696,9.270459,0.000000,0,0,15.161518,4.576826,6.790252,10.008140,0.00002,0.09300,3.27769
2.244,6.116940,0.000000,0,0,2.169307,6.060455,13.397780,6.257056,9.288008,0.000000,0,0,15.175178,4.574430,6.789667,9.997745,0.00002,0.08216,3.27754
2.245,6.117880,0.000000,0,0,2.061625,6.062809,13.386535,6.255252,9.305465,0.000000,0,0,15.188602,4.572941,6.789080,9.987350,0.00013,0.09651,3.27744
2.246,6.118674,0.000000,0,0,1.933182,6.064439,13.375452,6.253110,9.322734,0.000000,0,0,15.201540,4.573324,6.788490,9.976959,-0.00001,0.11492,3.27744
2.247,6.119377,0.000000,0,0,1.804739,6.066069,13.364369,6.250968,9.340003,0.000000,0,0,15.214478,4.573707,6.787901,9.966568,0.00014,0.08813,3.27731
2.248,6.119950,0.000000,0,0,1.676296,6.067699,13.353287,6.248827,9.357272,0.000000,0,0,15.227416,4.574090,6.787312,9.956178,0.00041,0.08208,3.27693
2.249,6.120454,0.000000,0,0,1.549513,6.069345,13.342254,6.246258,9.374068,0.000000,0,0,15.240144,4.575307,6.786615,9.945774,0.00028,0.11443,3.27677
2.250,6.120859,0.000000,0,0,1.426164,6.071024,13.331323,6.242810,9.389885,0.000000,0,0,15.252437,4.578249,6.785697,9.935345,0.00000,0.10962,3.27707
2.251,6.121237,0.000000,0,0,1.302815,6.072702,13.320393,6.239361,9.405703,0.000000,0,0,15.264730,4.581191,6.784780,9.924915,0.00002,0.09744,3.27723
2.252,6.121577,0.000000,0,0,1.179466,6.074381,13.309463,6.235912,9.421519,0.000000,0,0,15.277023,4.584133,6.783862,9.914487,0.00013,0.09853,3.27708
2.253,6.121933,0.000000,0,0,1.062773,6.075585,13.298476,6.232304,9.437002,0.000000,0,0,15.289249,4.587632,6.782881,9.904117,0.00000,0.10038,3.27705
2.254,6.122313,0.000000,0,0,0.959843,6.075808,13.287376,6.228364,9.451794,0.000000,0,0,15.301338,4.592283,6.781769,9.893870,0.00001,0.08746,3.27728
2.255,6.122742,0.000000,0,0,0.856913,6.076031,13.276276,6.224425,9.466585,0.000000,0,0,15.313427,4.596934,6.780657,9.883623,0.00001,0.09313,3.27734
2.256,6.123241,0.000000,0,0,0.753984,6.076254,13.265175,6.220485,9.481377,0.000000,0,0,15.325516,4.601585,6.779545,9.873377,0.00013,0.11622,3.27703
2.257,6.123827,0.000000,0,0,0.668732,6.076611,13.254029,6.216582,9.496168,0.000000,0,0,15.337613,4.606544,6.778354,9.863108,0.00014,0.09645,3.27685
2.258,6.124541,0.000000,0,0,0.620030,6.077246,13.242789,6.212754,9.510959,0.000000,0,0,15.349729,4.612137,6.777000,9.852794,0.00014,0.09359,3.27693
2.259,6.125394,0.000000,0,0,0.571328,6.077881,13.231549,6.208926,9.525749,0.000000,0,0,15.361845,4.617731,6.775646,9.842480,-0.00014,0.11565,3.27693
2.260,6.126451,0.000000,0,0,0.522626,6.078516,13.220309,6.205097,9.540540,0.000000,0,0,15.373961,4.623324,6.774292,9.832166,0.00013,0.10916,3.27678
2.261,6.127692,0.000000,0,0,0.488367,6.079015,13.208986,6.201262,9.555259,0.000000,0,0,15.385859,4.628875,6.772962,9.821969,0.00000,0.07854,3.27667
2.262,6.129201,0.000000,0,0,0.483966,6.079233,13.197491,6.197415,9.569830,0.000000,0,0,15.397304,4.634339,6.771681,9.812016,-0.00013,0.09818,3.27667
2.263,6.130919,0.000000,0,0,0.479565,6.079451,13.185996,6.193567,9.584401,0.000000,0,0,15.408748,4.639804,6.770400,9.802062,-0.00014,0.10126,3.27670
2.264,6.132942,0.000000,0,0,0.475164,6.079669,13.174500,6.189719,9.598972,0.000000,0,0,15.420193,4.645268,6.769118,9.792109,0.00013,0.09790,3.27677
2.265,6.135193,0.000000,0,0,0.491687,6.079886,13.162857,6.186026,9.613605,0.000000,0,0,15.431221,4.650553,6.767734,9.782126,0.00001,0.09897,3.27680
2.266,6.137779,0.000000,0,0,0.551471,6.080105,13.150906,6.182654,9.628366,0.000000,0,0,15.441391,4.655468,6.766136,9.772086,-0.00031,0.11989,3.27672
2.267,6.140605,0.000000,0,0,0.611254,6.080324,13.138954,6.179282,9.643126,0.000000,0,0,15.451560,4.660384,6.764538,9.762045,0.00000,0.09854,3.27677
2.268,6.143784,0.000000,0,0,0.671038,6.080542,13.127003,6.175910,9.657886,0.000000,0,0,15.461730,4.665299,6.762940,9.752005,0.00014,0.08260,3.27707
2.269,6.147183,0.000000,0,0,0.744559,6.080936,13.115147,6.172556,9.672910,0.000000,0,0,15.471241,4.670116,6.761271,9.741914,0.00030,0.11616,3.27711
2.270,6.150906,0.000000,0,0,0.846483,6.081694,13.103488,6.169239,9.688481,0.000000,0,0,15.479392,4.674732,6.759453,9.731718,0.00015,0.09895,3.27658
2.271,6.154804,0.000000,0,0,0.948407,6.082452,13.091829,6.165923,9.704054,0.000000,0,0,15.487542,4.679348,6.757635,9.721522,0.00014,0.08753,3.27641
2.272,6.158959,0.000000,0,0,1.050331,6.083210,13.080171,6.162606,9.719625,0.000000,0,0,15.495693,4.683964,6.755817,9.711328,-0.00013,0.09083,3.27702
2.273,6.163249,0.000000,0,0,1.169128,6.084160,13.068571,6.159222,9.735215,0.000000,0,0,15.502764,4.688563,6.754003,9.701111,0.00014,0.11630,3.27739
2.274,6.167739,0.000000,0,0,1.322811,6.085509,13.057093,6.155696,9.750841,0.000000,0,0,15.507603,4.693128,6.752196,9.690852,-0.00014,0.10409,3.27723
2.275,6.172331,0.000000,0,0,1.476494,6.086858,13.045615,6.152171,9.766467,0.000000,0,0,15.512442,4.697693,6.750391,9.680593,0.00015,0.09378,3.27715
2.276,6.177072,0.000000,0,0,1.630178,6.088207,13.034138,6.148645,9.782093,0.000000,0,0,15.517280,4.702258,6.748584,9.670335,0.00001,0.11666,3.27723
2.277,6.181851,0.000000,0,0,1.793814,6.089716,13.022688,6.145049,9.797789,0.000000,0,0,15.521138,4.706944,6.746852,9.660119,0.00000,0.10132,3.27716
2.278,6.186686,0.000000,0,0,1.978030,6.091555,13.011296,6.141305,9.813629,0.000000,0,0,15.522969,4.711877,6.745273,9.649992,0.00029,0.09661,3.27678
2.279,6.191476,0.000000,0,0,2.162246,6.093393,12.999904,6.137561,9.829470,0.000000,0,0,15.524801,4.716810,6.743694,9.639864,0.00015,0.09057,3.27659
2.280,6.196202,0.000000,0,0,2.346461,6.095232,12.988512,6.133818,9.845311,0.000000,0,0,15.526632,4.721744,6.742115,9.629737,0.00001,0.10870,3.27682
2.281,6.200819,0.000000,0,0,2.533213,6.097376,12.977182,6.130008,9.861152,0.000000,0,0,15.527824,4.726820,6.740438,9.619606,-0.00013,0.08893,3.27698
2.282,6.205281,0.000000,0,0,2.725207,6.100152,12.965982,6.126062,9.876992,0.000000,0,0,15.527694,4.732191,6.738556,9.609470,0.00001,0.08196,3.27698
2.283,6.209591,0.000000,0,0,2.917201,6.102928,12.954782,6.122116,9.892833,0.000000,0,0,15.527564,4.737562,6.736675,9.599334,0.00001,0.11677,3.27695
2.284,6.213681,0.000000,0,0,3.109195,6.105704,12.943583,6.118170,9.908673,0.000000,0,0,15.527433,4.742933,6.734794,9.589198,0.00001,0.11711,3.27688
2.285,6.217571,0.000000,0,0,3.287189,6.108865,12.932487,6.114321,9.924755,0.000000,0,0,15.526670,4.748412,6.732986,9.579153,0.00000,0.09624,3.27685
2.286,6.221170,0.000000,0,0,3.436237,6.112821,12.921605,6.110672,9.941338,0.000000,0,0,15.524593,4.754113,6.731331,9.569298,0.00014,0.09334,3.27693
2.287,6.224522,0.000000,0,0,3.585286,6.116777,12.910725,6.107023,9.957920,0.000000,0,0,15.522518,4.759815,6.729676,9.559443,-0.00013,0.11352,3.27705
2.288,6.227511,0.000000,0,0,3.734335,6.120733,12.899844,6.103374,9.974503,0.000000,0,0,15.520443,4.765516,6.728021,9.549587,0.00002,0.10637,3.27728
2.289,6.230220,0.000000,0,0,3.855381,6.124846,12.888842,6.099794,9.991210,0.000000,0,0,15.517996,4.771337,6.726352,9.539680,-0.00001,0.07334,3.27729
2.290,6.232518,0.000000,0,0,3.918532,6.129281,12.877586,6.096356,10.008173,0.000000,0,0,15.514779,4.777405,6.724654,9.529663,-0.00001,0.07554,3.27683
2.291,6.234511,0.000000,0,0,3.981683,6.133717,12.866331,6.092918,10.025136,0.000000,0,0,15.511563,4.783474,6.722955,9.519646,0.00015,0.10391,3.27654
2.292,6.236056,0.000000,0,0,4.044835,6.138152,12.855076,6.089480,10.042099,0.000000,0,0,15.508348,4.789542,6.721257,9.509629,0.00013,0.10294,3.27662
2.293,6.237265,0.000000,0,0,4.068183,6.142696,12.844085,6.086197,10.059277,1.299021,0,1,15.504844,4.795672,6.719637,9.499625,-0.00029,0.09509,3.27674
2.294,6.237983,0.000000,0,0,4.009239,6.147466,12.833640,6.083237,10.076900,4.498581,1,0,15.500746,4.801930,6.718180,9.489647,-0.00029,0.10085,3.27697
2.295,6.238337,0.000000,0,0,3.950295,6.152235,12.823195,6.080277,10.094522,6.398274,1,0,15.496647,4.808188,6.716722,9.479669,0.00028,0.12129,3.27720
2.296,6.238156,0.000000,0,0,3.891351,6.157004,12.812751,6.077317,10.112144,6.396192,1,0,15.492549,4.814445,6.715264,9.469690,0.00013,0.10129,3.27743
2.297,6.237597,0.000000,0,0,3.793484,6.161495,12.802455,6.074592,10.130027,6.394245,1,0,15.488166,4.820803,6.713965,9.459559,0.00016,0.09513,3.27742
2.298,6.236481,0.000000,0,0,3.615144,6.165408,12.792467,6.072352,10.148445,6.392496,1,0,15.483197,4.827367,6.712992,9.449115,-0.00014,0.10265,3.27689
2.299,6.234983,0.000000,0,0,3.436805,6.169321,12.782480,6.070113,10.166862,6.390855,1,0,15.478228,4.833931,6.712018,9.438669,0.00001,0.10019,3.27669
2.300,6.232928,0.000000,0,0,3.258465,6.173234,12.772492,6.067874,10.185281,6.389370,1,0,15.473259,4.840495,6.711045,9.428224,0.00015,0.07933,3.27722
2.301,6.230496,0.000000,0,0,3.052246,6.176824,12.762688,6.065800,10.203789,6.387952,1,0,15.468009,4.847136,6.710126,9.417747,0.00013,0.07929,3.27752
2.302,6.227512,0.000000,0,0,2.788386,6.179743,12.753260,6.064069,10.222481,6.386631,1,0,15.462177,4.853936,6.709318,9.407207,0.00001,0.12360,3.27729
2.303,6.224157,0.000000,0,0,2.524526,6.182662,12.743833,6.062338,10.241173,6.385349,1,0,15.456346,4.860736,6.708510,9.396667,0.00001,0.10820,3.27711
2.304,6.220260,0.000000,0,0,2.260666,6.185582,12.734405,6.060607,10.259865,6.384123,1,0,15.450514,4.867537,6.707703,9.386127,-0.00014,0.09059,3.27703
2.305,6.216010,0.000000,0,0,1.982076,6.188040,12.725327,6.059028,10.278589,6.382923,1,0,15.444372,4.874434,6.706869,9.375613,-0.00016,0.10099,3.27707
2.306,6.211241,0.000000,0,0,1.673031,6.189546,12.716973,6.057765,10.297383,6.381761,1,0,15.437588,4.881532,6.705982,9.365154,-0.00014,0.11829,3.27738
2.307,6.206151,0.000000,0,0,1.363986,6.191052,12.708619,6.056501,10.316176,6.380663,1,0,15.430802,4.888629,6.705094,9.354695,0.00001,0.09792,3.27744
2.308,6.200594,0.000000,0,0,1.054941,6.192558,12.700266,6.055238,10.334970,6.379662,1,0,15.424018,4.895727,6.704206,9.344237,-0.00001,0.07807,3.27699
2.309,6.194771,0.000000,0,0,0.747666,6.193630,12.692237,6.054235,10.353795,6.378769,1,0,15.416827,4.902932,6.703369,9.333840,-0.00031,0.10517,3.27670
2.310,6.188560,0.000000,0,0,0.444053,6.193805,12.684879,6.053769,10.372683,6.378035,1,0,15.408798,4.910359,6.702636,9.323574,0.00001,0.08930,3.27677
2.311,6.182157,0.000000,0,0,0.140439,6.193981,12.677522,6.053302,10.391571,6.377402,1,0,15.400769,4.917786,6.701902,9.313307,-0.00001,0.09629,3.27687
2.312,6.175474,0.000000,0,0,-0.163175,6.194157,12.670165,6.052836,10.410459,6.376916,1,0,15.392740,4.925212,6.701169,9.303040,-0.00001,0.11990,3.27703
2.313,6.168684,0.000000,0,0,-0.459703,6.193874,12.663054,6.052521,10.429379,6.376500,1,0,15.384404,4.932546,6.700461,9.292776,-0.00028,0.11219,3.27706
2.314,6.161741,0.000000,0,0,-0.741584,6.192646,12.656450,6.052520,10.448369,6.376185,1,0,15.375436,4.939688,6.699810,9.282519,0.00015,0.09302,3.27683
2.315,6.154778,0.000000,0,0,-1.023464,6.191417,12.649847,6.052519,10.467359,6.375861,1,0,15.366467,4.946830,6.699158,9.272262,0.00013,0.09153,3.27667
2.316,6.147788,0.000000,0,0,-1.305344,6.190189,12.643245,6.052518,10.486347,6.375526,1,0,15.357499,4.953972,6.698506,9.262005,0.00001,0.11619,3.27667
2.317,6.140866,0.000000,0,0,-1.573428,6.188650,12.636732,6.052446,10.504713,6.375119,1,0,15.348018,4.960974,6.697797,9.251714,0.00043,0.08397,3.27667
2.318,6.134045,0.000000,0,0,-1.812986,6.186471,12.630406,6.052227,10.521788,6.374608,1,0,15.337476,4.967688,6.696969,9.241353,0.00029,0.08134,3.27667
2.319,6.127373,0.000000,0,0,-2.052545,6.184292,12.624081,6.052008,10.538862,6.374088,1,0,15.326934,4.974402,6.696141,9.230991,-0.00013,0.10674,3.27670
2.320,6.120921,0.000000,0,0,-2.292103,6.182113,12.617755,6.051789,10.555938,6.373553,1,0,15.316392,4.981116,6.695313,9.220631,0.00013,0.10943,3.27677
2.321,6.114680,0.000000,0,0,-2.510751,6.179722,12.611589,6.051552,10.572603,6.373077,1,0,15.305600,4.987759,6.694587,9.210251,0.00015,0.09753,3.27682
2.322,6.108750,0.000000,0,0,-2.686165,6.176895,12.605756,6.051278,10.588424,6.372686,1,0,15.294290,4.994256,6.694073,9.199832,-0.00001,0.09071,3.27682
2.323,6.103076,0.000000,0,0,-2.861578,6.174067,12.599921,6.051004,10.604245,6.372293,1,0,15.282979,5.000752,6.693559,9.189414,0.00016,0.11959,3.27682
2.324,6.097780,0.000000,0,0,-3.036993,6.171240,12.594088,6.050730,10.620066,6.371896,1,0,15.271668,5.007249,6.693045,9.178995,-0.00014,0.09915,3.27682
2.325,6.092776,0.000000,0,0,-3.181957,6.168056,12.588739,6.050307,10.635328,6.371427,1,0,15.260082,5.013677,6.692542,9.168623,-0.00013,0.09520,3.27682
2.326,6.088200,0.000000,0,0,-3.263968,6.164133,12.584394,6.049574,10.649437,6.370851,1,0,15.247928,5.019964,6.692062,9.158347,-0.00001,0.10421,3.27682
2.327,6.083941,0.000000,0,0,-3.345979,6.160210,12.580049,6.048841,10.663546,6.370252,1,0,15.235773,5.026250,6.691582,9.148070,0.00014,0.10213,3.27678
2.328,6.080144,0.000000,0,0,-3.427990,6.156287,12.575703,6.048109,10.677655,6.369620,1,0,15.223618,5.032537,6.691103,9.137794,0.00002,0.08043,3.27662
2.329,6.076670,0.000000,0,0,-3.473331,6.152242,12.572120,6.047347,10.691107,6.369025,1,0,15.211206,5.038728,6.690690,9.127550,0.00014,0.08204,3.27652
2.330,6.073666,0.000000,0,0,-3.442859,6.147946,12.570112,6.046527,10.703198,6.368485,1,0,15.198265,5.044722,6.690415,9.117374,0.00002,0.12255,3.27652
2.331,6.070973,0.000000,0,0,-3.412386,6.143651,12.568106,6.045707,10.715291,6.367940,1,0,15.185323,5.050715,6.690141,9.107198,0.00001,0.09818,3.27652
2.332,6.068736,0.000000,0,0,-3.381913,6.139355,12.566098,6.044887,10.727383,6.367386,1,0,15.172381,5.056709,6.689867,9.097022,-0.00001,0.08615,3.27652
2.333,6.066795,0.000000,0,0,-3.317065,6.135341,12.565331,6.044111,10.738853,6.366776,1,0,15.159403,5.062521,6.689445,9.086777,0.00000,0.11407,3.27664
2.334,6.065289,0.000000,0,0,-3.181146,6.131907,12.567122,6.043426,10.749034,6.366084,1,0,15.146351,5.067959,6.688719,9.076388,0.00001,0.11740,3.27702
2.335,6.064061,0.000000,0,0,-3.045228,6.128474,12.568915,6.042740,10.759216,6.365382,1,0,15.133299,5.073397,6.687993,9.065999,-0.00002,0.09586,3.27726
2.336,6.063242,0.000000,0,0,-2.909309,6.125041,12.570707,6.042055,10.769399,6.364665,1,0,15.120247,5.078835,6.687266,9.055611,-0.00015,0.08361,3.27718
2.337,6.062676,0.000000,0,0,-2.750539,6.121930,12.573764,6.041478,10.779033,6.363996,1,0,15.107330,5.084121,6.686538,9.045155,-0.00015,0.11831,3.27703
2.338,6.062482,0.000000,0,0,-2.544523,6.119488,12.579433,6.041123,10.787536,6.363398,1,0,15.094694,5.089096,6.685804,9.034557,0.00001,0.10853,3.27673
2.339,6.062510,0.000000,0,0,-2.338507,6.117045,12.585102,6.040769,10.796038,6.362841,1,0,15.082057,5.094071,6.685070,9.023961,0.00000,0.07898,3.27654
2.340,6.062865,0.000000,0,0,-2.132491,6.114603,12.590772,6.040415,10.804541,6.362342,1,0,15.069420,5.099046,6.684336,9.013365,0.00014,0.09940,3.27662
2.341,6.063412,0.000000,0,0,-1.921975,6.112437,12.597380,6.040094,10.812373,6.361863,1,0,15.056808,5.103810,6.683652,9.002742,0.00014,0.10319,3.27674
2.342,6.064240,0.000000,0,0,-1.702156,6.110847,12.605927,6.039843,10.818819,6.361412,1,0,15.044250,5.108138,6.683072,8.992064,-0.00014,0.08957,3.27697
2.343,6.065227,0.000000,0,0,-1.482336,6.109256,12.614474,6.039592,10.825265,6.360988,1,0,15.031693,5.112466,6.682492,8.981387,0.00000,0.08864,3.27699
2.344,6.066449,0.000000,0,0,-1.262517,6.107665,12.623021,6.039341,10.831711,6.360603,1,0,15.019135,5.116795,6.681912,8.970710,0.00000,0.11333,3.27653
2.345,6.067801,0.000000,0,0,-1.053843,6.106433,12.632699,6.039147,10.837545,6.360250,1,0,15.006674,5.120868,6.681342,8.959965,0.00015,0.11213,3.27634
2.346,6.069343,0.000000,0,0,-0.868212,6.105945,12.644714,6.039072,10.842116,6.359944,1,0,14.994415,5.124415,6.680789,8.949078,0.00014,0.09309,3.27672
2.347,6.070982,0.000000,0,0,-0.682580,6.105456,12.656729,6.038997,10.846686,6.359632,1,0,14.982156,5.127963,6.680235,8.938191,0.00029,0.11052,3.27695
2.348,6.072762,0.000000,0,0,-0.496949,6.104968,12.668744,6.038921,10.851257,6.359311,1,0,14.969896,5.131510,6.679683,8.927305,-0.00014,0.10585,3.27688
2.349,6.074596,0.000000,0,0,-0.331129,6.104742,12.682098,6.038844,10.854958,6.358951,1,0,14.957600,5.134810,6.679072,8.916386,0.00044,0.08604,3.27687
2.350,6.076509,0.000000,0,0,-0.206267,6.105058,12.698223,6.038763,10.856857,6.358534,1,0,14.945225,5.137598,6.678344,8.905397,0.00000,0.07728,3.27703
2.351,6.078435,0.000000,0,0,-0.081405,6.105374,12.714348,6.038682,10.858758,6.358127,1,0,14.932850,5.140387,6.677615,8.894410,-0.00002,0.10326,3.27713
2.352,6.080379,0.000000,0,0,0.043457,6.105690,12.730473,6.038601,10.860659,6.357732,1,0,14.920476,5.143175,6.676887,8.883422,-0.00001,0.10182,3.27713
2.353,6.082296,0.000000,0,0,0.147437,6.106083,12.747652,6.038574,10.861772,6.357390,1,0,14.908135,5.145817,6.676183,8.872361,0.00028,0.07717,3.27713
2.354,6.084175,0.000000,0,0,0.208246,6.106635,12.767013,6.038657,10.861256,6.357128,1,0,14.895867,5.148159,6.675530,8.861149,0.00029,0.09538,3.27713
2.355,6.085983,0.000000,0,0,0.269056,6.107187,12.786373,6.038740,10.860740,6.356848,1,0,14.883599,5.150501,6.674878,8.849936,-0.00013,0.12083,3.27715
2.356,6.087688,0.000000,0,0,0.329865,6.107739,12.805734,6.038823,10.860224,6.356545,1,0,14.871331,5.152843,6.674225,8.838723,0.00015,0.10641,3.27723
2.357,6.089284,0.000000,0,0,0.368378,6.108299,12.826445,6.038824,10.858747,6.356151,1,0,14.859087,5.154929,6.673462,8.827608,0.00000,0.09226,3.27723
2.358,6.090719,0.000000,0,0,0.360793,6.108874,12.849946,6.038655,10.855285,6.355624,1,0,14.846892,5.156488,6.672468,8.816695,0.00014,0.10621,3.27708
2.359,6.092017,0.000000,0,0,0.353208,6.109449,12.873448,6.038486,10.851821,6.355057,1,0,14.834698,5.158048,6.671475,8.805782,-0.00001,0.10384,3.27703
2.360,6.093114,0.000000,0,0,0.345623,6.110025,12.896950,6.038318,10.848358,6.354429,1,0,14.822503,5.159607,6.670481,8.794869,0.00001,0.09393,3.27718
2.361,6.094066,0.000000,0,0,0.324144,6.110525,12.921490,6.038212,10.844084,6.353828,1,0,14.810291,5.161098,6.669447,8.783897,0.00014,0.09998,3.27714
2.362,6.094803,0.000000,0,0,0.273937,6.110869,12.948176,6.038234,10.838134,6.353266,1,0,14.798042,5.162447,6.668330,8.772804,0.00016,0.10071,3.27668
2.363,6.095395,0.000000,0,0,0.223730,6.111213,12.974863,6.038256,10.832184,6.352715,1,0,14.785793,5.163797,6.667213,8.761710,0.00014,0.08253,3.27649
2.364,6.095772,0.000000,0,0,0.173523,6.111557,13.001550,6.038278,10.826233,6.352180,1,0,14.773545,5.165146,6.666096,8.750617,0.00016,0.09546,3.27687
2.365,6.096006,0.000000,0,0,0.114978,6.111866,13.029068,6.038323,10.819413,6.351629,1,0,14.761285,5.166405,6.664946,8.739516,0.00001,0.12592,3.27706
2.366,6.096030,0.000000,0,0,0.039193,6.112102,13.058307,6.038417,10.810795,6.351056,1,0,14.749000,5.167474,6.663728,8.728399,0.00000,0.10580,3.27683
2.367,6.095922,0.000000,0,0,-0.036592,6.112339,13.087546,6.038510,10.802176,6.350491,1,0,14.736715,5.168543,6.662511,8.717282,0.00014,0.09069,3.27662
2.368,6.095618,0.000000,0,0,-0.112377,6.112575,13.116785,6.038604,10.793558,6.349938,1,0,14.724430,5.169613,6.661294,8.706165,0.00015,0.11544,3.27647
2.369,6.095200,0.000000,0,0,-0.189595,6.112550,13.146688,6.038746,10.784317,6.349425,1,0,14.712217,5.170521,6.660127,8.695008,-0.00016,0.11010,3.27644
2.370,6.094614,0.000000,0,0,-0.269775,6.111985,13.177959,6.038991,10.773790,6.348969,1,0,14.700152,5.171096,6.659067,8.683767,0.00000,0.08101,3.27667
2.371,6.093932,0.000000,0,0,-0.349956,6.111420,13.209230,6.039236,10.763263,6.348549,1,0,14.688088,5.171671,6.658007,8.672526,0.00000,0.10216,3.27702
2.372,6.093112,0.000000,0,0,-0.430137,6.110856,13.240502,6.039480,10.752736,6.348183,1,0,14.676023,5.172246,6.656947,8.661285,0.00015,0.10185,3.27763
2.373,6.092213,0.000000,0,0,-0.505909,6.110267,13.272373,6.039790,10.741687,6.347847,1,0,14.663901,5.172801,6.655948,8.650045,0.00015,0.10261,3.27776
2.374,6.091199,0.000000,0,0,-0.572567,6.109629,13.305483,6.040237,10.729560,6.347558,1,0,14.651658,5.173313,6.655072,8.638804,-0.00013,0.10970,3.27684
