"Time","v3 L COP","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","v2 R COP","49 RDS cle","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","35a HRx (cm)","35 HRx (cm)","50 LDS cle","48 L marks","37a FLx (cm)","37 FLx (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","42 CoMy (cm)","v1 xCoM","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
0.049,0.000000,0,0,0,7.367778,1.279319,-1.616385,11.266147,4.504483,31.372400,0.000000,0,14.063610,5.600922,4.271588,-10.790486,8.924945,0,0,-9.101332,12.672187,7.295407,20.004658,9.754319,156.105331,0,50.003357,90.943993,86.947975,8.537565,14.344938,8.210373,9.030130,8.291758,8.378409,8.670936,7.747241,9.256879,9.449202,10.682923,8.984384,10.941654,9.949677,0,0.00099,0.00154,0.00096,0.00371,0.00089,0.00142,0.00108,0.00109,5.432209,5.334378,1.47800,0.10914,3.27677,9.030130
0.050,0.000000,0,0,0,7.369613,1.278529,-0.956877,11.277688,4.506689,31.036333,0.000000,0,14.095467,5.601855,4.272196,-10.814472,8.913858,0,0,-9.071952,12.662890,7.295177,21.594994,9.755342,155.492645,0,50.461906,91.319450,87.106171,8.539312,14.395155,8.212359,9.020000,8.290975,8.374190,8.672689,7.749684,9.259286,9.451419,10.688194,8.995399,10.942570,9.957588,0,0.00101,0.00148,0.00094,0.00351,0.00095,0.00145,0.00108,0.00114,5.429056,5.371947,1.47823,0.10980,3.27738,9.020000
0.051,0.000000,0,0,0,7.371448,1.277739,-0.297369,11.289229,4.508895,30.700268,0.000000,0,14.127324,5.602788,4.272805,-10.838458,8.902773,0,0,-9.042572,12.653593,7.294947,23.185329,9.756365,154.879959,0,50.920456,91.694901,87.264374,8.541059,14.445371,8.214346,9.009871,8.290191,8.369972,8.674442,7.752126,9.261693,9.453636,10.693465,9.006415,10.943485,9.965499,0,0.00106,0.00147,0.00099,0.00335,0.00110,0.00161,0.00110,0.00116,5.425903,5.408832,1.47685,0.11045,3.27786,9.009871
0.052,0.000000,0,0,0,7.370768,1.290072,0.399902,11.297340,4.516374,30.268221,0.000000,0,14.157526,5.606020,4.271541,-10.832525,8.891658,0,0,-9.007704,12.644644,6.916891,25.021782,9.764265,154.781677,0,51.024448,91.790131,87.783028,8.550652,14.486889,8.215095,8.996856,8.291724,8.367205,8.676564,7.755196,9.258330,9.458556,10.692227,9.018336,10.946638,9.977752,0,0.00103,0.00153,0.00101,0.00338,0.00114,0.00167,0.00108,0.00115,5.422677,5.443616,1.47884,0.11223,3.27763,8.996856
0.053,0.000000,0,0,0,7.369899,1.303393,1.100016,11.305193,4.524250,29.828949,0.000000,0,14.187604,5.609425,4.270136,-10.824339,8.880541,0,0,-8.972423,12.635721,6.510396,26.876759,9.772683,154.722107,0,51.101757,91.864258,88.328819,8.560835,14.527752,8.215750,8.983624,8.293431,8.364548,8.678713,7.758313,9.254533,9.463679,10.690498,9.030326,10.949959,9.990332,0,0.00099,0.00154,0.00099,0.00328,0.00117,0.00167,0.00107,0.00116,5.419445,5.478271,1.47841,0.11340,3.27740,8.983624
0.054,0.000000,0,0,0,7.369030,1.316715,1.800129,11.313046,4.532126,29.389677,0.000000,0,14.217682,5.612829,4.268731,-10.816154,8.869424,0,0,-8.937141,12.626798,6.103902,28.731733,9.781101,154.662552,0,51.179066,91.938393,88.874611,8.571018,14.568615,8.216405,8.970391,8.295138,8.361890,8.680862,7.761430,9.250735,9.468802,10.688770,9.042315,10.953280,10.002912,0,0.00100,0.00153,0.00099,0.00322,0.00127,0.00165,0.00103,0.00104,5.416213,5.512531,1.47764,0.11166,3.27717,8.970391
0.055,0.000000,0,0,0,7.368161,1.330036,2.500243,11.320899,4.540002,28.950405,0.000000,0,14.247760,5.616233,4.267326,-10.807968,8.858307,0,0,-8.901861,12.617875,5.697408,30.586710,9.789519,154.602982,0,51.256374,92.012527,89.420395,8.581202,14.609479,8.217060,8.957159,8.296846,8.359232,8.683011,7.764547,9.246938,9.473926,10.687042,9.054303,10.956601,10.015491,0,0.00103,0.00151,0.00100,0.00292,0.00127,0.00166,0.00101,0.00101,5.412981,5.548337,1.47726,0.10907,3.27699,8.957159
0.056,0.000000,0,0,0,7.368186,1.333659,3.215589,11.331600,4.546385,28.428226,0.000000,0,14.276187,5.616850,4.268545,-10.768985,8.847510,0,0,-8.849003,12.609241,5.669670,32.183273,9.838223,153.900772,0,51.650764,91.784813,89.816116,8.588199,14.653350,8.217587,8.936714,8.299663,8.352641,8.704316,7.756929,9.246146,9.472950,10.689738,9.066128,10.957581,10.028386,0,0.00103,0.00148,0.00096,0.00278,0.00126,0.00166,0.00098,0.00103,5.409876,5.588879,1.47976,0.10927,3.27707,8.936714
0.057,0.000000,0,0,0,7.368279,1.336553,3.932081,11.342515,4.552656,27.899807,0.000000,0,14.304489,5.617257,4.269961,-10.727684,8.836738,0,0,-8.794823,12.600629,5.670441,33.760387,9.889958,153.150192,0,52.069019,91.534378,90.200539,8.594956,14.697448,8.218102,8.915727,8.302564,8.345755,8.727062,7.748504,9.245582,9.471516,10.692767,9.077940,10.958384,10.041306,0,0.00103,0.00149,0.00095,0.00273,0.00125,0.00163,0.00097,0.00105,5.406782,5.627673,1.47813,0.11116,3.27720,8.915727
0.058,0.000000,0,0,0,7.368371,1.339446,4.648574,11.353431,4.558927,27.371386,0.000000,0,14.332791,5.617664,4.271378,-10.686383,8.825965,0,0,-8.740642,12.592016,5.671212,35.337502,9.941694,152.399612,0,52.487278,91.283943,90.584969,8.601715,14.741546,8.218619,8.894738,8.305464,8.338868,8.749808,7.740078,9.245017,9.470081,10.695796,9.089753,10.959186,10.054225,0,0.00102,0.00146,0.00093,0.00265,0.00145,0.00167,0.00094,0.00105,5.403687,5.661109,1.47863,0.11148,3.27766,8.894738
0.059,0.000000,0,0,0,7.368463,1.342340,5.365067,11.364347,4.565197,26.842966,0.000000,0,14.361094,5.618071,4.272794,-10.645082,8.815192,0,0,-8.686461,12.583404,5.671983,36.914616,9.993430,151.649033,0,52.905533,91.033516,90.969391,8.608473,14.785644,8.219135,8.873751,8.308364,8.331982,8.772554,7.731652,9.244452,9.468646,10.698825,9.101565,10.959989,10.067144,0,0.00102,0.00142,0.00093,0.00257,0.00176,0.00156,0.00094,0.00113,5.400592,5.688620,1.47946,0.11255,3.27799,8.873751
0.060,0.000000,0,0,0,7.366993,1.340686,5.483900,11.378327,4.573597,26.260006,0.000000,0,14.387122,5.620175,4.272488,-10.568369,8.804641,0,0,-7.992989,12.574572,5.671772,38.215172,10.045525,151.533173,0,53.290924,90.701050,91.322617,8.612803,14.821972,8.218896,8.858901,8.319160,8.319934,8.801852,7.724689,9.245941,9.468362,10.703745,9.116020,10.962846,10.089445,0,0.00103,0.00141,0.00094,0.00246,0.00182,0.00150,0.00094,0.00117,5.398089,5.697967,1.47848,0.11241,3.27760,8.858901
0.061,0.000000,0,0,0,7.365407,1.338691,5.557747,11.392540,4.582157,25.672939,0.000000,0,14.412979,5.622406,4.272052,-10.488990,8.794106,0,0,-7.251398,12.565723,5.671487,39.494915,10.097646,151.465073,0,53.673840,90.362411,91.673500,8.616949,14.857715,8.218599,8.844514,8.330550,8.307498,8.831642,7.717837,9.247585,9.468164,10.708808,9.130674,10.965858,10.112452,0,0.00103,0.00137,0.00095,0.00251,0.00182,0.00149,0.00093,0.00118,5.395631,5.704278,1.47954,0.10998,3.27732,8.844514
0.062,0.000000,0,0,0,7.363819,1.336695,5.631595,11.406752,4.590717,25.085873,0.000000,0,14.438836,5.624638,4.271616,-10.409612,8.783571,0,0,-6.509807,12.556875,5.671202,40.774658,10.149768,151.396988,0,54.056759,90.023773,92.024384,8.621096,14.893458,8.218304,8.830126,8.341940,8.295061,8.861433,7.710984,9.249229,9.467967,10.713871,9.145329,10.968869,10.135458,0,0.00102,0.00136,0.00096,0.00253,0.00211,0.00149,0.00093,0.00109,5.393173,5.701288,1.47696,0.10746,3.27755,8.830126
0.063,0.000000,0,0,0,7.362232,1.334700,5.705442,11.420964,4.599277,24.498806,0.000000,0,14.464693,5.626869,4.271179,-10.330233,8.773036,0,0,-5.768215,12.548027,5.670917,42.054401,10.201889,151.328888,0,54.439674,89.685135,92.375267,8.625243,14.929201,8.218007,8.815739,8.353331,8.282625,8.891223,7.704132,9.250874,9.467770,10.718934,9.159982,10.971881,10.158464,0,0.00102,0.00137,0.00096,0.00257,0.00241,0.00150,0.00088,0.00116,5.390715,5.699865,1.48128,0.10971,3.27769,8.815739
0.064,0.000000,0,0,0,7.361825,1.325348,5.164618,11.436511,4.601557,23.861950,0.000000,0,14.488242,5.629194,4.273429,-10.213553,8.762670,0,0,-4.358032,12.539458,5.672675,42.501598,10.234163,153.164352,0,53.969330,89.732239,93.045540,8.629515,14.962729,8.214578,8.809885,8.368204,8.285118,8.918643,7.698815,9.255436,9.466606,10.727193,9.179077,10.978275,10.178703,0,0.00106,0.00136,0.00096,0.00251,0.00241,0.00151,0.00085,0.00117,5.420476,5.703245,1.47751,0.11127,3.27739,8.809885
0.065,0.000000,0,0,0,7.361507,1.315444,4.577527,11.452159,4.603364,23.221344,0.000000,0,14.511619,5.631526,4.275880,-10.094066,8.752316,0,0,-2.897524,12.530910,5.674586,42.886131,10.264943,155.143097,0,53.434757,89.808372,93.739861,8.633796,14.996089,8.210913,8.804673,8.383340,8.288735,8.945884,7.693614,9.260218,9.465370,10.735691,9.198507,10.984923,10.198734,0,0.00107,0.00135,0.00096,0.00248,0.00234,0.00157,0.00083,0.00117,5.452663,5.705649,1.47664,0.11130,3.27724,8.804673
0.066,0.000000,0,0,0,7.361189,1.305539,3.990436,11.467807,4.605171,22.580738,0.000000,0,14.534994,5.633858,4.278332,-9.974579,8.741962,0,0,-1.437017,12.522361,5.676497,43.270668,10.295723,157.121841,0,52.900185,89.884506,94.434181,8.638078,15.029449,8.207247,8.799461,8.398476,8.292353,8.973125,7.688414,9.264999,9.464133,10.744190,9.217937,10.991572,10.218764,0,0.00110,0.00128,0.00098,0.00233,0.00260,0.00178,0.00081,0.00117,5.484850,5.705065,1.47812,0.11190,3.27792,8.799461
0.067,0.000000,0,0,0,7.360871,1.295634,3.403345,11.483454,4.606978,21.940132,0.000000,0,14.558370,5.636190,4.280784,-9.855091,8.731609,0,0,0.023491,12.513812,5.678408,43.655201,10.326504,159.100586,0,52.365612,89.960640,95.128502,8.642359,15.062810,8.203582,8.794250,8.413611,8.295970,9.000366,7.683213,9.269781,9.462897,10.752688,9.237367,10.998221,10.238795,0,0.00112,0.00114,0.00098,0.00238,0.00347,0.00176,0.00080,0.00119,5.517037,5.698995,1.47779,0.11154,3.27837,8.794250
0.068,0.000000,0,0,0,7.363699,1.294694,2.804059,11.496436,4.613619,21.267113,0.000000,0,14.579005,5.638580,4.279934,-9.683613,8.721811,0,0,2.181203,12.506173,6.053890,43.299904,10.378236,157.605087,0,53.492447,89.937714,95.928581,8.633080,15.087609,8.203948,8.776574,8.417886,8.280596,9.031912,7.683328,9.275002,9.466263,10.760592,9.262069,11.004351,10.257858,0,0.00107,0.00106,0.00095,0.00229,0.00372,0.00175,0.00078,0.00117,5.517552,5.676110,1.48214,0.10890,3.27753,8.776574
0.069,0.000000,0,0,0,7.366765,1.294429,2.203855,11.509216,4.620624,20.591652,0.000000,0,14.599434,5.640974,4.278835,-9.508222,8.712054,0,0,4.391393,12.498603,6.457490,42.888920,10.431545,155.848083,0,54.744331,89.907326,96.736626,8.622779,15.111765,8.204618,8.757960,8.421344,8.263793,9.063782,7.683843,9.280254,9.469975,10.768450,9.287169,11.010440,10.276849,0,0.00107,0.00099,0.00091,0.00229,0.00378,0.00168,0.00079,0.00116,5.515683,5.648899,1.48136,0.10721,3.27688,8.757960
0.070,0.000000,0,0,0,7.369831,1.294165,1.603651,11.521997,4.627628,19.916193,0.000000,0,14.619864,5.643368,4.277737,-9.332829,8.702298,0,0,6.601583,12.491033,6.861090,42.477936,10.484854,154.091080,0,55.996220,89.876938,97.544662,8.612479,15.135920,8.205288,8.739347,8.424801,8.246990,9.095652,7.684358,9.285507,9.473688,10.776308,9.312268,11.016530,10.295838,0,0.00102,0.00102,0.00091,0.00220,0.00424,0.00166,0.00079,0.00122,5.513813,5.608424,1.47140,0.10997,3.27727,8.739347
0.071,0.000000,0,0,0,7.372896,1.293900,1.003447,11.534779,4.634633,19.240732,0.000000,0,14.640292,5.645762,4.276639,-9.157438,8.692541,0,0,8.811773,12.483462,7.264689,42.066952,10.538163,152.334076,0,57.248104,89.846550,98.352707,8.602179,15.160074,8.205957,8.720733,8.428258,8.230187,9.127522,7.684873,9.290760,9.477401,10.784166,9.337368,11.022619,10.314829,0,0.00097,0.00096,0.00086,0.00226,0.00424,0.00150,0.00076,0.00120,5.511944,5.567055,1.47649,0.11123,3.27759,8.720733
0.072,0.000000,0,0,0,7.366589,1.295448,0.361748,11.550560,4.634731,18.538614,0.000000,0,14.658698,5.646148,4.279727,-8.904317,8.683436,0,0,11.132513,12.506074,7.299189,41.589722,10.577714,146.566940,0,60.696976,89.642075,98.495239,8.591440,15.188032,8.211269,8.685940,8.420864,8.184292,9.154460,7.692820,9.296599,9.486857,10.791018,9.359058,11.024535,10.340837,0,0.00098,0.00096,0.00083,0.00221,0.00430,0.00143,0.00077,0.00120,5.509901,5.522943,1.47791,0.11071,3.27759,8.685940
0.073,0.000000,0,0,0,7.359575,1.297132,-0.283075,11.566566,4.634310,17.834490,0.000000,0,14.676951,5.646382,4.283130,-8.645345,8.674381,0,0,13.461575,12.530957,7.305907,41.107506,10.616228,140.497955,0,64.311211,89.424500,98.587669,8.580668,15.216277,8.216930,8.649930,8.412654,8.136207,9.181027,7.701325,9.302484,9.496745,10.797792,9.380492,11.026137,10.367372,0,0.00099,0.00096,0.00082,0.00227,0.00546,0.00141,0.00080,0.00121,5.507845,5.481471,1.47782,0.11099,3.27760,8.649930
0.074,0.000000,0,0,0,7.352562,1.298816,-0.927898,11.582574,4.633888,17.130365,0.000000,0,14.695205,5.646617,4.286533,-8.386373,8.665325,0,0,15.790636,12.555840,7.312624,40.625290,10.654743,134.428970,0,67.925446,89.206924,98.680107,8.569897,15.244521,8.222592,8.613919,8.404443,8.088120,9.207595,7.709831,9.308367,9.506634,10.804567,9.401926,11.027740,10.393907,0,0.00098,0.00099,0.00081,0.00223,0.00553,0.00141,0.00079,0.00121,5.505788,5.448084,1.47826,0.11026,3.27768,8.613919
0.075,0.000000,0,0,0,7.345549,1.300501,-1.572721,11.598580,4.633467,16.426241,0.000000,0,14.713458,5.646852,4.289937,-8.127400,8.656270,0,0,18.119698,12.580724,7.319342,40.143074,10.693258,128.359985,0,71.539680,88.989349,98.772545,8.559125,15.272766,8.228253,8.577909,8.396233,8.040035,9.234162,7.718337,9.314250,9.516521,10.811342,9.423361,11.029342,10.420442,0,0.00097,0.00100,0.00079,0.00212,0.00574,0.00140,0.00080,0.00121,5.503732,5.420120,1.47785,0.10764,3.27779,8.577909
0.076,0.000000,0,0,0,7.350813,1.301666,-1.645596,11.618659,4.628136,15.703801,0.000000,0,14.728505,5.642879,4.284877,-7.767324,8.648311,0,0,19.484671,12.607024,6.937994,38.710403,10.732140,126.417709,0,72.314194,89.415688,99.275040,8.546308,15.288987,8.236559,8.570693,8.394904,8.034243,9.252245,7.722908,9.324739,9.521413,10.822522,9.445731,11.038052,10.445403,0,0.00097,0.00099,0.00080,0.00206,0.00610,0.00140,0.00083,0.00120,5.502077,5.408775,1.47828,0.10590,3.27809,8.570693
0.077,0.000000,0,0,0,7.357002,1.302793,-1.675420,11.639043,4.622435,14.979982,0.000000,0,14.743311,5.638591,4.279180,-7.399638,8.640433,0,0,20.777079,12.633432,6.527438,37.206196,10.771049,124.786041,0,72.874969,89.890488,99.808395,8.533336,15.304303,8.245064,8.565644,8.394094,8.031633,9.269689,7.727183,9.335575,9.525928,10.834034,9.468173,11.047297,10.470246,0,0.00097,0.00096,0.00082,0.00205,0.00615,0.00140,0.00083,0.00117,5.500453,5.400548,1.47840,0.10865,3.27826,8.565644
0.078,0.000000,0,0,0,7.363190,1.303920,-1.705245,11.659428,4.616735,14.256163,0.000000,0,14.758117,5.634302,4.273483,-7.031951,8.632557,0,0,22.069487,12.659841,6.116880,35.701988,10.809958,123.154373,0,73.435738,90.365288,100.341759,8.520365,15.319619,8.253568,8.560596,8.393285,8.029025,9.287132,7.731458,9.346411,9.530443,10.845545,9.490614,11.056541,10.495089,0,0.00101,0.00099,0.00083,0.00215,0.00599,0.00135,0.00083,0.00116,5.498827,5.401873,1.47989,0.10984,3.27765,8.560596
0.079,0.000000,0,0,0,7.369379,1.305047,-1.735070,11.679812,4.611034,13.532344,0.000000,0,14.772923,5.630013,4.267786,-6.664265,8.624680,0,0,23.361893,12.686249,5.706324,34.197781,10.848866,121.522713,0,73.996513,90.840088,100.875114,8.507393,15.334935,8.262073,8.555547,8.392474,8.026416,9.304576,7.735733,9.357246,9.534959,10.857057,9.513056,11.065785,10.519932,0,0.00101,0.00105,0.00085,0.00232,0.00572,0.00134,0.00082,0.00111,5.497203,5.402558,1.47860,0.10955,3.27709,8.555547
0.080,0.000000,0,0,0,7.366035,1.305108,-1.766324,11.698556,4.607541,12.800256,0.000000,0,14.785170,5.627833,4.267565,-6.157864,8.618260,0,0,23.722849,12.714870,6.023256,31.339724,10.886453,120.078941,0,75.574341,91.192184,101.665924,8.497414,15.343103,8.261451,8.546248,8.397325,8.007755,9.319344,7.744566,9.366920,9.543917,10.866733,9.535477,11.080821,10.543522,0,0.00099,0.00109,0.00083,0.00226,0.00567,0.00134,0.00083,0.00106,5.495861,5.401284,1.47805,0.10995,3.27687,8.546248
0.081,0.000000,0,0,0,7.361975,1.305090,-1.797686,11.717176,4.604215,12.067546,0.000000,0,14.797223,5.625812,4.267756,-5.641022,8.611951,0,0,24.013695,12.743659,6.394946,28.379761,10.923939,118.649315,0,77.228722,91.535042,102.476105,8.487659,15.350734,8.260141,8.536631,8.402600,7.987886,9.333911,7.753742,9.376508,9.553210,10.876271,9.557896,11.096292,10.567019,0,0.00097,0.00108,0.00083,0.00222,0.00568,0.00134,0.00083,0.00100,5.494540,5.399331,1.47872,0.10984,3.27667,8.536631
0.082,0.000000,0,0,0,7.357914,1.305071,-1.829048,11.735797,4.600888,11.334836,0.000000,0,14.809278,5.623790,4.267948,-5.124180,8.605640,0,0,24.304541,12.772449,6.766636,25.419800,10.961425,117.219688,0,78.883102,91.877899,103.286285,8.477905,15.358364,8.258833,8.527014,8.407876,7.968017,9.348477,7.762918,9.386095,9.562503,10.885809,9.580315,11.111764,10.590515,0,0.00098,0.00107,0.00087,0.00228,0.00553,0.00133,0.00084,0.00099,5.493219,5.395293,1.47823,0.10776,3.27667,8.527014
0.083,0.000000,0,0,0,7.353854,1.305053,-1.860410,11.754417,4.597561,10.602126,0.000000,0,14.821331,5.621769,4.268139,-4.607339,8.599331,0,0,24.595387,12.801237,7.138326,22.459837,10.998911,115.790062,0,80.537483,92.220757,104.096474,8.468151,15.365994,8.257524,8.517396,8.413153,7.948148,9.363045,7.772094,9.395681,9.571796,10.895348,9.602734,11.127235,10.614011,0,0.00097,0.00107,0.00085,0.00214,0.00524,0.00134,0.00084,0.00104,5.491899,5.391826,1.47875,0.10535,3.27674,8.517396
0.084,0.000000,0,0,0,7.355737,1.295602,-1.856799,11.780455,4.587573,9.868164,0.000000,0,14.830549,5.619290,4.269995,-3.904018,8.595143,0,0,23.979956,12.832669,7.140620,18.619139,11.035638,115.578644,0,81.353844,92.937134,104.899475,8.463129,15.374179,8.257469,8.505785,8.417041,7.941958,9.372483,7.777687,9.407549,9.577338,10.906517,9.624990,11.142239,10.639524,0,0.00095,0.00106,0.00084,0.00222,0.00528,0.00134,0.00083,0.00108,5.491364,5.390108,1.47920,0.10592,3.27720,8.505785
0.085,0.000000,0,0,0,7.358068,1.285442,-1.850555,11.807049,4.577083,9.134109,0.000000,0,14.839553,5.616776,4.271976,-3.186661,8.591116,0,0,23.296309,12.864300,7.115110,14.712149,11.072307,115.458916,0,82.107132,93.681633,105.701942,8.458463,15.382405,8.257508,8.494025,8.420824,7.936798,9.381536,7.783010,9.419587,9.582598,10.917809,9.647234,11.157207,10.665189,0,0.00093,0.00112,0.00085,0.00223,0.00532,0.00125,0.00083,0.00110,5.490888,5.388989,1.47890,0.10733,3.27760,8.494025
0.086,0.000000,0,0,0,7.360398,1.275281,-1.844312,11.833644,4.566594,8.400052,0.000000,0,14.848557,5.614263,4.273957,-2.469304,8.587089,0,0,22.612663,12.895931,7.089601,10.805159,11.108976,115.339195,0,82.860413,94.426125,106.504410,8.453797,15.390632,8.257548,8.482265,8.424608,7.931638,9.390590,7.788333,9.431626,9.587858,10.929102,9.669478,11.172174,10.690853,0,0.00092,0.00115,0.00085,0.00231,0.00523,0.00104,0.00083,0.00109,5.490413,5.389710,1.47695,0.10745,3.27768,8.482265
0.087,0.000000,0,0,0,7.362729,1.265121,-1.838068,11.860239,4.556104,7.665997,0.000000,0,14.857561,5.611749,4.275938,-1.751948,8.583061,0,0,21.929018,12.927562,7.064091,6.898168,11.145645,115.219467,0,83.613701,95.170616,107.306877,8.449131,15.398858,8.257587,8.470504,8.428391,7.926478,9.399643,7.793657,9.443665,9.593118,10.940394,9.691722,11.187142,10.716517,0,0.00087,0.00114,0.00078,0.00228,0.00418,0.00096,0.00082,0.00106,5.489937,5.390636,1.47874,0.10900,3.27769,8.470504
0.088,0.000000,1,0,0,7.359663,1.266695,-1.757661,11.872189,4.557206,6.948584,0.000000,0,14.864010,5.610744,4.279193,-0.817139,8.581682,0,0,21.458006,12.939429,6.726802,3.022303,11.126122,114.967667,0,84.691376,96.071617,108.065491,8.434030,15.399146,8.254498,8.463744,8.430975,7.923102,9.409305,7.805206,9.458858,9.604498,10.953900,9.722001,11.199808,10.740722,0,0.00086,0.00111,0.00078,0.00225,0.00391,0.00089,0.00077,0.00103,5.487607,5.392193,1.47754,0.11031,3.27739,8.463744
0.089,0.000000,0,0,0,7.356193,1.269152,-1.671671,11.883035,4.559181,6.232424,0.544320,1,14.870267,5.609854,4.282544,0.134037,8.580503,0,0,21.002998,12.949810,6.366047,-0.851219,11.102368,114.705917,0,85.793465,96.984398,108.820801,8.418141,15.398836,8.251174,8.457361,8.433468,7.919862,9.419013,7.817224,9.474289,9.616339,10.967572,9.752884,11.212301,10.764815,0,0.00084,0.00111,0.00082,0.00222,0.00384,0.00092,0.00076,0.00097,5.485138,5.393977,1.47894,0.10899,3.27712,8.457361
0.090,0.000000,0,0,0,7.352722,1.271610,-1.585681,11.893882,4.561155,5.516264,2.757003,1,14.876524,5.608963,4.285894,1.085213,8.579323,0,0,20.547993,12.960190,6.005291,-4.724741,11.078615,114.444168,0,86.895554,97.897171,109.576103,8.402254,15.398526,8.247849,8.450978,8.435960,7.916621,9.428721,7.829242,9.489719,9.628180,10.981244,9.783768,11.224793,10.788909,0,0.00085,0.00105,0.00079,0.00225,0.00331,0.00091,0.00076,0.00084,5.482669,5.396456,1.47687,0.10707,3.27704,8.450978
0.091,0.000000,0,0,0,7.349251,1.274068,-1.499692,11.904729,4.563130,4.800105,4.425864,1,14.882781,5.608073,4.289245,2.036389,8.578144,0,0,20.092985,12.970570,5.644536,-8.598263,11.054862,114.182426,0,87.997643,98.809952,110.331413,8.386366,15.398217,8.244524,8.444595,8.438453,7.913381,9.438429,7.841260,9.505150,9.640020,10.994916,9.814651,11.237286,10.813003,0,0.00090,0.00106,0.00079,0.00222,0.00316,0.00087,0.00075,0.00083,5.480200,5.399327,1.47889,0.10574,3.27697,8.444595
0.092,0.000000,0,0,0,7.351513,1.263580,-1.378066,9.398780,4.565175,4.107079,4.427891,1,14.886062,5.600575,4.289290,3.180931,8.581155,0,0,20.321796,12.985869,5.614470,-10.085165,11.030636,113.498108,0,89.421585,99.653740,110.544739,8.358333,15.396167,8.245724,8.433926,8.444337,7.904159,9.446210,7.852612,9.520621,9.651025,11.008290,9.841187,11.244352,10.843144,0,0.00088,0.00105,0.00080,0.00229,0.00313,0.00084,0.00075,0.00082,5.478590,5.403397,1.47824,0.10614,3.27689,8.433926
