"Time","v1 xCoM","47 R marks","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","m1 R marks","39 FRx (cm)","38 FLy (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","42a CoMy (cm)","42 CoMy (cm)","m2 L marks","48 L marks","37 FLx (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.541,,0,7.053305,0.320805,16.651270,4.358724,-11.138691,0,17.848730,6.175210,-3.005929,13.423027,31.783024,-2.707727,5.592425,0,0,18.228004,4.501012,7.139671,-11.080475,15.895016,111.814735,0,94.548088,48.575882,105.530945,8.000197,18.545237,7.871143,13.868603,8.288211,13.512905,9.054527,13.915580,8.346145,15.570321,9.865657,15.069300,10.444836,15.935149,0,-0.01917,-0.01321,-0.01833,0.00397,0.00877,-0.01221,0.00679,0.00433,0.00031,0.11723,3.27745
1.542,,0,7.052244,0.322020,16.653286,4.356941,-11.102987,0,17.837481,6.174115,-2.214985,13.418784,31.899393,-2.748306,5.589343,0,0,18.260044,4.497232,7.141287,-11.138818,15.883866,112.173553,0,94.694496,48.638565,105.560883,8.003903,18.542170,7.872025,13.870643,8.293139,13.518796,9.055237,13.923038,8.344675,15.576847,9.865395,15.079489,10.443616,15.947447,0,-0.01749,-0.01318,-0.02356,0.00076,0.01024,-0.01321,0.00632,0.00101,0.00008,0.11922,3.27722
1.543,,0,7.051184,0.323234,16.655300,4.355159,-11.067284,0,17.826229,6.173020,-1.424041,13.414541,32.015762,-2.788884,5.586261,0,0,18.292084,4.493453,7.142903,-11.197161,15.872718,112.532379,0,94.840897,48.701244,105.590813,8.007609,18.539104,7.872906,13.872682,8.298068,13.524687,9.055945,13.930497,8.343204,15.583373,9.865131,15.089679,10.442397,15.959744,0,-0.01700,-0.01245,-0.02417,0.00488,0.00882,-0.01312,0.00500,0.00293,0.00015,0.11945,3.27699
1.544,,1,7.051450,0.323700,16.660681,4.355565,-11.034348,1,17.815466,6.171016,-0.420475,13.413822,31.944433,-2.817135,5.583198,0,0,18.323654,4.487962,7.141679,-11.230742,15.861192,112.364471,0,94.750694,48.732941,105.559265,8.010242,18.533537,7.872746,13.870942,8.297837,13.522261,9.057342,13.930808,8.338897,15.581177,9.862757,15.093608,10.438210,15.969702,0,-0.01720,-0.01477,-0.02797,0.00519,0.00740,-0.01227,0.00369,0.00363,-0.00015,0.11464,3.27727
1.545,,0,7.051795,0.324122,16.666264,4.356100,-11.001575,0,17.804733,6.168958,0.595705,13.413312,31.861969,-2.844655,5.580135,0,0,18.355196,4.482369,7.140286,-11.262854,15.849645,112.165314,0,94.646454,48.762798,105.524071,8.012811,18.527822,7.872526,13.868979,8.297300,13.519341,9.058778,13.930696,8.334419,15.578463,9.860257,15.097166,10.433847,15.979520,0,-0.01910,-0.01385,-0.01758,-0.00031,0.01006,-0.01361,0.00786,0.00262,0.00008,0.11607,3.27758
1.546,,0,7.052140,0.324544,16.671844,4.356635,-10.968801,0,17.793999,6.166900,1.611885,13.412802,31.779507,-2.872175,5.577073,0,0,18.386740,4.476777,7.138894,-11.294966,15.838097,111.966164,0,94.542213,48.792656,105.488876,8.015380,18.522106,7.872305,13.867015,8.296764,13.516420,9.060214,13.930582,8.329943,15.575749,9.857757,15.100723,10.429485,15.989339,0,-0.01761,-0.01178,-0.02142,0.00336,0.00702,-0.01202,0.00194,0.00342,-0.00008,0.12120,3.27759
1.547,,0,7.052485,0.324966,16.677425,4.357171,-10.936028,0,17.783264,6.164842,2.628064,13.412292,31.697042,-2.899695,5.574011,0,0,18.418282,4.471184,7.137502,-11.327078,15.826549,111.767006,0,94.437973,48.822514,105.453682,8.017948,18.516392,7.872084,13.865050,8.296228,13.513500,9.061651,13.930470,8.325466,15.573035,9.855257,15.104281,10.425122,15.999157,0,-0.02072,-0.01208,-0.02449,0.00381,0.00784,-0.01318,0.00497,0.00290,0.00000,0.11983,3.27759
1.548,,0,7.053607,0.322289,16.682938,4.355250,-10.911819,0,17.772367,6.156640,3.785155,13.416492,31.439028,-2.918686,5.570687,0,0,18.448809,4.465576,7.136955,-11.341846,15.815348,112.087975,0,94.704338,49.198971,105.727295,8.018051,18.504482,7.872865,13.861729,8.299643,13.514543,9.056734,13.930408,8.322275,15.573744,9.854564,15.113462,10.424381,16.009729,0,-0.01686,-0.01395,-0.01625,0.00137,0.00931,-0.00821,0.00648,0.00284,-0.00008,0.11475,3.27788
1.549,,0,7.054775,0.319429,16.688446,4.353183,-10.888116,0,17.761459,6.148073,4.950604,13.420971,31.170599,-2.937171,5.567348,0,0,18.479275,4.459966,7.136458,-11.355584,15.804168,112.439796,0,94.992691,49.595989,106.019226,8.018007,18.492207,7.873704,13.858325,8.303292,13.515820,9.051440,13.930349,8.319160,15.574656,9.853977,15.122976,10.423855,16.020348,0,-0.01837,-0.01437,-0.02423,0.00519,0.00891,-0.01178,0.00420,0.00250,-0.00008,0.11871,3.27819
1.550,,0,7.055943,0.316569,16.693954,4.351117,-10.864413,0,17.750553,6.139506,6.116055,13.425451,30.902168,-2.955656,5.564008,0,0,18.509741,4.454356,7.135961,-11.369323,15.792987,112.791618,0,95.281044,49.993008,106.311150,8.017963,18.479931,7.874544,13.854922,8.306941,13.517096,9.046146,13.930291,8.316046,15.575567,9.853392,15.132491,10.423328,16.030966,0,-0.01691,-0.01324,-0.01849,0.00275,0.00830,-0.01266,0.00452,0.00235,-0.00008,0.12118,3.27805
1.551,,0,7.057111,0.313708,16.699463,4.349051,-10.840711,0,17.739645,6.130940,7.281504,13.429931,30.633739,-2.974141,5.560668,0,0,18.540207,4.448747,7.135464,-11.383061,15.781807,113.143440,0,95.569397,50.390030,106.603081,8.017920,18.467655,7.875384,13.851520,8.310591,13.518373,9.040853,13.930232,8.312931,15.576479,9.852805,15.142005,10.422802,16.041582,0,-0.01990,-0.01288,-0.02348,0.00320,0.00948,-0.01215,0.00710,0.00204,0.00008,0.11983,3.27790
1.552,,0,7.056632,0.314078,16.705282,4.349302,-10.812000,0,17.728704,6.133022,8.492558,13.439705,30.031527,-2.985949,5.557325,0,0,18.577015,4.446029,7.134677,-11.392866,15.770074,113.805656,0,95.149132,51.069408,107.185783,8.017137,18.450977,7.878159,13.856598,8.312048,13.526490,9.034184,13.926070,8.308285,15.573207,9.852429,15.155194,10.421606,16.054390,0,-0.01743,-0.01389,-0.02260,0.00229,0.00932,-0.01370,0.00471,0.00323,0.00015,0.11589,3.27767
1.553,,0,7.056056,0.314639,16.711121,4.349692,-10.782992,0,17.717762,6.135736,9.706317,13.449794,29.409512,-2.997360,5.553982,0,0,18.614197,4.443482,7.133873,-11.402438,15.758307,114.486290,0,94.686829,51.765537,107.785736,8.016311,18.434038,7.881049,13.862179,8.313375,13.535013,9.027434,13.921665,8.303548,15.569685,9.852066,15.168601,10.420370,16.067326,0,-0.01862,-0.01306,-0.02110,0.00412,0.00812,-0.01187,0.00261,0.00250,-0.00023,0.11768,3.27744
1.554,,0,7.055479,0.315200,16.716957,4.350081,-10.753984,0,17.706820,6.138450,10.920076,13.459882,28.787497,-3.008772,5.550638,0,0,18.651381,4.440936,7.133069,-11.412009,15.746542,115.166916,0,94.224525,52.461670,108.385689,8.015485,18.417099,7.883939,13.867761,8.314702,13.543536,9.020684,13.917260,8.298810,15.566164,9.851703,15.182008,10.419134,16.080263,0,-0.01871,-0.01230,-0.02219,0.00168,0.00853,-0.01331,0.00655,0.00339,0.00008,0.11996,3.27729
1.555,,0,7.054903,0.315761,16.722795,4.350471,-10.724977,0,17.695875,6.141164,12.133836,13.469971,28.165482,-3.020184,5.547295,0,0,18.688562,4.438389,7.132264,-11.421581,15.734776,115.847549,0,93.762215,53.157799,108.985634,8.014659,18.400158,7.886829,13.873342,8.316029,13.552060,9.013934,13.912855,8.294073,15.562643,9.851338,15.195415,10.417898,16.093199,0,-0.02092,-0.01181,-0.02124,0.00473,0.00771,-0.01407,0.00436,0.00320,0.00023,0.11959,3.27714
1.556,,0,7.053663,0.315809,16.729652,4.352029,-10.692949,0,17.685181,6.143176,13.302201,13.484755,27.307373,-3.016723,5.543952,0,0,18.713224,4.433720,7.132637,-11.435650,15.723596,130.168716,0,93.286026,53.429676,109.213921,8.013434,18.387609,7.901860,13.775034,8.327143,13.569037,9.014641,13.918147,8.293675,15.567451,9.852869,15.208669,10.417401,16.106071,0,-0.01839,-0.01370,-0.02065,0.00504,0.00949,-0.01392,0.00723,0.00323,-0.00015,0.11690,3.27757
1.557,,0,7.052384,0.315826,16.736572,4.353657,-10.660744,0,17.674500,6.145146,14.467875,13.499817,26.435257,-3.012379,5.540608,0,0,18.737143,4.428926,7.133079,-11.449985,15.712449,145.299072,0,92.809006,53.676384,109.420158,8.012188,18.375319,7.917611,13.670564,8.338838,13.586516,9.015789,13.924014,8.293536,15.572755,9.854512,15.221913,10.416948,16.118940,0,-0.01794,-0.01456,-0.02051,0.00305,0.00841,-0.01166,0.00974,0.00281,-0.00008,0.11607,3.27803
1.558,,0,7.051105,0.315843,16.743490,4.355285,-10.628537,0,17.663818,6.147116,15.633548,13.514879,25.563143,-3.008035,5.537265,0,0,18.761061,4.424131,7.133521,-11.464319,15.701303,160.429428,0,92.331993,53.923092,109.626396,8.010941,18.363029,7.933362,13.566092,8.350533,13.603995,9.016937,13.929882,8.293396,15.578058,9.856154,15.235159,10.416495,16.131807,0,-0.01878,-0.01266,-0.02097,0.00214,0.00937,-0.01364,0.00601,0.00192,0.00015,0.11881,3.27783
1.559,,0,7.049825,0.315860,16.750410,4.356913,-10.596331,0,17.653137,6.149086,16.799221,13.529943,24.691027,-3.003691,5.533922,0,0,18.784981,4.419336,7.133963,-11.478654,15.690156,175.559769,0,91.854973,54.169800,109.832634,8.009693,18.350740,7.949113,13.461622,8.362227,13.621475,9.018085,13.935749,8.293256,15.583362,9.857798,15.248404,10.416043,16.144676,0,-0.01855,-0.01215,-0.02217,0.00351,0.00810,-0.01135,0.00525,0.00650,0.00008,0.12115,3.27760
1.560,,0,7.051874,0.313965,16.756325,4.354861,-10.559566,0,17.642681,6.153410,17.869349,13.549283,23.843819,-2.983579,5.530632,0,0,18.806629,4.415041,7.110631,-11.504477,15.678930,176.627869,0,93.014450,54.057526,109.454971,8.011713,18.343927,7.962502,13.447839,8.376258,13.626780,9.021320,13.950956,8.298145,15.599292,9.861665,15.259706,10.419094,16.162052,0,-0.01794,-0.01398,-0.01752,0.00412,0.00854,-0.01096,0.00703,-0.00110,-0.00008,0.11713,3.27729
1.561,,0,7.054121,0.311956,16.762180,4.352592,-10.522532,0,17.632240,6.157875,18.933807,13.568878,22.998089,-2.962531,5.527344,0,0,18.828144,4.410776,7.085888,-11.530981,15.667700,176.861755,0,94.271011,53.923954,109.042671,8.013926,18.337439,7.975749,13.439436,8.390427,13.631362,9.024678,13.966718,8.303332,15.615853,9.865664,15.270892,10.422354,16.179697,0,-0.01831,-0.01382,-0.02208,0.00885,0.00859,-0.01196,0.00638,0.00629,0.00000,0.11440,3.27699
1.562,,0,7.056366,0.309947,16.768036,4.350322,-10.485497,0,17.621799,6.162340,19.998268,13.588473,22.152359,-2.941483,5.524056,0,0,18.849659,4.406511,7.061146,-11.557486,15.656470,177.095642,0,95.527565,53.790386,108.630371,8.016139,18.330950,7.988998,13.431033,8.404595,13.635945,9.028037,13.982479,8.308520,15.632414,9.869664,15.282079,10.425612,16.197340,0,-0.01846,-0.01239,-0.01736,0.01556,0.00568,-0.01404,0.00587,-0.00339,0.00000,0.12024,3.27720
1.563,,0,7.058613,0.307939,16.773891,4.348053,-10.448463,0,17.611359,6.166804,21.062727,13.608068,21.306629,-2.920435,5.520769,0,0,18.871174,4.402246,7.036403,-11.583990,15.645240,177.329529,0,96.784126,53.656815,108.218071,8.018352,18.324461,8.002246,13.422629,8.418764,13.640528,9.031396,13.998240,8.313707,15.648975,9.873664,15.293265,10.428872,16.214985,0,-0.01968,-0.01199,-0.02797,0.00671,0.00876,-0.01270,0.00734,0.01611,-0.00015,0.12077,3.27743
1.564,,0,7.056982,0.308772,16.776896,4.345306,-10.423320,0,17.600977,6.173287,22.028002,13.631188,20.536718,-2.883246,5.517792,0,0,18.890087,4.397979,7.024873,-11.591007,15.633321,174.891373,0,96.461784,53.573505,107.920822,8.020000,18.312778,8.007951,13.410635,8.417394,13.658532,9.036965,14.014908,8.320470,15.666159,9.879641,15.307056,10.431967,16.230253,0,-0.01994,-0.01190,-0.00740,-0.01251,0.00699,-0.01465,0.00771,-0.04749,0.00008,0.11734,3.27707
1.565,,0,7.055120,0.309774,16.779730,4.342532,-10.398882,0,17.590601,6.179890,22.987394,13.654518,19.771305,-2.845099,5.514834,0,0,18.908846,4.393713,7.014128,-11.596868,15.621361,172.294708,0,96.045784,53.493179,107.630394,8.021614,18.300785,8.013207,13.398427,8.415102,13.677333,9.042665,14.031629,8.327326,15.683379,9.885736,15.321003,10.435052,16.245382,0,-0.01721,-0.01495,-0.02150,0.06577,0.00987,-0.00714,0.00278,0.02402,0.00008,0.11561,3.27669
1.566,,0,7.053258,0.310776,16.782564,4.339757,-10.374444,0,17.580223,6.186493,23.946785,13.677848,19.005892,-2.806952,5.511876,0,0,18.927605,4.389446,7.003382,-11.602729,15.609401,169.698059,0,95.629784,53.412849,107.339966,8.023228,18.288794,8.018465,13.386219,8.412810,13.696134,9.048367,14.048348,8.334182,15.700601,9.891829,15.334949,10.438138,16.260509,0,-0.01953,-0.01288,-0.02170,-0.02960,0.00856,-0.01382,0.00694,-0.00906,-0.00015,0.11823,3.27704
1.567,,0,7.051397,0.311777,16.785398,4.336983,-10.350006,0,17.569847,6.193096,24.906176,13.701178,18.240480,-2.768805,5.508917,0,0,18.946362,4.385180,6.992636,-11.608590,15.597441,167.101395,0,95.213776,53.332523,107.049538,8.024842,18.276800,8.023722,13.374011,8.410519,13.714934,9.054067,14.065069,8.341038,15.717821,9.897923,15.348894,10.441223,16.275639,0,-0.01917,-0.01373,-0.02682,0.00259,0.00867,-0.01688,0.00581,0.00851,0.00015,0.11913,3.27742
1.568,,0,7.051650,0.311482,16.791601,4.337965,-10.335312,0,17.559618,6.205714,25.793621,13.728053,17.763115,-2.718973,5.506188,0,0,18.963514,4.371867,7.026855,-11.569231,15.585451,168.257416,0,96.875496,53.528332,106.911491,8.022429,18.262373,8.030060,13.368508,8.409281,13.706529,9.054756,14.080136,8.348499,15.735742,9.905139,15.365780,10.447731,16.295048,0,-0.01869,-0.01318,-0.01570,-0.00443,0.00839,-0.01135,0.00732,0.00446,0.00015,0.11752,3.27751
1.569,,0,7.052029,0.311111,16.798006,4.339169,-10.321196,0,17.549398,6.218689,26.676798,13.755138,17.302837,-2.668448,5.503471,0,0,18.980572,4.358017,7.063740,-11.527190,15.573459,169.636063,0,98.660461,53.740520,106.782486,8.019776,18.247803,8.036462,13.363403,8.408106,13.696508,9.055149,14.095106,8.355997,15.753704,9.912421,15.382839,10.454442,16.314711,0,-0.01808,-0.01331,-0.02625,0.00397,0.00932,-0.01443,0.00446,0.00211,-0.00008,0.11436,3.27758
1.570,,0,7.052407,0.310739,16.804409,4.340374,-10.307079,0,17.539177,6.231665,27.559975,13.782224,16.842562,-2.617923,5.500755,0,0,18.997627,4.344168,7.100626,-11.485149,15.561467,171.014709,0,100.445427,53.952705,106.653488,8.017124,18.233231,8.042863,13.358298,8.406932,13.686489,9.055541,14.110075,8.363495,15.771667,9.919703,15.399899,10.461153,16.334373,0,-0.01819,-0.01282,-0.01155,0.00336,0.00568,-0.01038,0.00494,0.00314,0.00000,0.11452,3.27737
1.571,,0,7.052786,0.310367,16.810814,4.341578,-10.292963,0,17.528957,6.244640,28.443151,13.809310,16.382284,-2.567399,5.498039,0,0,19.014685,4.330319,7.137512,-11.443109,15.549475,172.393356,0,102.230392,54.164894,106.524483,8.014472,18.218660,8.049265,13.353193,8.405757,13.676469,9.055934,14.125045,8.370993,15.789629,9.926986,15.416959,10.467864,16.354036,0,-0.01938,-0.01178,-0.02855,-0.00061,0.00824,-0.01035,0.00381,0.01828,0.00023,0.11717,3.27714
1.572,,0,7.051836,0.314052,16.817259,4.342630,-10.280675,0,17.518797,6.260438,29.237633,13.839438,16.001596,-2.506680,5.495650,0,0,19.029949,4.300946,7.137013,-11.332403,15.538030,167.316467,0,104.729256,53.477684,105.665405,8.013825,18.209927,8.046258,13.375923,8.399533,13.645124,9.070562,14.161934,8.386331,15.826814,9.937191,15.434947,10.474751,16.371803,0,-0.01997,-0.01263,-0.02539,-0.00412,0.01012,-0.01465,0.00703,-0.00882,0.00000,0.11955,3.27742
1.573,,0,7.050808,0.317977,16.823708,4.343673,-10.268497,0,17.508640,6.276404,30.026854,13.869748,15.625629,-2.445357,5.493281,0,0,19.045107,4.270651,7.134296,-11.217624,15.526617,161.856598,0,107.270470,52.737122,104.763023,8.013298,18.201540,8.042693,13.400305,8.393010,13.612514,9.086036,14.200124,8.402133,15.865139,9.947569,15.452991,10.481649,16.389458,0,-0.01682,-0.01440,-0.02026,0.00427,0.00951,-0.01279,0.00517,0.00000,-0.00008,0.11599,3.27773
1.574,,0,7.049779,0.321902,16.830154,4.344717,-10.256317,0,17.498484,6.292370,30.816074,13.900057,15.249663,-2.384034,5.490912,0,0,19.060265,4.240356,7.131579,-11.102845,15.515203,156.396744,0,109.811684,51.996555,103.860634,8.012772,18.193151,8.039128,13.424686,8.386486,13.579904,9.101509,14.238313,8.417936,15.903463,9.957947,15.471033,10.488547,16.407112,0,-0.01778,-0.01340,-0.02344,0.05600,0.00865,-0.01154,0.00645,0.00369,0.00031,0.11087,3.27737
1.575,,0,7.048751,0.325828,16.836603,4.345759,-10.244138,0,17.488327,6.308335,31.605293,13.930367,14.873697,-2.322711,5.488544,0,0,19.075422,4.210062,7.128862,-10.988067,15.503791,150.936890,0,112.352890,51.255993,102.958252,8.012244,18.184765,8.035563,13.449068,8.379963,13.547294,9.116982,14.276503,8.433739,15.941789,9.968326,15.489077,10.495445,16.424768,0,-0.01817,-0.01288,-0.02286,-0.02457,0.00778,-0.01398,0.00699,0.00287,0.00023,0.11510,3.27699
1.576,,0,7.050200,0.326261,16.845058,4.346301,-10.221203,0,17.477831,6.322291,32.294701,13.963595,14.581212,-2.244184,5.486287,0,0,19.089169,4.189181,7.127112,-10.800727,15.492750,143.054932,0,111.600693,50.967445,102.675850,8.012995,18.174686,8.029485,13.494451,8.378408,13.538763,9.148643,14.292870,8.450215,15.951576,9.986640,15.505259,10.505249,16.445744,0,-0.01909,-0.01294,-0.01537,0.00198,0.00795,-0.01263,0.00465,0.00345,-0.00008,0.11706,3.27683
1.577,,0,7.051795,0.326486,16.853636,4.346813,-10.197629,0,17.467316,6.336128,32.978188,13.996997,14.293679,-2.164636,5.484037,0,0,19.102829,4.168858,7.125421,-10.609083,15.481731,135.029297,0,110.653122,50.705711,102.430229,8.013821,18.164505,8.023256,13.541079,8.377149,13.531661,9.181265,14.307942,8.466731,15.959672,10.005426,15.521331,10.515225,16.466917,0,-0.01732,-0.01447,-0.01962,0.00168,0.00787,-0.01227,0.00545,0.00192,0.00015,0.11638,3.27668
1.578,,0,7.053391,0.326712,16.862211,4.347324,-10.174055,0,17.456800,6.349966,33.661674,14.030398,14.006146,-2.085089,5.481788,0,0,19.116491,4.148535,7.123729,-10.417439,15.470713,127.003662,0,109.705551,50.443981,102.184608,8.014647,18.154325,8.017028,13.587706,8.375890,13.524558,9.213886,14.323015,8.483248,15.967767,10.024212,15.537402,10.525202,16.488091,0,-0.01767,-0.01315,-0.02087,0.00427,0.00870,-0.01215,0.00562,0.00153,0.00015,0.11377,3.27682
1.579,,0,7.054986,0.326938,16.870787,4.347836,-10.150481,0,17.446285,6.363802,34.345158,14.063801,13.718614,-2.005542,5.479538,0,0,19.130154,4.128212,7.122037,-10.225796,15.459694,118.978020,0,108.757980,50.182247,101.938988,8.015472,18.144146,8.010799,13.634334,8.374630,13.517456,9.246507,14.338088,8.499763,15.975863,10.042998,15.553474,10.535178,16.509262,0,-0.01895,-0.01282,-0.01839,0.00259,0.00946,-0.01144,0.00343,0.00327,-0.00023,0.11077,3.27697
1.580,,0,7.053616,0.324826,16.875721,4.348413,-10.111566,0,17.436115,6.366452,34.913326,14.100286,13.461934,-1.907119,5.477545,0,0,19.143454,4.070613,7.115825,-9.973548,15.449743,128.120514,0,106.478867,56.686607,105.052795,8.012913,18.127739,8.013668,13.672976,8.374823,13.579213,9.146782,14.243745,8.501397,15.912978,10.057859,15.576435,10.546196,16.524925,0,-0.01930,-0.01236,-0.02168,0.00351,0.00784,-0.01358,0.00610,0.00226,0.00023,0.11119,3.27727
1.581,,0,7.052070,0.322576,16.880438,4.348993,-10.071740,0,17.425964,6.368438,35.474655,14.136954,13.207084,-1.807577,5.475568,0,0,19.156733,4.010803,7.109344,-9.717706,15.439857,138.281433,0,104.120766,63.592342,108.365883,8.010153,18.110964,8.017077,13.711145,8.375101,13.645056,9.039206,14.142911,8.502148,15.845883,10.072487,15.599803,10.557275,16.540262,0,-0.01802,-0.01398,-0.02177,-0.01114,0.00873,-0.01321,0.00516,-0.00391,0.00031,0.11369,3.27758
1.582,,0,7.050523,0.320326,16.885155,4.349574,-10.031914,0,17.415815,6.370423,36.035980,14.173623,12.952234,-1.708035,5.473591,0,0,19.170012,3.950992,7.102864,-9.461863,15.429970,148.442368,0,101.762665,70.498077,111.678978,8.007392,18.094189,8.020486,13.749314,8.375380,13.710897,8.931629,14.042076,8.502898,15.778789,10.087115,15.623172,10.568355,16.555597,0,-0.01764,-0.01474,-0.02873,-0.02533,0.00717,-0.01056,0.00609,-0.00278,-0.00008,0.11707,3.27759
1.583,,0,7.048977,0.318076,16.889872,4.350155,-9.992088,0,17.405666,6.372409,36.597309,14.210292,12.697385,-1.608492,5.471613,0,0,19.183290,3.891181,7.096383,-9.206019,15.420083,158.603302,0,99.404564,77.403816,114.992073,8.004631,18.077414,8.023895,13.787484,8.375659,13.776740,8.824053,13.941242,8.503649,15.711694,10.101743,15.646541,10.579433,16.570934,0,-0.01857,-0.01358,-0.00850,0.00031,0.00980,-0.01300,0.00478,0.00671,-0.00008,0.11482,3.27759
1.584,,0,7.048971,0.320577,16.898848,4.351735,-9.948473,0,17.395857,6.388800,37.062157,14.248050,12.431525,-1.493486,5.470298,0,0,19.195686,3.828707,7.090608,-8.903353,15.411253,149.313278,0,96.992081,70.896034,111.859863,8.003636,18.066950,8.022881,13.931917,8.384388,13.852691,8.950238,14.076284,8.529634,15.814920,10.113619,15.663122,10.590211,16.584625,0,-0.01860,-0.01370,-0.03061,0.00275,0.00856,-0.01343,0.00581,0.00430,0.00000,0.11034,3.27788
1.585,,0,7.049056,0.323359,16.908073,4.353374,-9.904634,0,17.386068,6.406046,37.521282,14.285872,12.165013,-1.377563,5.469023,0,0,19.208029,3.766074,7.084875,-8.597909,15.402486,138.869385,0,94.576378,63.592533,108.345314,8.002746,18.056860,8.021605,14.082654,8.393619,13.929241,9.090290,14.225320,8.557115,15.928252,10.125332,15.679301,10.600969,16.598217,0,-0.01910,-0.01422,-0.01074,0.00519,0.01027,-0.01385,0.00604,0.00162,0.00008,0.11233,3.27819
1.586,,0,7.049141,0.326142,16.917301,4.355013,-9.860795,0,17.376280,6.423292,37.980404,14.323694,11.898501,-1.261639,5.467747,0,0,19.220371,3.703442,7.079142,-8.292465,15.393720,128.425476,0,92.160675,56.289036,104.830757,8.001855,18.046772,8.020328,14.233391,8.402850,14.005792,9.230343,14.374354,8.584597,16.041582,10.137045,15.695481,10.611729,16.611811,0,-0.01892,-0.01279,-0.03117,0.00198,0.01079,-0.01172,0.00488,0.00363,0.00000,0.11478,3.27798
1.587,,0,7.049226,0.328924,16.926527,4.356652,-9.816956,0,17.366491,6.440537,38.439529,14.361517,11.631989,-1.145715,5.466471,0,0,19.232716,3.640809,7.073408,-7.987021,15.384953,117.981583,0,89.744965,48.985538,101.316208,8.000964,18.036682,8.019052,14.384129,8.412081,14.082342,9.370395,14.523390,8.612078,16.154915,10.148758,15.711660,10.622487,16.625404,0,-0.01854,-0.01306,-0.01990,0.00305,0.00916,-0.01221,0.00552,0.00244,0.00000,0.11548,3.27775
