"Time","v3 L COP","67 LDS cle","65 L mark","64 R mark","37a CoMy (cm)","v2 R COP","37 CoMy (cm)","v1 xCoM","32 FLx (cm)","27 HLx (cm)","66 RDS cle","34 FRx (cm)","33 FLy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
1.460,0.000000,0,0,0,-1.931967,0.000000,3.744139,3.661279,13.515549,7.658412,0,12.112054,3.755395,2.975744,9.447392,4.719616,1.40553,0.09885,3.27682
1.461,0.000000,0,0,0,-1.980826,0.000000,3.742222,3.657412,13.501588,7.659501,0,12.163969,3.754106,2.973663,9.435468,4.728291,1.39333,0.12154,3.27678
1.462,0.000000,0,0,0,-2.033954,0.000000,3.740233,3.653332,13.487353,7.658925,0,12.216100,3.753080,2.971111,9.423965,4.739114,1.38990,0.09060,3.27663
1.463,0.000000,0,0,0,-2.087081,0.000000,3.738245,3.649116,13.473120,7.658349,0,12.268230,3.752053,2.968560,9.412460,4.749937,1.37794,0.07853,3.27654
1.464,0.000000,0,0,0,-2.140209,0.000000,3.736256,3.644695,13.458885,7.657773,0,12.320361,3.751028,2.966008,9.400957,4.760759,1.36896,0.11576,3.27662
1.465,0.000000,0,0,0,-2.198853,0.000000,3.734274,3.640181,13.444903,7.656349,0,12.372061,3.749688,2.963724,9.389675,4.770906,1.35708,0.10201,3.27691
1.466,0.000000,0,0,0,-2.269440,0.000000,3.732307,3.635526,13.431469,7.653089,0,12.422830,3.747669,2.962020,9.378876,4.779589,1.34470,0.09034,3.27767
1.467,0.000000,0,0,0,-2.340027,0.000000,3.730339,3.630625,13.418035,7.649828,0,12.473598,3.745651,2.960315,9.368075,4.788271,1.32524,0.08730,3.27808
1.468,0.000000,0,0,0,-2.410614,0.000000,3.728372,3.625349,13.404600,7.646567,0,12.524366,3.743632,2.958610,9.357276,4.796954,1.30999,0.12240,3.27770
1.469,0.000000,0,0,0,-2.488048,0.000000,3.726193,3.619682,13.391163,7.662370,0,12.573613,3.741726,2.957067,9.346418,4.808796,1.30018,0.10636,3.27741
1.470,0.000000,0,0,0,-2.580302,0.000000,3.723557,3.613420,13.377722,7.719435,0,12.619568,3.740066,2.955874,9.335438,4.827477,1.28588,0.10061,3.27734
1.471,0.000000,0,0,0,-2.672556,0.000000,3.720920,3.606919,13.364281,7.776501,0,12.665524,3.738405,2.954681,9.324457,4.846159,1.27325,0.11895,3.27724
1.472,0.000000,0,0,0,-2.764811,0.000000,3.718283,3.600051,13.350840,7.833567,0,12.711478,3.736745,2.953489,9.313477,4.864840,1.26138,0.10788,3.27708
1.473,0.000000,0,0,0,-2.855180,0.000000,3.715484,3.593153,13.337502,7.890509,0,12.756410,3.735152,2.952564,9.302593,4.883312,1.24720,0.09048,3.27702
1.474,0.000000,0,0,0,-2.941467,0.000000,3.712334,3.586209,13.324389,7.947181,0,12.799127,3.733705,2.952221,9.291921,4.901335,1.21606,0.07687,3.27718
1.475,0.000000,0,0,0,-3.027755,0.000000,3.709184,3.579337,13.311277,8.003854,0,12.841843,3.732259,2.951878,9.281248,4.919357,1.20190,0.10948,3.27731
1.476,0.000000,0,0,0,-3.114043,0.000000,3.706034,3.572574,13.298164,8.060527,0,12.884560,3.730812,2.951535,9.270576,4.937379,1.18568,0.10510,3.27738
1.477,0.000000,0,0,0,-3.190063,0.000000,3.702763,3.565978,13.285045,8.095870,0,12.926639,3.729619,2.951017,9.259943,4.952522,1.17106,0.09097,3.27716
1.478,0.000000,0,0,0,-3.243860,0.000000,3.699230,3.559637,13.271910,8.085047,0,12.967339,3.728975,2.950122,9.249394,4.961431,1.15535,0.09093,3.27624
1.479,0.000000,0,0,0,-3.297657,0.000000,3.695696,3.553665,13.258775,8.074223,0,13.008038,3.728332,2.949227,9.238846,4.970340,1.14003,0.11631,3.27586
1.480,0.000000,0,0,0,-3.351454,0.000000,3.692163,3.548254,13.245640,8.063398,0,13.048738,3.727688,2.948332,9.228297,4.979249,1.11980,0.11242,3.27670
1.481,0.000000,0,0,0,-3.386206,0.000000,3.688613,3.543396,13.232673,8.052006,0,13.088737,3.726923,2.947341,9.217825,4.987648,1.08678,0.08103,3.27731
1.482,0.000000,0,0,0,-3.379735,0.000000,3.685028,3.539378,13.220071,8.039383,0,13.127219,3.725899,2.946141,9.207520,4.994941,1.06937,0.08078,3.27738
1.483,0.000000,0,0,0,-3.373265,0.000000,3.681444,3.535882,13.207468,8.026760,0,13.165702,3.724875,2.944942,9.197214,5.002234,1.05048,0.11243,3.27739
1.484,0.000000,0,0,0,-3.366794,0.000000,3.677859,3.533179,13.194866,8.014137,0,13.204185,3.723851,2.943742,9.186909,5.009528,1.03276,0.10448,3.27724
1.485,0.000000,0,0,0,-3.343236,0.000000,3.674264,3.530918,13.182450,8.002223,0,13.241408,3.722849,2.942453,9.176636,5.015981,1.01490,0.09806,3.27713
1.486,0.000000,0,0,0,-3.282692,0.000000,3.670648,3.529330,13.170439,7.991842,0,13.275905,3.721896,2.940970,9.166430,5.020614,0.99387,0.09709,3.27713
1.487,0.000000,0,0,0,-3.222149,0.000000,3.667032,3.528156,13.158426,7.981461,0,13.310402,3.720943,2.939487,9.156226,5.025247,0.97528,0.11730,3.27701
1.488,0.000000,0,0,0,-3.161606,0.000000,3.663416,3.527615,13.146415,7.971079,0,13.344899,3.719990,2.938004,9.146021,5.029880,0.93574,0.09337,3.27663
1.489,0.000000,0,0,0,-3.089705,0.000000,3.659951,3.527476,13.134523,7.962785,0,13.377872,3.718862,2.936296,9.135823,5.033735,0.91172,0.09192,3.27641
1.490,0.000000,0,0,0,-2.993223,0.000000,3.656816,3.527951,13.122890,7.959010,0,13.407542,3.717355,2.934099,9.125643,5.035909,0.89418,0.10629,3.27657
1.491,0.000000,0,0,0,-2.896740,0.000000,3.653681,3.528809,13.111259,7.955234,0,13.437214,3.715849,2.931902,9.115461,5.038082,0.87277,0.09608,3.27677
1.492,0.000000,0,0,0,-2.800258,0.000000,3.650545,3.530252,13.099626,7.951459,0,13.466885,3.714343,2.929705,9.105280,5.040256,0.85248,0.07819,3.27707
1.493,0.000000,0,0,0,-2.698552,0.000000,3.647687,3.532037,13.088167,7.951603,0,13.494665,3.713070,2.927340,9.095132,5.042062,0.83134,0.08666,3.27705
1.494,0.000000,0,0,0,-2.585542,0.000000,3.645429,3.534342,13.077084,7.960231,0,13.518353,3.712301,2.924613,9.085056,5.043075,0.81235,0.12808,3.27629
1.495,0.000000,0,0,0,-2.472532,0.000000,3.643171,3.536851,13.066001,7.968860,0,13.542041,3.711531,2.921886,9.074981,5.044087,0.76771,0.11427,3.27594
1.496,0.000000,0,0,0,-2.359521,0.000000,3.640913,3.539671,13.054917,7.977488,0,13.565728,3.710762,2.919158,9.064905,5.045100,0.74180,0.10064,3.27655
1.497,0.000000,0,0,0,-2.245643,0.000000,3.638747,3.542551,13.043900,7.992110,0,13.588042,3.709924,2.916499,9.054469,5.046196,0.72086,0.10977,3.27688
1.498,0.000000,0,0,0,-2.129886,0.000000,3.636778,3.545521,13.033023,8.019706,0,13.607380,3.708935,2.913989,9.043254,5.047473,0.69753,0.11182,3.27658
1.499,0.000000,0,0,0,-2.014128,0.000000,3.634809,3.548506,13.022147,8.047301,0,13.626718,3.707947,2.911478,9.032040,5.048751,0.67522,0.09193,3.27646
1.500,0.000000,0,0,0,-1.898371,0.000000,3.632840,3.551512,13.011271,8.074897,0,13.646055,3.706958,2.908967,9.020824,5.050028,0.65219,0.07921,3.27677
1.501,0.000000,0,0,0,-1.781518,0.000000,3.630901,3.554537,13.000254,8.139817,0,13.664856,3.706095,2.906343,9.009216,5.040380,0.62618,0.11057,3.27698
1.502,0.000000,0,0,0,-1.662293,0.000000,3.629024,3.557590,12.988934,8.285528,0,13.682492,3.705504,2.903474,8.996756,5.007082,0.58301,0.10072,3.27698
1.503,0.000000,0,0,0,-1.543067,0.000000,3.627148,3.560773,12.977613,8.431240,0,13.700129,3.704913,2.900606,8.984295,4.973783,0.55881,0.09691,3.27705
1.504,0.000000,0,0,0,-1.423842,0.000000,3.625271,3.564154,12.966293,8.576952,0,13.717765,3.704322,2.897737,8.971834,4.940485,0.53372,0.09550,3.27728
1.505,0.000000,0,0,0,-1.302020,0.000000,3.623651,3.567785,12.955071,8.672313,0,13.734784,3.703465,2.894564,8.959114,4.915005,0.51068,0.12129,3.27732
1.506,0.000000,0,0,0,-1.174578,0.000000,3.622584,3.571797,12.944060,8.658686,0,13.750468,3.702030,2.890731,8.945833,4.906450,0.48481,0.09529,3.27694
1.507,0.000000,0,0,0,-1.047136,0.000000,3.621518,3.576088,12.933050,8.645060,0,13.766152,3.700596,2.886899,8.932551,4.897895,0.45880,0.08235,3.27674
1.508,0.000000,0,0,0,-0.919693,0.000000,3.620451,3.580805,12.922039,8.631433,0,13.781837,3.699161,2.883066,8.919271,4.889340,0.43260,0.11346,3.27697
1.509,0.000000,0,0,0,-0.787140,0.000000,3.619561,3.585788,12.911003,8.610067,0,13.796437,3.697839,2.879197,8.905835,4.897846,0.38364,0.10723,3.27725
1.510,0.000000,0,0,0,-0.643522,0.000000,3.619050,3.591177,12.899913,8.571951,0,13.808694,3.696762,2.875249,8.892068,4.943281,0.36252,0.10394,3.27763
1.511,0.000000,0,0,0,-0.499905,0.000000,3.618540,3.596752,12.888823,8.533834,0,13.820950,3.695684,2.871301,8.878301,4.988716,0.33447,0.08996,3.27771
1.512,0.000000,0,0,0,-0.356288,0.000000,3.618030,3.602609,12.877732,8.495717,0,13.833206,3.694606,2.867353,8.864533,5.034152,0.31265,0.11755,3.27710
1.513,0.000000,0,0,0,-0.211953,0.000000,3.617661,3.608562,12.866690,8.492144,0,13.844357,3.693554,2.863610,8.850699,5.064944,0.28191,0.10192,3.27674
1.514,0.000000,0,0,0,-0.066064,0.000000,3.617599,3.614662,12.855750,8.563341,0,13.853119,3.692560,2.860310,8.836720,5.064041,0.25999,0.08836,3.27697
1.515,0.000000,0,0,0,0.079825,0.000000,3.617536,3.620826,12.844810,8.634539,0,13.861880,3.691566,2.857011,8.822741,5.063137,0.20903,0.07891,3.27720
1.516,0.000000,0,0,0,0.225713,0.000000,3.617473,3.627086,12.833871,8.705735,0,13.870642,3.690573,2.853712,8.808762,5.062233,0.18207,0.10800,3.27743
1.517,0.000000,0,0,0,0.368386,0.000000,3.617616,3.633391,12.822744,8.775410,0,13.878442,3.689581,2.850227,8.794480,5.061823,0.15807,0.12037,3.27745
1.518,0.000000,0,0,0,0.504097,0.000000,3.618203,3.639763,12.811214,8.841787,0,13.884159,3.688593,2.846342,8.779543,5.062482,0.13196,0.10204,3.27699
1.519,0.000000,0,0,0,0.639808,0.000000,3.618789,3.646156,12.799684,8.908165,0,13.889877,3.687606,2.842456,8.764606,5.063140,0.10861,0.08519,3.27677
1.520,0.000000,0,0,0,0.775519,0.000000,3.619376,3.652579,12.788153,8.974542,0,13.895596,3.686619,2.838570,8.749669,5.063799,0.07830,0.10743,3.27707
1.521,0.000000,0,0,0,0.902054,0.000000,3.620238,3.658968,12.776689,9.040582,0,13.900450,3.685684,2.834688,8.734592,5.064255,0.04477,0.11278,3.27735
1.522,0.000000,0,0,0,1.008728,0.000000,3.621696,3.665303,12.765370,9.105892,0,13.903434,3.684860,2.830813,8.719212,5.064274,0.00353,0.08505,3.27758
1.523,0.000000,0,0,0,1.115402,0.000000,3.623154,3.671412,12.754051,9.171202,0,13.906418,3.684036,2.826939,8.703831,5.064292,-0.02216,0.08239,3.27769
1.524,0.000000,0,0,0,1.222075,0.000000,3.624611,3.677178,12.742732,9.236511,0,13.909403,3.683212,2.823064,8.688450,5.064311,-0.05045,0.10402,3.27754
1.525,0.000000,0,0,0,1.315996,0.000000,3.626084,3.682548,12.731189,9.299663,0,13.911455,3.682378,2.819596,8.673070,5.065149,-0.07662,0.11247,3.27739
1.526,0.000000,0,0,0,1.382312,0.000000,3.627589,3.687313,12.719160,9.358143,0,13.911492,3.681524,2.817008,8.657692,5.067763,-0.10176,0.09571,3.27724
1.527,0.000000,0,0,0,1.448629,0.000000,3.629094,3.691770,12.707131,9.416623,0,13.911530,3.680670,2.814420,8.642313,5.070377,-0.12534,0.09563,3.27734
1.528,0.000000,0,0,1,1.514945,0.000000,3.630599,3.695757,12.695102,9.475103,0,13.911566,3.679815,2.811832,8.626934,5.072991,-0.17744,0.11999,3.27803
1.529,0.000000,0,0,0,1.569481,0.580540,3.632232,3.699556,12.683122,9.529219,1,13.911234,3.678787,2.809423,8.611420,5.075746,-0.21481,0.09862,3.27834
1.530,0.000000,0,0,0,1.598516,2.046551,3.634145,3.703068,12.671246,9.573886,1,13.910102,3.677381,2.807402,8.595610,5.078804,-0.22886,0.08071,3.27781
1.531,0.000000,0,0,0,1.627550,2.933170,3.636057,3.706319,12.659369,9.618553,1,13.908969,3.675975,2.805381,8.579801,5.081861,-0.25625,0.07503,3.27737
1.532,0.000000,0,0,0,1.656585,2.936070,3.637969,3.709173,12.647493,9.663220,1,13.907837,3.674569,2.803360,8.563992,5.084919,-0.28121,0.11643,3.27714
1.533,0.000000,0,0,0,1.676796,2.938508,3.639820,3.711691,12.635439,9.702450,1,13.905762,3.673068,2.801251,8.548263,5.086159,-0.30571,0.10158,3.27695
1.534,0.000000,0,0,0,1.677906,2.940241,3.641537,3.713699,12.622999,9.729906,1,13.901647,3.671361,2.798950,8.532709,5.083463,-0.35765,0.09354,3.27688
1.535,0.000000,0,0,0,1.679016,2.941599,3.643254,3.715528,12.610559,9.757362,1,13.897531,3.669654,2.796650,8.517156,5.080766,-0.38176,0.11178,3.27678
1.536,0.000000,0,0,0,1.680126,2.942383,3.644971,3.717085,12.598120,9.784819,1,13.893415,3.667948,2.794349,8.501602,5.078069,-0.40178,0.11286,3.27663
1.537,0.000000,0,0,0,1.681387,2.942917,3.646631,3.718648,12.585641,9.776011,1,13.888246,3.666280,2.792104,8.486185,5.086330,-0.43036,0.09069,3.27654
1.538,0.000000,0,0,0,1.682973,2.943068,3.648167,3.720219,12.573079,9.688710,1,13.880795,3.664696,2.789976,8.471061,5.118310,-0.45673,0.07711,3.27662
1.539,0.000000,0,0,0,1.684558,2.942962,3.649702,3.721815,12.560516,9.601410,1,13.873343,3.663112,2.787849,8.455936,5.150290,-0.47993,0.09864,3.27672
1.540,0.000000,0,0,0,1.686144,2.942463,3.651238,3.723445,12.547954,9.514109,1,13.865892,3.661529,2.785722,8.440812,5.182271,-0.53143,0.09570,3.27687
1.541,0.000000,0,0,0,1.686854,2.941690,3.652822,3.725076,12.535322,9.457799,1,13.857509,3.660063,2.783611,8.425806,5.203094,-0.55385,0.09299,3.27698
1.542,0.000000,0,0,0,1.685668,2.940499,3.654513,3.726708,12.522541,9.468570,1,13.847104,3.658853,2.781533,8.411057,5.199769,-0.57689,0.09337,3.27698
1.543,0.000000,0,0,0,1.684482,2.939133,3.656203,3.728345,12.509759,9.479340,1,13.836700,3.657643,2.779455,8.396309,5.196445,-0.59855,0.11834,3.27693
1.544,0.000000,0,0,0,1.683296,2.937501,3.657893,3.729991,12.496978,9.490110,1,13.826297,3.656432,2.777377,8.381560,5.193120,-0.62510,0.10028,3.27678
1.545,0.000000,0,0,0,1.682427,2.935795,3.659587,3.731654,12.484221,9.508436,1,13.815244,3.655320,2.775442,8.366945,5.172538,-0.65193,0.08162,3.27679
1.546,0.000000,0,0,0,1.682242,2.933976,3.661290,3.733340,12.471515,9.543116,1,13.802787,3.654419,2.773814,8.352619,5.114604,-0.69548,0.11755,3.27717
1.547,0.000000,0,0,0,1.682057,2.932030,3.662992,3.735033,12.458808,9.577796,1,13.790330,3.653519,2.772187,8.338293,5.056671,-0.71830,0.10303,3.27732
1.548,0.000000,0,0,0,1.681872,2.929891,3.664694,3.736733,12.446102,9.612475,1,13.777873,3.652618,2.770559,8.323967,4.998738,-0.73480,0.08332,3.27694
1.549,0.000000,0,0,0,1.678724,2.927582,3.666433,3.738404,12.433712,9.633551,1,13.765437,3.651869,2.768876,8.309708,4.957897,-0.76219,0.07764,3.27681
1.550,0.000000,0,0,0,1.669162,2.925011,3.668251,3.740028,12.422006,9.625178,1,13.753049,3.651448,2.767073,8.295592,4.954056,-0.78530,0.11833,3.27727
1.551,0.000000,0,0,0,1.659600,2.922455,3.670069,3.741494,12.410299,9.616805,1,13.740661,3.651026,2.765270,8.281477,4.950214,-0.80699,0.11506,3.27745
1.552,0.000000,0,0,0,1.650039,2.919920,3.671886,3.742719,12.398592,9.608433,1,13.728272,3.650605,2.763467,8.267363,4.946373,-0.82750,0.09937,3.27699
1.553,0.000000,0,0,0,1.633941,2.917564,3.673632,3.743676,12.387205,9.601233,1,13.715917,3.650334,2.761680,8.253616,4.941989,-0.87114,0.11882,3.27677
1.554,0.000000,0,0,0,1.603696,2.915483,3.675220,3.744223,12.376510,9.596575,1,13.703630,3.650391,2.759930,8.240669,4.936432,-0.89109,0.11227,3.27707
1.555,0.000000,0,0,0,1.573450,2.913366,3.676808,3.744583,12.365814,9.591915,1,13.691343,3.650448,2.758181,8.227721,4.930875,-0.91165,0.09707,3.27742
1.556,0.000000,0,0,0,1.543204,2.911196,3.678396,3.744658,12.355119,9.587256,1,13.679057,3.650505,2.756431,8.214774,4.925318,-0.92560,0.08278,3.27788
1.557,0.000000,0,0,0,1.508562,2.908768,3.679965,3.744645,12.344213,9.581323,1,13.666661,3.650705,2.754310,8.201840,4.920023,-0.95056,0.10195,3.27801
1.558,0.000000,0,0,0,1.464404,2.905948,3.681493,3.744498,12.332853,9.572630,1,13.654026,3.651215,2.751386,8.188934,4.915295,-0.97216,0.08696,3.27740
1.559,0.000000,0,0,0,1.420245,2.903095,3.683022,3.744193,12.321493,9.563938,1,13.641392,3.651725,2.748463,8.176029,4.910566,-1.01706,0.08194,3.27695
1.560,0.000000,0,0,0,1.376087,2.900193,3.684550,3.743646,12.310133,9.555245,1,13.628757,3.652236,2.745539,8.163123,4.905838,-1.02681,0.11596,3.27688
1.561,0.000000,0,0,0,1.324815,2.897519,3.686023,3.742847,12.299357,9.545612,1,13.616233,3.653752,2.742882,8.150083,4.900816,-1.04792,0.12132,3.27685
1.562,0.000000,0,0,0,1.258145,2.895194,3.687376,3.741663,12.289849,9.533941,1,13.603947,3.657448,2.740800,8.136750,4.895159,-1.06696,0.09970,3.27692
1.563,0.000000,0,0,0,1.191474,2.892943,3.688729,3.740246,12.280341,9.522270,1,13.591661,3.661144,2.738719,8.123418,4.889502,-1.08130,0.08168,3.27691
1.564,0.000000,0,0,0,1.124804,2.890806,3.690081,3.738471,12.270833,9.510599,1,13.579375,3.664840,2.736637,8.110085,4.883845,-1.09984,0.11468,3.27668
1.565,0.000000,0,0,0,1.055032,2.888544,3.691284,3.736512,12.261857,9.499592,1,13.566860,3.669290,2.734300,8.096839,4.878369,-1.13365,0.09812,3.27680
1.566,0.000000,0,0,0,0.978544,2.886091,3.692162,3.734274,12.254035,9.490024,1,13.553851,3.675371,2.731410,8.083779,4.873285,-1.15038,0.08090,3.27772
1.567,0.000000,0,0,0,0.902056,2.883628,3.693039,3.731918,12.246213,9.480454,1,13.540841,3.681453,2.728519,8.070719,4.868201,-1.16711,0.10482,3.27819
1.568,0.000000,0,0,0,0.825569,2.881151,3.693917,3.729382,12.238390,9.470885,1,13.527832,3.687534,2.725629,8.057658,4.863117,-1.18383,0.10442,3.27765
1.569,0.000000,0,0,0,0.746158,2.878818,3.694756,3.726771,12.232190,9.461561,1,13.514910,3.694561,2.722864,8.044701,4.858624,-1.19876,0.09855,3.27721
1.570,0.000000,0,0,0,0.660422,2.876707,3.695514,3.724047,12.229503,9.452768,1,13.502175,3.703636,2.720371,8.031964,4.855411,-1.21279,0.09894,3.27698
1.571,0.000000,0,0,0,0.574686,2.874667,3.696273,3.721184,12.226814,9.443975,1,13.489442,3.712711,2.717879,8.019229,4.852198,-1.24149,0.12631,3.27692
1.572,0.000000,0,0,0,0.488949,2.872739,3.697031,3.718108,12.224126,9.435183,1,13.476708,3.721786,2.715386,8.006493,4.848985,-1.25452,0.09576,3.27722
1.573,0.000000,0,0,0,0.402571,2.870787,3.697580,3.714836,12.223397,9.425877,1,13.463978,3.731842,2.712830,7.993675,4.846288,-1.26733,0.08052,3.27744
1.574,0.000000,0,0,0,0.314802,2.868801,3.697679,3.711265,12.226911,9.415459,1,13.451254,3.744023,2.710140,7.980680,4.844707,-1.28654,0.11465,3.27744
1.575,0.000000,0,0,0,0.227033,2.866880,3.697777,3.707628,12.230424,9.405041,1,13.438531,3.756204,2.707448,7.967685,4.843128,-1.29648,0.10281,3.27753
1.576,0.000000,0,0,0,0.139264,2.865059,3.697876,3.703889,12.233937,9.394623,1,13.425807,3.768384,2.704757,7.954690,4.841547,-1.30818,0.09891,3.27783
1.577,0.000000,0,0,0,0.052869,2.863410,3.697924,3.700212,12.238818,9.383893,1,13.412804,3.780963,2.702478,7.941673,4.840018,-1.33103,0.10188,3.27802
1.578,0.000000,0,0,0,-0.030552,2.862023,3.697866,3.696632,12.246660,9.372488,1,13.399195,3.794404,2.701090,7.928610,4.838599,-1.34326,0.12096,3.27795
1.579,0.000000,0,0,0,-0.113972,2.860760,3.697807,3.693014,12.254502,9.361083,1,13.385587,3.807844,2.699702,7.915547,4.837179,-1.36149,0.09499,3.27778
1.580,0.000000,0,0,0,-0.197393,2.859687,3.697748,3.689338,12.262344,9.349678,1,13.371978,3.821285,2.698314,7.902484,4.835759,-1.36352,0.09474,3.27739
1.581,0.000000,0,0,0,-0.282829,2.858662,3.697583,3.685499,12.271541,9.338331,1,13.358460,3.835037,2.697115,7.889510,4.834526,-1.37134,0.11192,3.27706
1.582,0.000000,0,0,0,-0.372630,2.857711,3.697186,3.681409,12.283670,9.327111,1,13.345139,3.849466,2.696325,7.876728,4.833694,-1.38261,0.09154,3.27683
1.583,0.000000,0,0,0,-0.462430,2.856798,3.696790,3.677206,12.295799,9.315891,1,13.331817,3.863894,2.695536,7.863945,4.832862,-1.40056,0.07742,3.27679
1.584,0.000000,0,0,0,-0.552231,2.855946,3.696393,3.672832,12.307929,9.304670,1,13.318495,3.878323,2.694746,7.851163,4.832030,-1.41088,0.11513,3.27717
1.585,0.000000,0,0,0,-0.640663,2.855138,3.695879,3.668435,12.321121,9.293349,1,13.305105,3.892764,2.694052,7.838377,4.831167,-1.41590,0.11228,3.27739
1.586,0.000000,0,0,0,-0.726134,2.854400,3.695110,3.664000,12.336616,9.281808,1,13.291570,3.907233,2.693563,7.825586,4.830236,-1.42197,0.10067,3.27724
1.587,0.000000,0,0,0,-0.811604,2.853702,3.694341,3.659569,12.352110,9.270267,1,13.278033,3.921702,2.693074,7.812794,4.829306,-1.43432,0.11996,3.27697
1.588,0.000000,0,0,0,-0.897075,2.853066,3.693572,3.655142,12.367604,9.258725,1,13.264498,3.936172,2.692585,7.800002,4.828375,-1.43641,0.10294,3.27643
1.589,0.000000,0,0,0,-0.978786,2.852468,3.692697,3.650737,12.384103,9.247169,1,13.250976,3.950548,2.692172,7.787218,4.827475,-1.44952,0.09652,3.27616
1.590,0.000000,0,0,0,-1.052361,2.851929,3.691592,3.646367,12.402775,9.235582,1,13.237483,3.964725,2.691924,7.774448,4.826640,-1.45477,0.10414,3.27646
1.591,0.000000,0,0,0,-1.125935,2.851455,3.690487,3.642080,12.421446,9.223995,1,13.223990,3.978902,2.691675,7.761679,4.825805,-1.45764,0.09950,3.27665
1.592,0.000000,0,0,0,-1.199510,2.851083,3.689383,3.637921,12.440118,9.212408,1,13.210498,3.993078,2.691427,7.748910,4.824970,-1.46428,0.08092,3.27657
1.593,0.000000,0,0,0,-1.263201,2.850797,3.688109,3.633919,12.459816,9.201006,1,13.196989,4.007000,2.691350,7.736414,4.824116,-1.46608,0.09874,3.27664
1.594,0.000000,0,0,0,-1.305501,2.850646,3.686471,3.630157,12.481735,9.190001,1,13.183445,4.020370,2.691643,7.724509,4.823221,-1.46754,0.12381,3.27702
1.595,0.000000,0,0,0,-1.347800,2.850539,3.684832,3.626622,12.503655,9.178997,1,13.169901,4.033740,2.691936,7.712604,4.822326,-1.47670,0.10553,3.27724
1.596,0.000000,0,0,0,-1.390100,2.850501,3.683193,3.623437,12.525575,9.167993,1,13.156356,4.047110,2.692230,7.700699,4.821430,-1.47612,0.10413,3.27708
1.597,0.000000,0,0,0,-1.422511,2.850453,3.681530,3.620528,12.547767,9.156921,1,13.142756,4.059272,2.692567,7.688991,4.820574,-1.48023,0.11591,3.27686
1.598,0.000000,0,0,0,-1.433519,2.850390,3.679814,3.618041,12.570549,9.145706,1,13.129039,4.068819,2.693001,7.677706,4.819804,-1.48165,0.09867,3.27648
1.599,0.000000,0,0,0,-1.444528,2.850289,3.678098,3.615773,12.593330,9.134490,1,13.115320,4.078366,2.693435,7.666421,4.819033,-1.48024,0.08191,3.27633
1.600,0.000000,0,0,0,-1.455536,2.850130,3.676382,3.613842,12.616113,9.123275,1,13.101602,4.087913,2.693869,7.655136,4.818262,-1.48111,0.10688,3.27671
1.601,0.000000,0,0,0,-1.464988,2.849931,3.674766,3.612033,12.639096,9.112224,1,13.088142,4.096498,2.694329,7.643943,4.817499,-1.48126,0.08582,3.27693
1.602,0.000000,0,0,0,-1.471071,2.849671,3.673364,3.610410,12.662516,9.101529,1,13.075245,4.103002,2.694848,7.632951,4.816752,-1.47518,0.08542,3.27678
1.603,0.000000,0,0,0,-1.477155,2.849447,3.671963,3.608759,12.685935,9.090834,1,13.062346,4.109505,2.695366,7.621959,4.816006,-1.47780,0.12665,3.27672
