"Time","61 right DS","60 left DS","37a CoMy (cm)","37 CoMy (cm)","v5 L COP","v4 R COP","v3 xCoM","35 FRy (cm)","30 HRy (cm)","3 Platform","2 Trdml"
0.258,1,0,-1.047153,4.432707,0.000000,3.524140,4.382294,4.421921,2.626276,-1.15192,0.09992
0.259,1,0,-1.317596,4.431313,0.000000,3.523303,4.368857,4.423383,2.622905,-1.16573,0.09998
0.260,1,0,-1.589985,4.429827,0.000000,3.522465,4.355415,4.424774,2.619474,-1.19534,0.09975
0.261,1,0,-1.862373,4.428340,0.000000,3.521293,4.339209,4.426165,2.616043,-1.21218,0.09928
0.262,1,0,-2.134761,4.426854,0.000000,3.520119,4.322985,4.427555,2.612612,-1.22943,0.09911
0.263,1,0,-2.506677,4.422165,0.000000,3.518418,4.302531,4.427773,2.608623,-1.24287,0.09914
0.264,1,0,-2.888196,4.417168,0.000000,3.516713,4.282052,4.427878,2.604580,-1.25504,0.09896
0.265,1,0,-3.269716,4.412171,0.000000,3.514523,4.256690,4.427983,2.600537,-1.26683,0.09849
0.266,1,0,-3.651235,4.407173,0.000000,3.512329,4.231299,4.428088,2.596494,-1.29643,0.09819
0.267,1,0,-4.000302,4.395747,0.000000,3.509775,4.203698,4.427047,2.592388,-1.30770,0.09829
0.268,1,0,-4.346237,4.383699,0.000000,3.507219,4.176082,4.425896,2.588275,-1.32173,0.09830
0.269,1,0,-4.692173,4.371653,0.000000,3.504523,4.152009,4.424744,2.584162,-1.32854,0.09786
0.270,1,0,-5.038108,4.359605,0.000000,3.501826,4.127958,4.423593,2.580050,-1.34301,0.09745
0.271,1,0,-5.279834,4.359157,0.000000,3.499208,4.111878,4.422157,2.576429,-1.35342,0.09750
0.272,1,0,-5.511505,4.359828,0.000000,3.496591,4.095847,4.420694,2.572856,-1.37287,0.09744
0.273,1,0,-5.743176,4.360498,0.000000,3.494155,4.087605,4.419230,2.569283,-1.38251,0.09729
0.274,1,0,-5.974847,4.361169,0.000000,3.491721,4.079410,4.417768,2.565709,-1.39304,0.09697
0.275,1,0,-6.010969,4.360364,0.000000,3.489505,4.075998,4.416348,2.562749,-1.39994,0.09675
0.276,1,0,-6.028222,4.359417,0.000000,3.487290,4.072616,4.414933,2.559849,-1.40958,0.09683
0.277,1,0,-6.045475,4.358469,0.000000,3.485180,4.072206,4.413517,2.556948,-1.41400,0.09691
0.278,1,0,-6.062728,4.357522,0.000000,3.483071,4.071815,4.412102,2.554047,-1.43434,0.09678
0.279,1,0,-5.947503,4.354201,0.000000,3.480920,4.073324,4.410766,2.550945,-1.43901,0.09635
0.280,1,0,-5.819494,4.350651,0.000000,3.478769,4.074845,4.409439,2.547824,-1.44465,0.09657
0.281,1,0,-5.691485,4.347101,0.000000,3.476483,4.076201,4.408111,2.544702,-1.44989,0.09680
0.282,1,0,-5.563477,4.343551,0.000000,3.474195,4.077556,4.406783,2.541581,-1.45284,0.09666
0.283,1,0,-5.479558,4.337394,0.000000,3.471707,4.076721,4.405237,2.537996,-1.45844,0.09640
0.284,1,0,-5.399894,4.330986,0.000000,3.469217,4.075873,4.403670,2.534365,-1.46614,0.09671
0.285,1,0,-5.320230,4.324577,0.000000,3.466527,4.072196,4.402102,2.530735,-1.47007,0.09697
0.286,1,0,-5.240566,4.318168,0.000000,3.463836,4.068501,4.400536,2.527105,-1.47375,0.09704
0.287,1,0,-5.214056,4.309495,0.000000,3.460947,4.062018,4.398703,2.522923,-1.47621,0.09685
0.288,1,0,-5.192676,4.300605,0.000000,3.458057,4.055518,4.396844,2.518687,-1.47903,0.09690
0.289,1,0,-5.171295,4.291714,0.000000,3.454879,4.045853,4.394986,2.514452,-1.47969,0.09722
0.290,1,0,-5.149915,4.282823,0.000000,3.451699,4.036169,4.393127,2.510216,-1.47906,0.09729
0.291,1,0,-5.215462,4.272917,0.000000,3.448172,4.024034,4.390867,2.505340,-1.47722,0.09702
0.292,1,0,-5.289396,4.262913,0.000000,3.444642,4.011884,4.388567,2.500401,-1.48026,0.09708
0.293,1,0,-5.363331,4.252909,0.000000,3.440948,3.999943,4.386268,2.495463,-1.47894,0.09740
0.294,1,0,-5.437265,4.242904,0.000000,3.437253,3.988003,4.383968,2.490525,-1.47747,0.09750
0.295,1,0,-5.427120,4.235230,0.000000,3.433586,3.978999,4.380863,2.486257,-1.47382,0.09718
0.296,1,0,-5.408861,4.227781,0.000000,3.429919,3.970012,4.377680,2.482054,-1.47023,0.09743
0.297,1,0,-5.390602,4.220332,0.000000,3.426204,3.964697,4.374498,2.477851,-1.46742,0.09772
0.298,1,0,-5.372343,4.212883,0.000000,3.422490,3.959404,4.371315,2.473648,-1.46528,0.09775
0.299,1,0,-5.266690,4.206211,0.000000,3.418589,3.956963,4.367315,2.469615,-1.45920,0.09750
0.300,1,0,-5.152604,4.199615,0.000000,3.414687,3.954539,4.363235,2.465598,-1.45439,0.09771
0.301,1,0,-5.038518,4.193019,0.000000,3.410517,3.954406,4.359156,2.461581,-1.44943,0.09785
0.302,1,0,-4.924432,4.186423,0.000000,3.406345,3.954288,4.355077,2.457565,-1.43731,0.09787
0.303,1,0,-4.754701,4.181115,0.000000,3.401910,3.956252,4.349422,2.454479,-1.43220,0.09760
0.304,1,0,-4.579600,4.175932,0.000000,3.397473,3.958229,4.343614,2.451483,-1.42310,0.09744
0.305,1,0,-4.404499,4.170748,0.000000,3.393100,3.961867,4.337807,2.448487,-1.41609,0.09758
0.306,1,0,-4.229398,4.165565,0.000000,3.388728,3.965515,4.332000,2.445491,-1.41038,0.09760
0.307,1,0,-4.037846,4.161534,0.000000,3.384732,3.970283,4.325434,2.444208,-1.39911,0.09735
0.308,1,0,-3.844707,4.157614,0.000000,3.380738,3.975057,4.318794,2.443090,-1.39462,0.09714
0.309,1,0,-3.651568,4.153695,0.000000,3.376956,3.980576,4.312155,2.441973,-1.37282,0.09740
0.310,1,0,-3.458429,4.149775,0.000000,3.373176,3.986099,4.305516,2.440855,-1.36471,0.09755
0.311,1,0,-3.285635,4.147611,0.000000,3.369370,3.992029,4.298146,2.440605,-1.35252,0.09722
0.312,1,0,-3.114803,4.145617,0.000000,3.365564,3.997961,4.290705,2.440439,-1.34106,0.09697
0.313,1,0,-2.943971,4.143622,0.000000,3.361763,4.003796,4.283264,2.440272,-1.33122,0.09717
0.314,1,0,-2.773139,4.141628,0.000000,3.357961,4.009631,4.275824,2.440105,-1.31905,0.09718
0.315,1,0,-2.664329,4.141302,0.000000,3.354212,4.014827,4.267810,2.440446,-1.29791,0.09709
0.316,1,0,-2.561503,4.141137,0.000000,3.350463,4.020020,4.259742,2.440836,-1.28459,0.09695
0.317,1,0,-2.458678,4.140972,0.000000,3.346549,4.024161,4.251673,2.441226,-1.26773,0.09707
0.318,1,0,-2.355852,4.140807,0.000000,3.342633,4.028297,4.243605,2.441616,-1.26053,0.09738
0.319,1,0,-2.338233,4.141949,0.000000,3.338320,4.030918,4.234050,2.442283,-1.24333,0.09752
0.320,1,0,-2.328835,4.143217,0.000000,3.334005,4.033529,4.224352,2.442976,-1.22727,0.09734
0.321,1,0,-2.319438,4.144485,0.000000,3.329345,4.033972,4.214653,2.443669,-1.21292,0.09754
0.322,1,0,-2.310040,4.145753,0.000000,3.324684,4.034401,4.204956,2.444363,-1.18210,0.09784
0.323,1,0,-2.401246,4.146595,0.000000,3.319774,4.032082,4.193985,2.445255,-1.16463,0.09775
0.324,1,0,-2.502159,4.147395,0.000000,3.314862,4.029746,4.182893,2.446166,-1.15107,0.09737
0.325,1,1,-2.603072,4.148196,2.533067,3.309621,4.024462,4.171801,2.447077,-1.13428,0.09771
0.326,1,1,-2.703985,4.148996,5.081424,3.304379,4.019160,4.160708,2.447988,-1.11778,0.09798
0.327,1,1,-2.879391,4.148493,2.563647,3.298728,4.011240,4.148205,2.449015,-1.10015,0.09785
0.328,1,0,-3.061985,4.147865,0.015290,3.293074,4.003305,4.135565,2.450054,-1.06794,0.09778
0.329,1,0,-3.244579,4.147237,0.000000,3.287151,3.993320,4.122926,2.451092,-1.05795,0.09817
0.330,1,0,-3.427173,4.146608,0.000000,3.281225,3.983324,4.110286,2.452131,-1.02277,0.09841
0.331,1,0,-3.647975,4.144866,0.000000,3.275192,3.971643,4.097102,2.453174,-1.00928,0.09823
0.332,1,0,-3.872463,4.143015,0.000000,3.269159,3.959952,4.083864,2.454218,-0.99147,0.09840
0.333,1,0,-4.096951,4.141165,0.000000,3.263009,3.946566,4.070627,2.455261,-0.97330,0.09867
0.334,1,0,-4.321440,4.139315,0.000000,3.256859,3.933170,4.057390,2.456305,-0.95278,0.09877
0.335,1,0,-4.549743,4.134364,0.000000,3.250539,3.918066,4.043324,2.457560,-0.91128,0.09861
0.336,1,0,-4.778413,4.129115,0.000000,3.244217,3.902951,4.029177,2.458835,-0.89163,0.09872
0.337,1,0,-5.007084,4.123865,0.000000,3.237686,3.886506,4.015030,2.460111,-0.86980,0.09902
0.338,1,0,-5.235755,4.118615,0.000000,3.231153,3.870053,4.000883,2.461386,-0.84462,0.09904
0.339,1,0,-5.451265,4.111561,0.000000,3.224406,3.852892,3.985928,2.462820,-0.82745,0.09876
0.340,1,0,-5.665505,4.104332,0.000000,3.217659,3.835726,3.970895,2.464268,-0.80764,0.09904
0.341,1,0,-5.879745,4.097104,0.000000,3.210829,3.818336,3.955862,2.465717,-0.78303,0.09934
0.342,1,0,-6.093986,4.089876,0.000000,3.203999,3.800944,3.940829,2.467166,-0.74099,0.09917
0.343,1,0,-6.285021,4.081748,0.000000,3.197230,3.783661,3.925650,2.468868,-0.71818,0.09915
0.344,1,0,-6.473818,4.073534,0.000000,3.190461,3.766378,3.910457,2.470593,-0.69542,0.09950
0.345,1,0,-6.662614,4.065320,0.000000,3.183757,3.749514,3.895264,2.472319,-0.67093,0.09963
0.346,1,0,-6.851411,4.057105,0.000000,3.177054,3.732652,3.880071,2.474045,-0.64928,0.09922
0.347,1,0,-7.002888,4.048181,0.000000,3.170392,3.716316,3.864854,2.475991,-0.62522,0.09949
0.348,1,0,-7.150765,4.039188,0.000000,3.163731,3.699983,3.849635,2.477959,-0.60222,0.09975
0.349,1,0,-7.298642,4.030196,0.000000,3.157134,3.684070,3.834415,2.479926,-0.55474,0.09945
0.350,1,0,-7.446518,4.021204,0.000000,3.150538,3.668159,3.819196,2.481894,-0.53007,0.09905
0.351,1,0,-7.535943,4.010328,0.000000,3.144028,3.652825,3.804185,2.483903,-0.50592,0.09919
0.352,1,0,-7.619727,3.999270,0.000000,3.137520,3.637495,3.789195,2.485916,-0.48189,0.09910
0.353,1,0,-7.703511,3.988213,0.000000,3.131048,3.623440,3.774205,2.487930,-0.45634,0.09891
0.354,1,0,-7.787295,3.977156,0.000000,3.124578,3.609393,3.759214,2.489943,-0.43268,0.09851
0.355,1,0,-7.786054,3.966289,0.000000,3.118080,3.597542,3.743859,2.492226,-0.40794,0.09832
0.356,1,0,-7.776608,3.955441,0.000000,3.111581,3.585705,3.728467,2.494534,-0.35798,0.09840
0.357,1,0,-7.767161,3.944592,0.000000,3.105004,3.576711,3.713076,2.496843,-0.32565,0.09842
0.358,1,0,-7.757715,3.933743,0.000000,3.098426,3.567734,3.697685,2.499152,-0.30543,0.09808
0.359,1,0,-7.641212,3.923795,0.000000,3.091738,3.562025,3.682265,2.501149,-0.28072,0.09802
0.360,1,0,-7.514378,3.913934,0.000000,3.085048,3.556336,3.666842,2.503117,-0.25601,0.09829
0.361,1,0,-7.387544,3.904072,0.000000,3.078288,3.554369,3.651418,2.505085,-0.22872,0.09836
0.362,1,0,-7.260710,3.894210,0.000000,3.071528,3.552424,3.635995,2.507052,-0.18773,0.09792
0.363,1,0,-7.024862,3.886608,0.000000,3.064754,3.554453,3.620535,2.509002,-0.15332,0.09808
0.364,1,0,-6.778495,3.879223,0.000000,3.057981,3.556506,3.605072,2.510950,-0.12721,0.09846
0.365,1,0,-6.532128,3.871839,0.000000,3.051237,3.562367,3.589609,2.512899,-0.10089,0.09832
0.366,1,0,-6.285761,3.864455,0.000000,3.044493,3.568250,3.574146,2.514847,-0.06967,0.09807
0.367,1,0,-5.958761,3.858991,0.000000,3.037849,3.577270,3.558658,2.517345,-0.04938,0.09829
0.368,1,0,-5.623980,3.853712,0.000000,3.031206,3.586309,3.543168,2.519897,-0.02188,0.09846
0.369,1,0,-5.289199,3.848434,0.000000,3.024882,3.597598,3.527678,2.522449,0.00261,0.09848
0.370,1,0,-4.954419,3.843155,0.000000,3.018560,3.608901,3.512187,2.525000,0.05408,0.09821
0.371,1,0,-4.584354,3.838673,0.000000,3.012724,3.621620,3.496933,2.528705,0.07814,0.09822
0.372,1,0,-4.210885,3.834267,0.000000,3.006891,3.634348,3.481701,2.532520,0.10127,0.09846
0.373,1,0,-3.837416,3.829861,0.000000,3.001288,3.647902,3.466469,2.536336,0.13091,0.09836
0.374,1,0,-3.463947,3.825455,0.000000,2.995686,3.661462,3.451236,2.540152,0.15884,0.09791
0.375,1,0,-3.090748,3.822152,0.000000,2.990020,3.675655,3.436419,2.543656,0.18210,0.09781
0.376,1,0,-2.717574,3.818955,0.000000,2.984354,3.689852,3.421641,2.547129,0.20999,0.09801
0.377,1,0,-2.344400,3.815758,0.000000,2.978714,3.704748,3.406864,2.550603,0.25821,0.09795
0.378,1,0,-1.971227,3.812561,0.000000,2.973074,3.719649,3.392086,2.554077,0.28499,0.09749
0.379,1,0,-1.610102,3.811524,0.000000,2.967632,3.735384,3.378305,2.557199,0.30925,0.09743
0.380,1,0,-1.250140,3.810695,0.000000,2.962191,3.751125,3.364620,2.560287,0.33724,0.09771
0.381,1,0,-0.890177,3.809866,0.000000,2.957012,3.767712,3.350935,2.563375,0.36082,0.09773
0.382,1,0,-0.530215,3.809037,0.000000,2.951834,3.784305,3.337250,2.566463,0.38586,0.09752
0.383,1,0,-0.180911,3.809968,0.000000,2.946973,3.801582,3.324401,2.569993,0.41227,0.09750
0.384,1,0,0.167363,3.811069,0.000000,2.942113,3.818864,3.311632,2.573565,0.45731,0.09755
0.385,1,0,0.515638,3.812170,0.000000,2.937734,3.836610,3.298863,2.577138,0.48380,0.09761
0.386,1,0,0.863913,3.813271,0.000000,2.933357,3.854359,3.286094,2.580711,0.50950,0.09750
0.387,1,0,1.206821,3.815136,0.000000,2.929590,3.872410,3.275177,2.584408,0.53319,0.09715
0.388,1,0,1.549212,3.817075,0.000000,2.925827,3.890463,3.264440,2.588116,0.55963,0.09735
0.389,1,0,1.891602,3.819013,0.000000,2.922521,3.908730,3.253703,2.591824,0.57939,0.09763
0.390,1,0,2.233992,3.820952,0.000000,2.919217,3.926998,3.242965,2.595532,0.60728,0.09752
0.391,1,0,2.544421,3.824527,0.000000,2.916175,3.945305,3.233305,2.599259,0.65160,0.09723
0.392,1,0,2.851766,3.828259,0.000000,2.913133,3.963611,3.223747,2.602987,0.67666,0.09759
0.393,1,0,3.159111,3.831992,0.000000,2.910325,3.981600,3.214190,2.606716,0.69911,0.09778
0.394,1,0,3.466456,3.835725,0.000000,2.907519,3.999587,3.204633,2.610444,0.72251,0.09764
0.395,0,0,3.726955,3.840306,0.000000,1.462474,4.016875,3.195968,2.614245,0.73898,0.09762
0.396,0,0,3.982933,3.844969,0.000000,0.008723,4.034158,3.187388,2.618053,0.76735,0.09802
0.397,0,0,4.238912,3.849633,0.000000,0.000000,4.050556,3.178808,2.621861,0.78989,0.09814
0.398,0,0,4.494890,3.854295,0.000000,0.000000,4.066950,3.170228,2.625669,0.81001,0.09797
0.399,0,0,4.704094,3.859795,0.000000,0.000000,4.082610,3.162846,2.629695,0.84909,0.09808
0.400,0,0,4.908785,3.865375,0.000000,0.000000,4.098265,3.155581,2.633743,0.87417,0.09831
0.401,0,0,5.113476,3.870956,0.000000,0.000000,4.113563,3.148315,2.637791,0.89385,0.09843
0.402,0,0,5.318167,3.876536,0.000000,0.000000,4.128859,3.141049,2.641840,0.91490,0.09825
0.403,0,0,5.513123,3.882909,0.000000,0.000000,4.144308,3.135429,2.646162,0.93751,0.09823
0.404,0,0,5.707138,3.889359,0.000000,0.000000,4.159759,3.129967,2.650511,0.95693,0.09848
0.405,0,0,5.901154,3.895809,0.000000,0.000000,4.175819,3.124506,2.654860,0.97521,0.09866
0.406,0,0,6.095170,3.902259,0.000000,0.000000,4.191883,3.119045,2.659209,1.01075,0.09840
0.407,0,0,6.301980,3.909523,0.000000,0.000000,4.208659,3.114707,2.663386,1.02610,0.09860
0.408,0,0,6.510025,3.916865,0.000000,0.000000,4.225439,3.110477,2.667547,1.05293,0.09891
0.409,0,0,6.718070,3.924206,0.000000,0.000000,4.242683,3.106247,2.671708,1.07127,0.09887
0.410,0,0,6.926115,3.931549,0.000000,0.000000,4.259930,3.102018,2.675868,1.08482,0.09848
0.411,0,0,7.148973,3.938471,0.000000,0.000000,4.277409,3.099212,2.680580,1.10185,0.09866
0.412,0,0,7.373260,3.945353,0.000000,0.000000,4.294888,3.096544,2.685344,1.12429,0.09875
0.413,0,0,7.597548,3.952235,0.000000,0.000000,4.312656,3.093876,2.690109,1.13167,0.09846
0.414,0,0,7.821835,3.959116,0.000000,0.000000,4.330425,3.091208,2.694874,1.17078,0.09812
0.415,1,0,8.046396,3.966688,0.000000,1.439298,4.348499,3.088998,2.700294,1.18607,0.09825
0.416,1,0,8.270984,3.974326,0.000000,2.887283,4.366574,3.086832,2.705778,1.20157,0.09825
0.417,1,0,8.495572,3.981964,0.000000,2.897774,4.384587,3.084666,2.711261,1.21643,0.09816
0.418,1,0,8.720160,3.989602,0.000000,2.899588,4.402600,3.082501,2.716744,1.23239,0.09783
0.419,1,0,8.905493,3.997870,0.000000,2.901906,4.420016,3.081386,2.722790,1.24737,0.09767
0.420,1,0,9.087039,4.006199,0.000000,2.904227,4.437428,3.080372,2.728889,1.25973,0.09780
0.421,1,0,9.268584,4.014527,0.000000,2.906956,4.453943,3.079359,2.734988,1.27843,0.09781
0.422,1,0,9.450130,4.022856,0.000000,2.909687,4.470452,3.078345,2.741088,1.29856,0.09739
0.423,1,0,9.572453,4.032303,0.000000,2.912692,4.486037,3.078153,2.747515,1.31186,0.09700
0.424,1,0,9.689061,4.041858,0.000000,2.915699,4.501616,3.078040,2.753974,1.32389,0.09717
0.425,1,0,9.805669,4.051413,0.000000,2.919011,4.516300,3.077928,2.760433,1.33510,0.09723
0.426,1,0,9.922276,4.060967,0.000000,2.922326,4.530979,3.077815,2.766893,1.34783,0.09693
0.427,1,0,9.979282,4.071777,0.000000,2.926006,4.544804,3.078436,2.773880,1.35840,0.09667
0.428,1,0,10.030538,4.082708,0.000000,2.929689,4.558623,3.079128,2.780919,1.36695,0.09694
0.429,1,0,10.081793,4.093639,0.000000,2.933707,4.571659,3.079819,2.787957,1.38777,0.09704
0.430,1,0,10.133047,4.104570,0.000000,2.937727,4.584690,3.080511,2.794996,1.39582,0.09709
0.431,1,0,10.151476,4.115841,0.000000,2.942020,4.597058,3.081515,2.802687,1.40367,0.09698
0.432,1,0,10.166738,4.127144,0.000000,2.946316,4.609421,3.082550,2.810441,1.41216,0.09718
0.433,1,0,10.181998,4.138448,0.000000,2.950793,4.621325,3.083584,2.818195,1.41935,0.09745
0.434,1,0,10.197260,4.149751,0.000000,2.955271,4.633226,3.084619,2.825949,1.42733,0.09755
0.435,1,0,10.210756,4.161127,0.000000,2.959878,4.645145,3.085722,2.834297,1.43745,0.09727
0.436,1,0,10.224083,4.172509,0.000000,2.964485,4.657063,3.086832,2.842702,1.44375,0.09735
0.437,1,0,10.237410,4.183891,0.000000,2.969369,4.669702,3.087942,2.851107,1.45366,0.09770
0.438,1,0,10.250736,4.195273,0.000000,2.974253,4.682345,3.089052,2.859513,1.45714,0.09770
0.439,1,0,10.301250,4.207322,0.000000,2.979561,4.696207,3.090747,2.868647,1.46356,0.09727
0.440,1,0,10.355350,4.219435,0.000000,2.984872,4.710076,3.092499,2.877852,1.46738,0.09749
0.441,1,0,10.409452,4.231548,0.000000,2.990491,4.725166,3.094250,2.887058,1.47128,0.09781
0.442,1,0,10.463553,4.243661,0.000000,2.996112,4.740263,3.096002,2.896263,1.47559,0.09775
0.443,1,0,10.555591,4.255404,0.000000,3.001885,4.756174,3.098054,2.905841,1.47737,0.09740
0.444,1,0,10.651288,4.267112,0.000000,3.007659,4.772090,3.100136,2.915456,1.48010,0.09749
0.445,1,0,10.746985,4.278820,0.000000,3.013569,4.788381,3.102217,2.925071,1.48129,0.09756
0.446,1,0,10.842684,4.290527,0.000000,3.019480,4.804675,3.104299,2.934685,1.49291,0.09756
0.447,1,0,10.951599,4.301477,0.000000,3.025555,4.820899,3.106860,2.944438,1.48424,0.09729
0.448,1,0,11.061791,4.312355,0.000000,3.031631,4.837124,3.109468,2.954204,1.48709,0.09713
0.449,1,0,11.171983,4.323232,0.000000,3.037910,4.852772,3.112075,2.963969,1.48398,0.09738
0.450,1,0,11.282174,4.334110,0.000000,3.044190,4.868416,3.114682,2.973735,1.48385,0.09754
0.451,1,0,11.364511,4.344322,0.000000,3.050665,4.883023,3.117395,2.983872,1.48752,0.09737
0.452,1,0,11.444160,4.354470,0.000000,3.057141,4.897623,3.120117,2.994045,1.48233,0.09754
0.453,1,0,11.523809,4.364619,0.000000,3.063565,4.910932,3.122840,3.004218,1.47805,0.09809
0.454,1,0,11.603458,4.374767,0.000000,3.069990,4.924233,3.125562,3.014390,1.47479,0.09828
0.455,1,0,11.654204,4.384255,0.000000,3.076141,4.936479,3.128015,3.024211,1.47129,0.09813
0.456,1,0,11.702162,4.393681,0.000000,3.082291,4.948719,3.130441,3.033998,1.46610,0.09857
0.457,1,0,11.750118,4.403106,0.000000,3.088361,4.960522,3.132867,3.043785,1.46227,0.09899
0.458,1,0,11.798076,4.412531,0.000000,3.094430,4.972322,3.135293,3.053572,1.45861,0.09881
0.459,1,0,11.830973,4.423099,0.000000,3.100693,4.984255,3.137816,3.063863,1.45281,0.09902
0.460,1,0,11.862417,4.433777,0.000000,3.106958,4.996190,3.140348,3.074202,1.45275,0.09941
0.461,1,0,11.893861,4.444456,0.000000,3.113537,5.008441,3.142881,3.084541,1.43510,0.09932
0.462,1,0,11.925305,4.455134,0.000000,3.120119,5.020696,3.145413,3.094881,1.42795,0.09910
0.463,1,0,11.959598,4.466132,0.000000,3.127068,5.033242,3.149228,3.105189,1.42091,0.09943
0.464,1,0,11.994166,4.477160,0.000000,3.134020,5.045789,3.153166,3.115495,1.41254,0.09952
0.465,1,0,12.028734,4.488188,0.000000,3.141285,5.058736,3.157105,3.125801,1.40511,0.09944
0.466,1,0,12.063302,4.499216,0.000000,3.148551,5.071685,3.161043,3.136106,1.39636,0.09938
0.467,1,0,12.103864,4.510942,0.000000,3.156051,5.085119,3.166374,3.145900,1.38807,0.09956
0.468,1,0,12.145003,4.522736,0.000000,3.163553,5.098555,3.171839,3.155643,1.37480,0.09973
0.469,1,0,12.186143,4.534530,0.000000,3.171244,5.112338,3.177304,3.165387,1.35580,0.09959
0.470,1,0,12.227283,4.546324,0.000000,3.178936,5.126123,3.182769,3.175131,1.34613,0.09970
0.471,1,0,12.250060,4.559201,0.000000,3.186816,5.140074,3.189198,3.184761,1.33684,0.09993
0.472,1,0,12.271066,4.572183,0.000000,3.194698,5.154026,3.195719,3.194379,1.32503,0.09983
0.473,1,0,12.292071,4.585165,0.000000,3.202925,5.168106,3.202241,3.203997,1.31122,0.09947
0.474,1,0,12.313077,4.598147,0.000000,3.211154,5.182186,3.208762,3.213615,1.29790,0.09954
0.475,1,0,12.290831,4.613111,0.000000,3.219874,5.196157,3.217060,3.223034,1.28971,0.09973
0.476,1,0,12.264411,4.628265,0.000000,3.228597,5.210129,3.225529,3.232433,1.26059,0.09952
0.477,1,0,12.237991,4.643419,0.000000,3.237708,5.223347,3.233998,3.241832,1.24637,0.09911
0.478,1,0,12.211572,4.658574,0.000000,3.246822,5.236560,3.242467,3.251231,1.23101,0.09932
0.479,1,0,12.127984,4.673573,0.000000,3.256199,5.248315,3.251919,3.260819,1.21599,0.09952
0.480,1,0,12.038880,4.688557,0.000000,3.265578,5.260061,3.261466,3.270425,1.20079,0.09913
0.481,1,0,11.949776,4.703540,0.000000,3.275320,5.269984,3.271013,3.280032,1.18779,0.09898
0.482,1,0,11.860672,4.718524,0.000000,3.285064,5.279896,3.280560,3.289638,1.17167,0.09919
0.483,1,0,11.708752,4.732831,0.000000,3.295247,5.287775,3.291617,3.298967,1.14057,0.09915
0.484,1,0,11.550769,4.747072,0.000000,3.305431,5.295640,3.302819,3.308270,1.12144,0.09888
0.485,1,1,11.392787,4.761314,2.785114,3.315741,5.301105,3.314021,3.317573,1.10489,0.09904
0.486,1,1,11.234805,4.775555,5.587040,3.326051,5.306555,3.325222,3.326875,1.08574,0.09914
0.487,1,1,11.015732,4.787742,5.610248,3.336172,5.309396,3.336641,3.335712,1.07078,0.09930
0.488,1,1,10.790764,4.799731,5.616683,3.346291,5.312222,3.348079,3.344504,1.05113,0.09919
0.489,1,1,10.565796,4.811720,5.617927,3.356402,5.312639,3.359518,3.353295,1.03499,0.09950
0.490,1,1,10.340828,4.823709,5.619140,3.366513,5.313041,3.370957,3.362087,0.99707,0.09985
0.491,1,1,10.057179,4.834774,5.612158,3.376897,5.311344,3.383471,3.370666,0.97585,0.09979
0.492,1,1,9.767868,4.845749,5.605127,3.387282,5.309635,3.396090,3.379225,0.95540,0.09993
