"Time","v2 Right CoP","v1 xCoMy","v3 Left CoP","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
2.903,4.963463,6.181771,6.827549,6.179150,0.048207,13.043962,5.376564,14.595243,6.940998,15.308284,4.550363,9.581077,6.714100,11.545766,135.271744,174.643631,13.434867,2.849508,8.739119,14.914260,8.772336,9.707578,9.287660,9.681445,9.924019,10.249495,12.087014,12.577988,11.446157,11.443193,11.910209,12.369665
2.904,4.968443,6.180781,6.823273,6.179453,0.024421,13.043962,5.378063,14.584763,6.934609,15.313256,4.558825,9.618481,6.711936,11.535955,136.802917,172.007065,12.615396,3.940733,8.737637,14.906186,8.770113,9.743430,9.281156,9.706503,9.938877,10.239805,12.104309,12.561197,11.446387,11.439317,11.908225,12.367516
2.905,4.973424,6.179790,6.818996,6.179756,0.000636,13.043962,5.379562,14.574284,6.928220,15.318228,4.567286,9.655884,6.709773,11.526144,138.334076,169.370514,11.795924,5.031958,8.736155,14.898112,8.767890,9.779283,9.274652,9.731561,9.953735,10.230115,12.121603,12.544407,11.446617,11.435440,11.906240,12.365366
2.906,4.978405,6.178801,6.814720,6.180059,-0.023149,13.043962,5.381062,14.563805,6.921831,15.323200,4.575748,9.693288,6.707609,11.516333,139.865250,166.733948,10.976453,6.123182,8.734674,14.890038,8.765667,9.815135,9.268147,9.756618,9.968593,10.220425,12.138898,12.527616,11.446848,11.431562,11.904257,12.363215
2.907,4.983385,6.177811,6.810443,6.180363,-0.046934,13.043962,5.382561,14.553325,6.915442,15.328173,4.584210,9.730692,6.705445,11.506522,141.396423,164.097382,10.156981,7.214407,8.733191,14.881965,8.763444,9.850987,9.261643,9.781676,9.983451,10.210735,12.156193,12.510825,11.447078,11.427686,11.902273,12.361066
2.908,4.982284,6.176815,6.808208,6.180655,-0.070615,13.042684,5.381559,14.549141,6.910970,15.335710,4.583009,9.771585,6.705445,11.498240,144.716370,161.624893,9.745242,7.776765,8.734182,14.874737,8.762723,9.881140,9.266615,9.818518,9.998159,10.211906,12.167748,12.504471,11.449681,11.426836,11.903582,12.361627
2.909,4.981183,6.175819,6.805972,6.180946,-0.094296,13.041405,5.380558,14.544956,6.906499,15.343246,4.581808,9.812479,6.705445,11.489958,148.036316,159.152405,9.333502,8.339124,8.735172,14.867508,8.762002,9.911293,9.271585,9.855359,10.012869,10.213077,12.179304,12.498117,11.452284,11.425985,11.904890,12.362186
2.910,4.980082,6.174823,6.803736,6.181238,-0.117976,13.040127,5.379557,14.540772,6.902027,15.350783,4.580607,9.853374,6.705445,11.481675,151.356262,156.679932,8.921762,8.901482,8.736162,14.860280,8.761281,9.941445,9.276556,9.892200,10.027577,10.214247,12.190859,12.491764,11.454887,11.425136,11.906198,12.362747
2.911,4.978981,6.173828,6.801500,6.181530,-0.141657,13.038848,5.378556,14.536589,6.897556,15.358320,4.579406,9.894267,6.705445,11.473392,154.676208,154.207443,8.510023,9.463840,8.737153,14.853052,8.760560,9.971598,9.281528,9.929042,10.042286,10.215418,12.202415,12.485410,11.457491,11.424286,11.907506,12.363308
2.912,4.978122,6.172777,6.799013,6.181782,-0.165610,13.038816,5.379524,14.526690,6.891434,15.359990,4.576719,9.933722,6.706592,11.464672,155.752426,152.507416,8.814476,9.250324,8.736193,14.844376,8.761281,10.005809,9.275091,9.958683,10.049885,10.224830,12.199036,12.488946,11.459589,11.420652,11.906290,12.359590
2.913,4.977262,6.171727,6.796525,6.182034,-0.189564,13.038784,5.380492,14.516789,6.885312,15.361660,4.574032,9.973177,6.707738,11.455951,156.828644,150.807404,9.118929,9.036808,8.735231,14.835698,8.762002,10.040020,9.268656,9.988325,10.057483,10.234241,12.195657,12.492483,11.461687,11.417020,11.905073,12.355871
2.914,4.976402,6.170677,6.794037,6.182285,-0.213517,13.038753,5.381460,14.506889,6.879190,15.363330,4.571345,10.012632,6.708884,11.447229,157.904861,149.107376,9.423382,8.823291,8.734270,14.827021,8.762723,10.074230,9.262219,10.017966,10.065081,10.243654,12.192278,12.496019,11.463784,11.413387,11.903857,12.352154
2.915,4.975543,6.169626,6.791549,6.182538,-0.237470,13.038721,5.382428,14.496990,6.873068,15.365000,4.568658,10.052087,6.710031,11.438509,158.981079,147.407349,9.727835,8.609775,8.733310,14.818344,8.763444,10.108441,9.255783,10.047607,10.072680,10.253066,12.188899,12.499556,11.465882,11.409754,11.902641,12.348435
2.916,4.976670,6.168548,6.790385,6.182748,-0.261183,13.037570,5.382794,14.490630,6.870739,15.365698,4.570546,10.092470,6.710031,11.430544,161.689789,144.270721,9.800925,8.610253,8.736567,14.812153,8.760877,10.153006,9.228086,10.093038,10.075233,10.253794,12.190447,12.500324,11.468893,11.409122,11.904510,12.349113
2.917,4.977797,6.167469,6.789220,6.182959,-0.284895,13.036419,5.383160,14.484270,6.868410,15.366395,4.572434,10.132854,6.710031,11.422579,164.398499,141.134094,9.874016,8.610731,8.739822,14.805962,8.758308,10.197570,9.200388,10.138468,10.077785,10.254522,12.191996,12.501092,11.471905,11.408491,11.906378,12.349792
2.918,4.978924,6.166390,6.788055,6.183169,-0.308608,13.035268,5.383525,14.477910,6.866081,15.367092,4.574323,10.173239,6.710031,11.414614,167.107193,137.997467,9.947107,8.611210,8.743078,14.799769,8.755741,10.242134,9.172689,10.183898,10.080338,10.255251,12.193543,12.501860,11.474916,11.407861,11.908245,12.350471
2.919,4.980051,6.165312,6.786891,6.183380,-0.332320,13.034117,5.383891,14.471550,6.863752,15.367790,4.576210,10.213622,6.710031,11.406649,169.815903,134.860840,10.020198,8.611689,8.746335,14.793578,8.753174,10.286698,9.144992,10.229328,10.082891,10.255979,12.195091,12.502628,11.477926,11.407229,11.910113,12.351149
2.920,4.983734,6.164217,6.786599,6.183527,-0.355135,13.032095,5.385652,14.463428,6.863479,15.368819,4.581817,10.254335,6.709719,11.396450,171.640778,132.821472,10.475330,8.148069,8.748057,14.783400,8.755804,10.324255,9.123003,10.268156,10.081947,10.260504,12.188004,12.507579,11.480118,11.403488,11.911657,12.349518
2.921,4.987418,6.163123,6.786306,6.183673,-0.377949,13.030073,5.387412,14.455305,6.863206,15.369848,4.587423,10.295049,6.709407,11.386250,173.465637,130.782104,10.930462,7.684449,8.749781,14.773222,8.758434,10.361811,9.101013,10.306984,10.081005,10.265029,12.180918,12.512529,11.482310,11.399746,11.913200,12.347888
2.922,4.991101,6.162029,6.786014,6.183819,-0.400764,13.028051,5.389173,14.447184,6.862933,15.370878,4.593029,10.335762,6.709095,11.376051,175.290512,128.742752,11.385593,7.220830,8.751503,14.763044,8.761065,10.399367,9.079024,10.345812,10.080062,10.269554,12.173832,12.517479,11.484503,11.396004,11.914743,12.346258
2.923,4.994785,6.160935,6.785722,6.183965,-0.423579,13.026030,5.390934,14.439061,6.862660,15.371907,4.598636,10.376475,6.708784,11.365852,177.115387,126.703384,11.840726,6.757210,8.753225,14.752866,8.763695,10.436924,9.057035,10.384640,10.079119,10.274079,12.166745,12.522429,11.486694,11.392262,11.916287,12.344627
2.924,4.995834,6.159758,6.784759,6.183999,-0.445847,13.022511,5.385788,14.428554,6.860739,15.373724,4.605881,10.403107,6.708778,11.355774,174.873810,123.011795,12.383034,6.075484,8.753130,14.741800,8.776814,10.480626,9.155847,10.421069,10.073819,10.281464,12.155922,12.532012,11.487271,11.391674,11.917604,12.344099
2.925,4.996884,6.158580,6.783795,6.184031,-0.468115,13.018993,5.380642,14.418047,6.858817,15.375540,4.613127,10.429739,6.708774,11.345695,172.632248,119.320198,12.925342,5.393759,8.753036,14.730734,8.789934,10.524328,9.254658,10.457499,10.068520,10.288849,12.145099,12.541595,11.487848,11.391085,11.918922,12.343571
2.926,4.997934,6.157403,6.782831,6.184065,-0.490384,13.015476,5.375495,14.407539,6.856895,15.377356,4.620372,10.456371,6.708768,11.335616,170.390686,115.628601,13.467649,4.712033,8.752941,14.719668,8.803055,10.568029,9.353468,10.493928,10.063220,10.296233,12.134275,12.551177,11.488424,11.390495,11.920240,12.343041
2.927,4.998983,6.156225,6.781868,6.184098,-0.512652,13.011958,5.370349,14.397032,6.854973,15.379172,4.627618,10.483003,6.708763,11.325538,168.149109,111.937012,14.009957,4.030307,8.752846,14.708603,8.816175,10.611732,9.452279,10.530357,10.057920,10.303617,12.123452,12.560760,11.489001,11.389907,11.921557,12.342513
2.928,5.000225,6.154953,6.778090,6.184010,-0.534420,13.008980,5.372857,14.384804,6.848766,15.380207,4.627594,10.509356,6.707414,11.315191,161.884842,107.482147,14.725618,3.228823,8.752378,14.698292,8.816175,10.910982,9.339847,10.679765,10.049775,10.311507,12.107805,12.571552,11.488981,11.387139,11.920415,12.339701
2.929,5.001467,6.153681,6.774312,6.183921,-0.556187,13.006002,5.375364,14.372576,6.842559,15.381241,4.627569,10.535708,6.706065,11.304846,155.620575,103.027283,15.441280,2.427338,8.751909,14.687981,8.816175,11.210234,9.227413,10.829172,10.041630,10.319397,12.092158,12.582346,11.488960,11.384371,11.919272,12.336889
2.930,5.002708,6.152409,6.770534,6.183833,-0.577955,13.003024,5.377872,14.360347,6.836351,15.382275,4.627545,10.562061,6.704716,11.294500,149.356293,98.572426,16.156940,1.625853,8.751440,14.677669,8.816175,11.509484,9.114981,10.978580,10.033484,10.327287,12.076511,12.593139,11.488940,11.381603,11.918130,12.334077
2.931,5.003950,6.151137,6.766756,6.183744,-0.599723,13.000046,5.380379,14.348119,6.830144,15.383309,4.627521,10.588414,6.703367,11.284154,143.092026,94.117561,16.872602,0.824368,8.750972,14.667357,8.816175,11.808735,9.002548,11.127988,10.025339,10.335176,12.060864,12.603931,11.488920,11.378836,11.916987,12.331264
2.932,5.006705,6.149775,6.764057,6.183558,-0.621373,12.999704,5.380133,14.341385,6.824930,15.386670,4.633278,10.625365,6.703185,11.277909,144.607697,94.060410,17.360237,1.014147,8.751805,14.660419,8.803867,11.796707,9.003724,11.134089,10.024478,10.344163,12.053638,12.614018,11.492833,11.379417,11.921187,12.331997
2.933,5.009460,6.148412,6.761359,6.183373,-0.643024,12.999362,5.379886,14.334652,6.819715,15.390030,4.639034,10.662317,6.703002,11.271665,146.123352,94.003258,17.847874,1.203926,8.752639,14.653481,8.791559,11.784679,9.004900,11.140190,10.023617,10.353149,12.046412,12.624105,11.496746,11.379999,11.925388,12.332729
2.934,5.012215,6.147049,6.758660,6.183188,-0.664674,12.999020,5.379639,14.327918,6.814502,15.393391,4.644791,10.699268,6.702819,11.265420,147.639023,93.946106,18.335510,1.393705,8.753472,14.646544,8.779251,11.772652,9.006075,11.146292,10.022755,10.362137,12.039185,12.634193,11.500658,11.380581,11.929588,12.333461
2.935,5.014970,6.145687,6.755962,6.183002,-0.686325,12.998678,5.379393,14.321184,6.809288,15.396751,4.650548,10.736219,6.702636,11.259175,149.154694,93.888954,18.823145,1.583483,8.754306,14.639606,8.766944,11.760624,9.007251,11.152393,10.021894,10.371123,12.031959,12.644280,11.504571,11.381163,11.933788,12.334193
2.936,5.019539,6.144173,6.750965,6.182664,-0.707937,12.995491,5.382023,14.311493,6.801332,15.398577,4.657054,10.764954,6.700597,11.250309,153.226044,94.237793,19.825207,2.801320,8.751431,14.630030,8.766944,11.737001,9.141233,11.047348,10.010626,10.384456,12.009874,12.662031,11.506554,11.379330,11.935306,12.331040
2.937,5.024108,6.142659,6.745968,6.182325,-0.729550,12.992303,5.384654,14.301801,6.793377,15.400402,4.663561,10.793688,6.698559,11.241442,157.297409,94.586632,20.827267,4.019157,8.748554,14.620453,8.766944,11.713379,9.275217,10.942302,9.999358,10.397789,11.987790,12.679781,11.508537,11.377497,11.936823,12.327888
2.938,5.028677,6.141146,6.740971,6.181987,-0.751162,12.989115,5.387285,14.292109,6.785422,15.402227,4.670068,10.822423,6.696520,11.232575,161.368774,94.935471,21.829327,5.236994,8.745678,14.610877,8.766944,11.689757,9.409200,10.837255,9.988091,10.411121,11.965706,12.697532,11.510521,11.375663,11.938341,12.324736
2.939,5.033246,6.139632,6.735974,6.181648,-0.772775,12.985928,5.389916,14.282417,6.777467,15.404053,4.676575,10.851157,6.694481,11.223709,165.440125,95.284309,22.831388,6.454831,8.742803,14.601301,8.766944,11.666135,9.543182,10.732210,9.976823,10.424454,11.943622,12.715282,11.512504,11.373830,11.939858,12.321583
2.940,5.037270,6.137853,6.733650,6.181052,-0.794514,12.985156,5.388885,14.274843,6.772819,15.405277,4.685656,10.879043,6.694481,11.215173,168.444519,94.569160,23.479418,7.126084,8.743847,14.594687,8.836515,11.513687,9.519003,10.748776,9.962865,10.425710,11.930955,12.725290,11.515651,11.372826,11.942189,12.321667
2.941,5.041295,6.136075,6.731326,6.180455,-0.816253,12.984385,5.387853,14.267270,6.768171,15.406503,4.694736,10.906928,6.694481,11.206636,171.448929,93.854012,24.127447,7.797338,8.744891,14.588074,8.906086,11.361238,9.494823,10.765343,9.948907,10.426966,11.918288,12.735298,11.518798,11.371822,11.944520,12.321752
2.942,5.045320,6.134296,6.729002,6.179859,-0.837992,12.983613,5.386821,14.259697,6.763523,15.407728,4.703817,10.934813,6.694481,11.198101,174.453339,93.138863,24.775476,8.468592,8.745935,14.581460,8.975657,11.208790,9.470645,10.781910,9.934949,10.428222,11.905622,12.745307,11.521945,11.370819,11.946851,12.321836
2.943,5.049344,6.132518,6.726678,6.179262,-0.859731,12.982841,5.385790,14.252123,6.758874,15.408953,4.712898,10.962699,6.694481,11.189565,177.457733,92.423714,25.423506,9.139845,8.746980,14.574846,9.045228,11.056342,9.446465,10.798476,9.920991,10.429478,11.892955,12.755315,11.525092,11.369815,11.949182,12.321920
2.944,5.054540,6.130651,6.723565,6.178561,-0.881181,12.980003,5.387526,14.240274,6.752635,15.409062,4.721554,10.995121,6.694495,11.177672,175.336899,89.560898,26.317875,10.150693,8.746961,14.563725,9.045228,11.108947,9.439093,10.844164,9.907390,10.440127,11.868746,12.769144,11.525156,11.365670,11.947922,12.318165
2.945,5.059735,6.128784,6.720452,6.177860,-0.902632,12.977164,5.389261,14.228426,6.746395,15.409172,4.730209,11.027542,6.694509,11.165780,173.216064,86.698090,27.212242,11.161541,8.746943,14.552602,9.045228,11.161552,9.431719,10.889851,9.893787,10.450777,11.844536,12.782973,11.525221,11.361525,11.946661,12.314409
2.946,5.064930,6.126917,6.717339,6.177160,-0.924082,12.974325,5.390996,14.216578,6.740156,15.409281,4.738864,11.059964,6.694522,11.153888,171.095230,83.835281,28.106609,12.172389,8.746923,14.541479,9.045228,11.214157,9.424346,10.935537,9.880186,10.461426,11.820327,12.796803,11.525286,11.357380,11.945400,12.310655
2.947,5.070126,6.125050,6.714226,6.176459,-0.945532,12.971487,5.392732,14.204729,6.733916,15.409390,4.747520,11.092386,6.694536,11.141995,168.974396,80.972466,29.000978,13.183237,8.746904,14.530357,9.045228,11.266762,9.416973,10.981225,9.866585,10.472075,11.796118,12.810632,11.525350,11.353235,11.944140,12.306899
2.948,5.073264,6.123065,6.711002,6.175659,-0.967324,12.970377,5.392470,14.200230,6.727274,15.412981,4.754058,11.126125,6.694731,11.135486,167.686569,79.368858,29.547047,13.910267,8.747318,14.522979,9.045228,11.305734,9.425415,11.010019,9.865190,10.485170,11.783474,12.822854,11.529289,11.352809,11.948349,12.305916
2.949,5.076403,6.121080,6.707779,6.174859,-0.989115,12.969267,5.392208,14.195730,6.720633,15.416571,4.760597,11.159864,6.694926,11.128976,166.398743,77.765251,30.093115,14.637296,8.747732,14.515600,9.045228,11.344706,9.433857,11.038813,9.863794,10.498266,11.770830,12.835077,11.533229,11.352383,11.952557,12.304932
2.950,5.079541,6.119095,6.704556,6.174059,-1.010907,12.968158,5.391946,14.191231,6.713991,15.420160,4.767135,11.193604,6.695122,11.122466,165.110916,76.161644,30.639183,15.364325,8.748146,14.508223,9.045228,11.383678,9.442298,11.067607,9.862399,10.511361,11.758186,12.847300,11.537169,11.351956,11.956765,12.303947
2.951,5.082679,6.117111,6.701333,6.173259,-1.032699,12.967048,5.391684,14.186731,6.707349,15.423751,4.773674,11.227343,6.695317,11.115956,163.823090,74.558037,31.185251,16.091354,8.748560,14.500844,9.045228,11.422650,9.450740,11.096401,9.861004,10.524456,11.745543,12.859522,11.541108,11.351530,11.960974,12.302964
2.952,5.086980,6.114887,6.698949,6.172228,-1.054625,12.967559,5.391854,14.175495,6.701512,15.425051,4.782106,11.252991,6.696386,11.103643,165.207657,74.376808,31.154114,16.198677,8.748778,14.488190,9.048161,11.452209,9.454285,11.109991,9.869103,10.528851,11.745996,12.858852,11.541965,11.349394,11.962877,12.299395
2.953,5.091282,6.112664,6.696565,6.171197,-1.076552,12.968070,5.392025,14.164259,6.695675,15.426350,4.790539,11.278639,6.697455,11.091331,166.592224,74.195587,31.122974,16.306000,8.748997,14.475535,9.051094,11.481770,9.457830,11.123582,9.877203,10.533245,11.746449,12.858183,11.542821,11.347258,11.964781,12.295824
2.954,5.095583,6.110441,6.694181,6.170166,-1.098478,12.968581,5.392196,14.153024,6.689838,15.427649,4.798971,11.304288,6.698524,11.079020,167.976776,74.014359,31.091835,16.413321,8.749216,14.462881,9.054027,11.511330,9.461376,11.137173,9.885303,10.537640,11.746902,12.857513,11.543677,11.345120,11.966683,12.292254
2.955,5.099885,6.108217,6.691797,6.169134,-1.120405,12.969092,5.392366,14.141788,6.684001,15.428948,4.807404,11.329936,6.699594,11.066707,169.361343,73.833130,31.060698,16.520643,8.749434,14.450227,9.056959,11.540889,9.464921,11.150763,9.893402,10.542034,11.747356,12.856844,11.544534,11.342984,11.968587,12.288685
2.956,5.100411,6.105890,6.687926,6.167991,-1.142181,12.966724,5.389098,14.129354,6.676259,15.430531,4.811726,11.357278,6.699594,11.052493,170.447098,73.536835,31.284668,16.896408,8.748819,14.441272,9.058725,11.575506,9.458336,11.171428,9.893619,10.547628,11.741760,12.861435,11.546367,11.342102,11.970349,12.284335
2.957,5.100938,6.103562,6.684055,6.166847,-1.163957,12.964357,5.385829,14.116922,6.668517,15.432114,4.816049,11.384621,6.699594,11.038280,171.532852,73.240540,31.508636,17.272173,8.748203,14.432316,9.060492,11.610125,9.451750,11.192093,9.893835,10.553224,11.736163,12.866027,11.548200,11.341221,11.972112,12.279985
2.958,5.101465,6.101235,6.680183,6.165704,-1.185733,12.961990,5.382560,14.104490,6.660774,15.433696,4.820371,11.411963,6.699594,11.024066,172.618607,72.944237,31.732605,17.647938,8.747588,14.423361,9.062257,11.644743,9.445164,11.212759,9.894053,10.558819,11.730566,12.870619,11.550033,11.340340,11.973874,12.275637
2.959,5.101992,6.098907,6.676312,6.164560,-1.207509,12.959622,5.379291,14.092057,6.653032,15.435278,4.824693,11.439304,6.699594,11.009852,173.704361,72.647942,31.956575,18.023703,8.746973,14.414406,9.064023,11.679360,9.438579,11.233424,9.894269,10.564413,11.724970,12.875210,11.551866,11.339458,11.975636,12.271287
2.960,5.104385,6.096366,6.671520,6.163191,-1.229079,12.956167,5.381435,14.081194,6.643559,15.439055,4.827336,11.468594,6.699481,11.001371,175.024643,71.954254,33.069427,19.565639,8.745934,14.403480,9.075640,11.709151,9.437351,11.255429,9.883652,10.593317,11.685022,12.899548,11.552566,11.335739,11.976249,12.266277
