"Time","59 Left DS","60 Right DS","37a CoMy (cm)","v5 L COP","28 HLy (cm)","33 FLy (cm)","67 xCoM","v3 R COP","35 FRy (cm)","30 HRy (cm)"
0.289,0,0,4.618374,0.000000,6.408660,5.203955,4.641331,0.000000,3.825579,3.674843
0.290,0,0,4.622724,0.000000,6.403162,5.203858,4.650111,0.000000,3.831277,3.674962
0.291,0,0,4.627074,0.000000,6.397664,5.203761,4.658890,0.000000,3.836974,3.675081
0.292,0,0,4.631424,0.000000,6.392167,5.203664,4.667670,0.000000,3.842672,3.675200
0.293,0,0,4.635578,0.000000,6.386871,5.203668,4.676307,0.000000,3.848306,3.675442
0.294,0,0,4.638479,0.000000,6.382861,5.204304,4.684038,0.000000,3.853535,3.676469
0.295,0,0,4.641381,0.000000,6.378851,5.204941,4.691770,0.000000,3.858763,3.677496
0.296,0,0,4.644283,0.000000,6.374841,5.205578,4.699502,0.000000,3.863992,3.678523
0.297,0,0,4.647063,0.000000,6.371068,5.206257,4.707165,0.000000,3.869141,3.679556
0.298,0,0,4.649069,0.000000,6.368798,5.207201,4.714399,0.000000,3.873784,3.680629
0.299,0,0,4.651076,0.000000,6.366529,5.208147,4.721633,0.000000,3.878428,3.681700
0.300,0,0,4.653082,0.000000,6.364259,5.209092,4.728867,0.000000,3.883071,3.682772
0.301,0,0,4.655234,0.000000,6.362040,5.209895,4.736256,0.000000,3.887752,3.683672
0.302,0,0,4.658311,0.000000,6.360145,5.209798,4.744630,0.000000,3.892665,3.683475
0.303,0,0,4.661389,0.000000,6.358250,5.209701,4.753005,0.000000,3.897578,3.683277
0.304,0,0,4.664466,0.000000,6.356355,5.209604,4.761379,0.000000,3.902491,3.683080
0.305,0,0,4.667553,0.000000,6.354442,5.209454,4.769747,0.000000,3.907412,3.682962
0.306,0,0,4.670698,0.000000,6.352407,5.208965,4.778069,0.000000,3.912377,3.683352
0.307,0,0,4.673842,0.000000,6.350373,5.208476,4.786392,0.000000,3.917341,3.683740
0.308,0,0,4.676987,0.000000,6.348339,5.207987,4.794714,0.000000,3.922307,3.684129
0.309,0,0,4.679867,0.000000,6.346269,5.207586,4.802703,0.000000,3.927278,3.684618
0.310,0,0,4.681064,0.000000,6.343976,5.207738,4.808568,0.000000,3.932295,3.685743
0.311,0,0,4.682261,0.000000,6.341682,5.207891,4.814433,0.000000,3.937311,3.686868
0.312,0,0,4.683457,0.000000,6.339389,5.208043,4.820297,0.000000,3.942327,3.687992
0.313,0,0,4.684672,0.000000,6.337157,5.208082,4.826106,0.000000,3.947326,3.689147
0.314,0,0,4.685996,0.000000,6.335312,5.207405,4.831560,0.000000,3.952219,3.690496
0.315,0,0,4.687320,0.000000,6.333467,5.206727,4.837013,0.000000,3.957111,3.691844
0.316,0,0,4.688644,0.000000,6.331621,5.206049,4.842467,0.000000,3.962004,3.693192
0.317,0,0,4.689875,0.000000,6.329853,5.205320,4.847678,0.418130,3.966869,3.694611
0.318,0,0,4.690519,0.000000,6.328571,5.204260,4.851352,2.336159,3.971559,3.696476
0.319,0,1,4.691162,0.000000,6.327290,5.203201,4.855027,3.836823,3.976249,3.698342
0.320,0,1,4.691805,0.000000,6.326008,5.202142,4.858701,3.840331,3.980940,3.700207
0.321,0,1,4.692613,0.000000,6.324680,5.201113,4.862360,3.844043,3.985638,3.702369
0.322,0,1,4.694464,0.000000,6.323058,5.200274,4.865918,3.848483,3.990383,3.706415
0.323,0,1,4.696314,0.000000,6.321435,5.199435,4.869477,3.852906,3.995129,3.710461
0.324,0,1,4.698165,0.000000,6.319812,5.198596,4.873035,3.857266,3.999875,3.714507
0.325,0,1,4.700312,0.000000,6.318242,5.197627,4.876745,3.861378,4.004559,3.718211
0.326,0,1,4.704343,0.000000,6.317005,5.195837,4.881411,3.864600,4.008852,3.719740
0.327,0,1,4.708374,0.000000,6.315768,5.194046,4.886077,3.867696,4.013144,3.721269
0.328,0,1,4.712404,0.000000,6.314531,5.192255,4.890743,3.870342,4.017437,3.722798
0.329,0,1,4.716357,0.000000,6.313314,5.190305,4.895233,3.873040,4.021669,3.724400
0.330,0,1,4.719814,0.000000,6.312225,5.187342,4.898598,3.875925,4.025519,3.726461
0.331,0,1,4.723270,0.000000,6.311135,5.184379,4.901964,3.878839,4.029369,3.728521
0.332,0,1,4.726727,0.000000,6.310046,5.181416,4.905330,3.881854,4.033218,3.730582
0.333,0,1,4.730332,0.000000,6.308816,5.178553,4.908792,3.884829,4.036997,3.732647
0.334,0,1,4.734883,0.000000,6.306696,5.176328,4.912867,3.887659,4.040321,3.734736
0.335,0,1,4.739434,0.000000,6.304577,5.174104,4.916941,3.890440,4.043645,3.736826
0.336,0,1,4.743985,0.000000,6.302457,5.171879,4.921015,3.893042,4.046968,3.738916
0.337,0,1,4.748564,0.000000,6.300282,5.169594,4.925129,3.895603,4.050256,3.740951
0.338,0,1,4.753321,0.000000,6.297752,5.166924,4.929498,3.898020,4.053308,3.742635
0.339,0,1,4.758078,0.000000,6.295222,5.164254,4.933867,3.900417,4.056360,3.744320
0.340,0,1,4.762835,0.000000,6.292692,5.161583,4.938236,3.902745,4.059412,3.746004
0.341,0,1,4.767209,0.000000,6.290045,5.158862,4.942346,3.905073,4.062411,3.747736
0.342,0,1,4.769150,0.000000,6.286650,5.155814,4.944811,3.907405,4.065069,3.749767
0.343,0,1,4.771091,0.000000,6.283256,5.152766,4.947277,3.909742,4.067726,3.751798
0.344,0,1,4.773032,0.000000,6.279861,5.149718,4.949743,3.912097,4.070384,3.753829
0.345,0,1,4.775039,0.000000,6.276418,5.146780,4.952419,3.914455,4.073004,3.755908
0.346,0,1,4.777468,0.000000,6.272663,5.144532,4.956428,3.916829,4.075386,3.758292
0.347,0,1,4.779896,0.000000,6.268908,5.142285,4.960438,3.919207,4.077769,3.760676
0.348,0,1,4.782325,0.000000,6.265152,5.140038,4.964447,3.921598,4.080151,3.763060
0.349,0,1,4.785652,0.000000,6.261389,5.137725,4.969472,3.924004,4.082489,3.765563
0.350,0,1,4.794687,0.000000,6.257574,5.135003,4.980946,3.926464,4.084538,3.768823
0.351,0,1,4.803722,0.000000,6.253758,5.132280,4.992419,3.929003,4.086588,3.772082
0.352,0,1,4.812758,0.000000,6.249943,5.129557,5.003893,3.931822,4.088637,3.775342
0.353,0,1,4.821556,0.000000,6.246146,5.126907,5.015220,3.934759,4.090672,3.778800
0.354,0,1,4.828843,0.000000,6.242465,5.124714,5.025612,3.938121,4.092610,3.783513
0.355,0,1,4.836131,0.000000,6.238785,5.122522,5.036005,3.941468,4.094548,3.788227
0.356,0,1,4.843418,0.000000,6.235105,5.120330,5.046398,3.944765,4.096487,3.792941
0.357,0,1,4.851773,0.000000,6.231599,5.118382,5.057915,3.947910,4.098374,3.797438
0.358,0,1,4.866909,0.000000,6.229197,5.117987,5.076572,3.950505,4.099942,3.800562
0.359,0,1,4.882044,0.000000,6.226795,5.117591,5.095229,3.953001,4.101509,3.803686
0.360,0,1,4.897180,0.000000,6.224392,5.117196,5.113886,3.955133,4.103076,3.806809
0.361,0,1,4.910103,0.000000,6.222165,5.117381,5.130315,3.957251,4.104645,3.809850
0.362,0,1,4.908971,0.000000,6.221044,5.121252,5.132594,3.959320,4.106221,3.812361
0.363,0,1,4.907838,0.000000,6.219923,5.125123,5.134872,3.961379,4.107798,3.814872
0.364,0,1,4.906706,0.000000,6.218801,5.128994,5.137151,3.963401,4.109375,3.817382
0.365,0,1,4.905744,0.000000,6.217775,5.133240,5.139529,3.965402,4.110925,3.819885
0.366,0,1,4.905867,0.000000,6.217351,5.139866,5.142534,3.967322,4.112308,3.822336
0.367,0,1,4.905989,0.000000,6.216927,5.146492,5.145540,3.969242,4.113690,3.824787
0.368,0,1,4.906112,0.000000,6.216503,5.153119,5.148546,3.971155,4.115073,3.827238
0.369,0,1,4.906257,0.000000,6.216136,5.159886,5.151503,3.973068,4.116459,3.829596
0.370,0,1,4.906539,0.000000,6.216134,5.167551,5.154154,3.974979,4.117870,3.831364
0.371,0,1,4.906822,0.000000,6.216132,5.175216,5.156806,3.976761,4.119280,3.833133
0.372,0,1,4.907105,0.000000,6.216130,5.182881,5.159456,3.978078,4.120690,3.834901
0.373,0,1,4.908261,0.000000,6.216173,5.191659,5.162900,3.979171,4.122037,3.836381
0.374,0,1,4.914966,0.000000,6.216496,5.207510,5.171379,3.979460,4.122983,3.836033
0.375,0,1,4.921670,0.000000,6.216820,5.223360,5.179858,3.979752,4.123928,3.835684
0.376,0,1,4.928375,0.000000,6.217144,5.239211,5.188337,3.980056,4.124874,3.835335
0.377,0,1,4.933509,0.000000,6.217410,5.255505,5.195141,3.980604,4.125868,3.835330
0.378,0,1,4.928665,0.000000,6.217314,5.274615,5.191309,3.982025,4.127171,3.837501
0.379,0,1,4.923821,0.000000,6.217218,5.293725,5.187478,3.983574,4.128473,3.839672
0.380,0,1,4.918977,0.000000,6.217122,5.312835,5.183646,3.985580,4.129776,3.841843
0.381,0,1,4.914071,0.000000,6.217055,5.332554,5.179628,3.987526,4.131067,3.843938
0.382,0,1,4.908778,0.000000,6.217170,5.356144,5.174428,3.989252,4.132288,3.845545
0.383,0,1,4.903484,0.000000,6.217285,5.379734,5.169227,3.990852,4.133508,3.847151
0.384,0,1,4.898191,0.000000,6.217401,5.403324,5.164027,3.992001,4.134729,3.848758
0.385,0,1,4.894654,0.000000,6.217553,5.427047,5.160490,3.993007,4.135908,3.850087
0.386,0,1,4.902274,0.000000,6.217944,5.451618,5.167514,3.993501,4.136825,3.849654
0.387,0,1,4.909894,0.000000,6.218334,5.476188,5.174539,3.993894,4.137743,3.849221
0.388,0,1,4.917515,0.000000,6.218725,5.500759,5.181563,3.993922,4.138660,3.848788
0.389,0,1,4.925210,0.000000,6.219034,5.525640,5.188593,3.993893,4.139551,3.848212
0.390,0,1,4.933374,0.000000,6.218829,5.552489,5.195658,3.993663,4.140271,3.846725
0.391,0,1,4.941538,0.000000,6.218624,5.579338,5.202723,3.993371,4.140992,3.845237
0.392,0,1,4.949703,0.000000,6.218419,5.606188,5.209787,3.992858,4.141712,3.843750
0.393,0,1,4.957772,0.000000,6.218220,5.632223,5.216693,3.992273,4.142392,3.842153
0.394,0,1,4.965235,0.000000,6.218063,5.653087,5.222589,3.991430,4.142814,3.839855
0.395,0,1,4.972698,0.000000,6.217906,5.673951,5.228485,3.990549,4.143236,3.837556
0.396,0,1,4.980161,0.000000,6.217750,5.694814,5.234381,3.989529,4.143658,3.835258
0.397,0,1,4.988198,0.000000,6.217585,5.715345,5.240827,3.988503,4.144068,3.832914
0.398,0,1,4.999887,0.000000,6.217369,5.733760,5.250761,3.987453,4.144400,3.830281
0.399,0,1,5.011577,0.000000,6.217153,5.752175,5.260695,3.986362,4.144732,3.827648
0.400,0,1,5.023266,0.000000,6.216937,5.770591,5.270628,3.985127,4.145063,3.825015
0.401,0,1,5.034481,0.000000,6.216698,5.788300,5.280148,3.983807,4.145412,3.822169
0.402,0,1,5.042674,0.000000,6.216314,5.801523,5.287034,3.982182,4.145866,3.817967
0.403,0,1,5.050868,0.000000,6.215931,5.814746,5.293919,3.980456,4.146321,3.813766
0.404,0,1,5.059062,0.000000,6.215548,5.827970,5.300805,3.978372,4.146775,3.809564
0.405,0,1,5.067218,0.000000,6.215251,5.840824,5.307762,3.976202,4.147208,3.805234
0.406,0,1,5.075139,0.000000,6.215510,5.851333,5.315176,3.973724,4.147510,3.800092
0.407,0,1,5.083059,0.000000,6.215769,5.861842,5.322590,3.971269,4.147810,3.794949
0.408,0,1,5.090980,0.000000,6.216028,5.872352,5.330004,3.968896,4.148112,3.789806
0.409,0,1,5.098347,0.000000,6.216280,5.882732,5.336929,3.966651,4.148448,3.784872
0.410,0,1,5.102200,0.000000,6.216492,5.892295,5.340753,3.964869,4.149011,3.781260
0.411,0,1,5.106052,0.000000,6.216703,5.901858,5.344576,3.963190,4.149573,3.777649
0.412,0,1,5.109905,0.000000,6.216915,5.911421,5.348400,3.961885,4.150136,3.774038
0.413,0,1,5.114340,0.000000,6.217057,5.920831,5.352848,3.960624,4.150686,3.770548
0.414,0,1,5.122478,0.000000,6.216753,5.929268,5.361266,3.959521,4.151161,3.767829
0.415,0,1,5.130615,0.000000,6.216450,5.937706,5.369683,3.958411,4.151636,3.765110
0.416,0,1,5.138752,0.000000,6.216146,5.946144,5.378101,3.957273,4.152111,3.762391
0.417,0,1,5.146727,0.000000,6.215828,5.954610,5.386401,3.956082,4.152606,3.759532
0.418,0,1,5.153675,0.000000,6.215421,5.963255,5.393951,3.954705,4.153229,3.755785
0.419,0,1,5.160622,0.000000,6.215013,5.971901,5.401502,3.953253,4.153852,3.752038
0.420,0,1,5.167570,0.000000,6.214605,5.980547,5.409052,3.951535,4.154474,3.748291
0.421,0,1,5.174315,0.000000,6.214269,5.989092,5.416392,3.949738,4.155081,3.744403
0.422,0,1,5.179780,0.000000,6.214388,5.996999,5.422395,3.947664,4.155595,3.739616
0.423,0,1,5.185244,0.000000,6.214507,6.004906,5.428397,3.945564,4.156108,3.734829
0.424,0,1,5.190708,0.000000,6.214625,6.012813,5.434400,3.943373,4.156621,3.730042
0.425,0,1,5.195841,0.000000,6.214714,6.020690,5.439981,3.941208,4.157134,3.725270
0.426,0,1,5.198872,0.000000,6.214607,6.028385,5.442886,3.939134,4.157640,3.720594
0.427,0,1,5.201902,0.000000,6.214501,6.036080,5.445791,3.937056,4.158148,3.715918
0.428,0,1,5.204933,0.000000,6.214395,6.043776,5.448696,3.934963,4.158655,3.711241
0.429,0,1,5.208153,0.000000,6.214394,6.051705,5.451689,3.932827,4.159132,3.706525
0.430,0,1,5.212573,0.000000,6.215063,6.061128,5.455248,3.930539,4.159425,3.701555
0.431,0,1,5.216992,0.000000,6.215732,6.070549,5.458807,3.928230,4.159717,3.696584
0.432,0,1,5.221412,0.000000,6.216402,6.079971,5.462366,3.925848,4.160009,3.691614
0.433,0,1,5.225876,0.000000,6.217019,6.089649,5.465919,3.496270,4.160313,3.686740
0.434,0,0,5.230615,0.000000,6.217308,6.100953,5.469441,1.534278,4.160697,3.682481
0.435,0,0,5.235354,0.000000,6.217597,6.112256,5.472962,0.000000,4.161080,3.678222
0.436,0,0,5.240093,0.000000,6.217885,6.123559,5.476483,0.000000,4.161463,3.673962
0.437,0,0,5.244211,0.000000,6.218187,6.134826,5.479324,0.000000,4.161867,3.670141
0.438,0,0,5.244379,0.000000,6.218570,6.145859,5.477844,0.000000,4.162401,3.669108
0.439,0,0,5.244547,0.000000,6.218953,6.156892,5.476364,0.000000,4.162936,3.668074
0.440,0,0,5.244715,0.000000,6.219336,6.167925,5.474883,0.000000,4.163470,3.667040
0.441,0,0,5.244913,0.000000,6.219709,6.178976,5.473376,0.000000,4.163992,3.666339
0.442,0,0,5.245298,0.000000,6.220018,6.190141,5.471697,0.000000,4.164432,3.667758
0.443,0,0,5.245684,0.000000,6.220327,6.201305,5.470018,0.000000,4.164872,3.669177
0.444,0,0,5.246069,0.000000,6.220636,6.212471,5.468338,0.000000,4.165311,3.670596
0.445,0,0,5.246954,0.000000,6.220951,6.223561,5.467139,0.000000,4.165730,3.672115
0.446,0,0,5.251008,0.000000,6.221300,6.234181,5.468987,0.000000,4.166017,3.674263
0.447,0,0,5.255062,0.000000,6.221650,6.244801,5.470835,0.000000,4.166304,3.676412
0.448,0,0,5.259116,0.000000,6.221999,6.255421,5.472683,0.000000,4.166590,3.678561
0.449,0,0,5.263418,0.000000,6.222431,6.266101,5.474808,0.000000,4.166869,3.680751
0.450,0,0,5.269302,0.000000,6.223387,6.277160,5.478694,0.000000,4.167097,3.683204
0.451,0,0,5.275187,0.000000,6.224343,6.288218,5.482580,0.000000,4.167324,3.685657
0.452,0,0,5.281071,0.000000,6.225299,6.299277,5.486466,0.000000,4.167552,3.688110
0.453,0,0,5.286146,0.000000,6.226360,6.310116,5.489566,0.000000,4.167782,3.690712
0.454,0,0,5.286081,0.000000,6.228094,6.319566,5.487671,0.000000,4.168023,3.694259
0.455,0,0,5.286016,0.000000,6.229827,6.329016,5.485775,0.000000,4.168264,3.697807
0.456,0,0,5.285952,0.000000,6.231560,6.338466,5.483881,0.000000,4.168506,3.701354
0.457,0,0,5.286411,0.000000,6.233265,6.347758,5.482525,0.000000,4.168789,3.704894
0.458,0,0,5.290197,0.000000,6.234785,6.356052,5.484602,0.000000,4.169340,3.708389
0.459,0,0,5.293984,0.000000,6.236306,6.364347,5.486679,0.000000,4.169891,3.711884
0.460,0,0,5.297771,0.000000,6.237826,6.372641,5.488755,0.000000,4.170443,3.715380
0.461,0,0,5.301187,0.000000,6.239298,6.380841,5.490513,0.000000,4.170939,3.718904
0.462,0,0,5.302252,0.000000,6.240464,6.388439,5.490247,0.000000,4.171089,3.722618
0.463,0,0,5.303318,0.000000,6.241629,6.396037,5.489981,0.000000,4.171239,3.726331
0.464,0,0,5.304383,0.000000,6.242795,6.403635,5.489714,0.000000,4.171389,3.730044
0.465,0,0,5.305470,0.000000,6.244018,6.411219,5.489513,0.000000,4.171556,3.733694
0.466,0,0,5.306694,0.000000,6.245608,6.418718,5.489723,0.000000,4.171825,3.736944
0.467,0,0,5.307918,0.000000,6.247199,6.426218,5.489933,0.000000,4.172094,3.740194
0.468,0,0,5.309142,0.000000,6.248789,6.433717,5.490143,0.000000,4.172364,3.743443
0.469,0,0,5.310487,0.000000,6.250396,6.440814,5.490510,0.000000,4.172649,3.746800
0.470,0,0,5.312606,0.000000,6.252109,6.445356,5.491877,0.000000,4.173032,3.750834
0.471,0,0,5.314724,0.000000,6.253822,6.449899,5.493243,0.000000,4.173415,3.754869
0.472,0,0,5.316843,0.000000,6.255535,6.454441,5.494610,0.000000,4.173799,3.758904
0.473,0,0,5.319166,0.000000,6.257184,6.458768,5.496180,0.000000,4.174234,3.763154
0.474,0,0,5.322787,0.000000,6.258423,6.461731,5.499046,0.000000,4.175002,3.768771
0.475,0,0,5.326408,0.000000,6.259663,6.464694,5.501912,0.000000,4.175770,3.774389
0.476,0,0,5.330029,0.000000,6.260903,6.467656,5.504777,0.000000,4.176538,3.780007
0.477,0,0,5.334397,0.000000,6.262186,6.470409,5.508408,0.000000,4.177326,3.785584
0.478,0,0,5.343511,0.000000,6.263744,6.471828,5.516895,0.000000,4.178235,3.790904
0.479,0,0,5.352624,0.000000,6.265302,6.473248,5.525383,0.000000,4.179143,3.796224
0.480,0,0,5.361738,0.000000,6.266860,6.474668,5.533870,0.000000,4.180052,3.801545
0.481,0,0,5.370077,0.000000,6.268381,6.475847,5.541572,0.000000,4.180995,3.806816
0.482,0,0,5.373497,0.000000,6.269670,6.475502,5.544290,0.000000,4.182161,3.811779
0.483,0,0,5.376916,0.000000,6.270957,6.475156,5.547007,0.000000,4.183326,3.816741
0.484,0,0,5.380335,0.000000,6.272245,6.474811,5.549724,0.000000,4.184492,3.821703
0.485,0,0,5.384237,0.000000,6.273496,6.474360,5.552904,0.000000,4.185632,3.826778
0.486,0,0,5.391205,0.000000,6.274504,6.473232,5.559024,0.000000,4.186607,3.832568
0.487,0,0,5.398172,0.000000,6.275512,6.472106,5.565144,0.000000,4.187582,3.838359
0.488,0,0,5.405139,0.000000,6.276520,6.470979,5.571264,0.000000,4.188557,3.844149
0.489,0,0,5.411209,0.000000,6.277488,6.469595,5.576470,0.000000,4.189516,3.849494
0.490,0,0,5.411569,0.000000,6.278196,6.466581,5.575872,0.000000,4.190372,3.852011
0.491,0,0,5.411929,0.000000,6.278905,6.463567,5.575274,0.000000,4.191227,3.854528
0.492,0,0,5.412289,0.000000,6.279614,6.460554,5.574677,0.000000,4.192083,3.857045
0.493,0,0,5.413414,0.000000,6.280308,6.457508,5.574867,0.000000,4.192939,3.859500
0.494,0,0,5.419403,0.000000,6.280909,6.454261,5.580067,0.000000,4.193796,3.861562
0.495,0,0,5.425391,0.000000,6.281509,6.451014,5.585267,0.000000,4.194653,3.863624
0.496,0,0,5.431379,0.000000,6.282110,6.447766,5.590467,0.000000,4.195510,3.865685
0.497,0,0,5.436840,0.000000,6.282676,6.444623,5.595170,0.000000,4.196362,3.867563
0.498,0,0,5.438951,0.000000,6.283020,6.442136,5.596711,0.000000,4.197179,3.868273
0.499,0,0,5.441062,0.000000,6.283365,6.439651,5.598252,0.000000,4.197997,3.868983
0.500,0,0,5.443173,0.000000,6.283709,6.437164,5.599794,0.000000,4.198814,3.869693
0.501,0,0,5.445529,0.000000,6.284015,6.434669,5.601596,0.000000,4.199613,3.870352
0.502,0,0,5.449440,0.000000,6.284076,6.432109,5.605055,0.000000,4.200290,3.870684
0.503,0,0,5.453351,0.000000,6.284138,6.429551,5.608515,0.000000,4.200967,3.871017
0.504,0,0,5.457263,0.000000,6.284199,6.426991,5.611974,0.000000,4.201644,3.871350
0.505,0,0,5.461065,0.000000,6.284262,6.424448,5.615346,0.000000,4.202328,3.871683
0.506,0,0,5.464180,0.000000,6.284335,6.422009,5.618169,0.000000,4.203058,3.872023
0.507,0,0,5.467296,0.000000,6.284408,6.419569,5.620993,0.000000,4.203788,3.872362
0.508,0,0,5.470411,0.000000,6.284480,6.417130,5.623816,0.000000,4.204518,3.872702
0.509,0,0,5.473681,0.000000,6.284534,6.414436,5.626788,0.000000,4.205202,3.873082
0.510,0,0,5.477939,0.000000,6.284467,6.410127,5.630707,0.000000,4.205596,3.873725
0.511,0,0,5.482196,0.000000,6.284400,6.405818,5.634627,0.000000,4.205991,3.874367
0.512,0,0,5.486454,0.000000,6.284332,6.401510,5.638546,0.000000,4.206386,3.875010
0.513,0,0,5.490488,0.000000,6.284247,6.397121,5.642214,0.000000,4.206850,3.875381
0.514,0,0,5.493102,0.000000,6.284045,6.392222,5.644280,0.000000,4.207752,3.874029
0.515,0,0,5.495716,0.690085,6.283844,6.387323,5.646347,0.000000,4.208655,3.872678
0.516,0,0,5.498331,3.855615,6.283643,6.382424,5.648413,0.000000,4.209558,3.871326
0.517,1,0,5.501016,6.330424,6.283398,6.377476,5.650487,0.000000,4.210458,3.870011
0.518,1,0,5.504154,6.327514,6.282876,6.372209,5.652613,0.000000,4.211343,3.868932
0.519,1,0,5.507293,6.324609,6.282353,6.366941,5.654739,0.000000,4.212228,3.867852
0.520,1,0,5.510431,6.321727,6.281831,6.361675,5.656865,0.000000,4.213114,3.866773
0.521,1,0,5.513373,6.318917,6.281320,6.356487,5.658745,0.000000,4.213988,3.865674
0.522,1,0,5.515071,6.316361,6.280882,6.351806,5.659066,0.000000,4.214793,3.864447
0.523,1,0,5.516769,6.313805,6.280444,6.347125,5.659387,0.000000,4.215598,3.863221
0.524,1,0,5.518467,6.311242,6.280006,6.342443,5.659708,0.000000,4.216403,3.861994
0.525,1,0,5.519990,6.308617,6.279573,6.337746,5.659810,0.000000,4.217184,3.860765
0.526,1,0,5.520397,6.305766,6.279171,6.332947,5.658520,0.000000,4.217815,3.859514
0.527,1,0,5.520803,6.303015,6.278769,6.328147,5.657229,0.000000,4.218446,3.858263
0.528,1,0,5.521210,6.300625,6.278366,6.323348,5.655939,0.000000,4.219078,3.857013
0.529,1,0,5.521761,6.298499,6.277984,6.319011,5.654764,0.000000,4.219651,3.855794
0.530,1,0,5.523228,6.297322,6.277733,6.317615,5.654324,0.000000,4.219858,3.854777
0.531,1,0,5.524695,6.296288,6.277483,6.316218,5.653883,0.000000,4.220065,3.853760
0.532,1,0,5.526163,6.295766,6.277233,6.314822,5.653443,0.000000,4.220271,3.852743
0.533,1,0,5.527476,6.295231,6.276941,6.313562,5.652813,0.000000,4.220474,3.851667
0.534,1,0,5.527815,6.294652,6.276392,6.313172,5.650978,0.000000,4.220655,3.850214
0.535,1,0,5.528153,6.294116,6.275843,6.312781,5.649142,0.000000,4.220835,3.848762
0.536,1,0,5.528492,6.293739,6.275294,6.312391,5.647306,0.000000,4.221015,3.847310
0.537,1,0,5.528871,6.293487,6.274734,6.312228,5.645476,0.000000,4.221210,3.845520
0.538,1,0,5.529501,6.293687,6.274101,6.313513,5.643682,0.000000,4.221496,3.841590
0.539,1,0,5.530132,6.293937,6.273468,6.314797,5.641887,0.000000,4.221781,3.837661
0.540,1,0,5.530763,6.294372,6.272836,6.316082,5.640092,0.000000,4.222066,3.833731
