"Time","v1 xCoMy","v3 Left CoP","28a CoMy (cm)","v2 Right CoP","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
4.055,5.693172,4.737035,5.770325,6.151460,-1.492920,6.449737,5.717357,3.940542,5.127003,6.057580,6.585564,8.611593,4.347067,7.583361,179.483826,173.575638,54.251472,172.939850,8.767057,5.629037,9.543293,7.106653,9.730024,7.601244,9.969935,8.219771,10.657231,9.533085,11.549721,7.752929,11.862804,6.872078
4.056,5.690326,4.735577,5.768247,6.148776,-1.507779,6.452457,5.713744,3.947930,5.126338,6.070352,6.583808,8.620520,4.344816,7.562593,179.476807,171.967194,54.324230,173.639359,8.768145,5.637802,9.543706,7.086949,9.724100,7.587576,9.949766,8.193698,10.681394,9.542968,11.550918,7.755296,11.864525,6.873340
4.057,5.687480,4.734119,5.766170,6.146091,-1.522638,6.455178,5.710131,3.955319,5.125673,6.083123,6.582053,8.629447,4.342566,7.541825,179.469803,170.358765,54.396988,174.338867,8.769233,5.646566,9.544119,7.067246,9.718176,7.573908,9.929598,8.167624,10.705556,9.552851,11.552114,7.757664,11.866244,6.874602
4.058,5.684635,4.732661,5.764091,6.143407,-1.537497,6.457899,5.706517,3.962707,5.125008,6.095895,6.580297,8.638374,4.340315,7.521057,179.462799,168.750320,54.469749,175.038376,8.770321,5.655332,9.544533,7.047543,9.712251,7.560240,9.909430,8.141550,10.729718,9.562734,11.553310,7.760031,11.867964,6.875864
4.059,5.681789,4.731203,5.762013,6.140723,-1.552356,6.460619,5.702904,3.970096,5.124343,6.108667,6.578542,8.647301,4.338064,7.500288,179.455780,167.141876,54.542507,175.737885,8.771408,5.664096,9.544946,7.027839,9.706326,7.546572,9.889260,8.115477,10.753881,9.572617,11.554507,7.762399,11.869684,6.877126
4.060,5.678774,4.726686,5.759779,6.138785,-1.567455,6.464387,5.700176,3.983262,5.124281,6.119098,6.577395,8.659063,4.329090,7.481338,177.551575,167.327484,54.402569,176.348587,8.773417,5.675465,9.539558,7.000396,9.689603,7.524901,9.879575,8.094632,10.773505,9.574806,11.553394,7.764401,11.869603,6.878706
4.061,5.675759,4.722168,5.757545,6.136848,-1.582554,6.468155,5.697447,3.996429,5.124220,6.129528,6.576249,8.670826,4.320117,7.462387,175.647385,167.513092,54.262627,176.959290,8.775425,5.686832,9.534170,6.972954,9.672879,7.503230,9.869890,8.073788,10.793129,9.576996,11.552280,7.766404,11.869522,6.880285
4.062,5.672745,4.717651,5.755310,6.134911,-1.597652,6.471923,5.694718,4.009595,5.124159,6.139958,6.575102,8.682588,4.311143,7.443437,173.743195,167.698715,54.122688,177.569992,8.777433,5.698200,9.528782,6.945511,9.656156,7.481559,9.860205,8.052944,10.812754,9.579186,11.551167,7.768407,11.869442,6.881865
4.063,5.669730,4.713133,5.753076,6.132973,-1.612751,6.475691,5.691990,4.022762,5.124097,6.150388,6.573956,8.694350,4.302169,7.424486,171.838989,167.884323,53.982750,178.180695,8.779442,5.709569,9.523395,6.918068,9.639432,7.459888,9.850519,8.032100,10.832378,9.581376,11.550055,7.770410,11.869361,6.883445
4.064,5.666674,4.707742,5.750803,6.131685,-1.627926,6.479417,5.688523,4.034520,5.122684,6.161673,6.574847,8.704310,4.292800,7.396177,170.222687,167.738739,53.579571,178.072784,8.779659,5.718365,9.526066,6.892235,9.630526,7.438548,9.840997,7.998590,10.864722,9.579796,11.548298,7.772871,11.869013,6.886814
4.065,5.663617,4.702351,5.748531,6.130397,-1.643101,6.483143,5.685056,4.046277,5.121270,6.172956,6.575738,8.714272,4.283431,7.367867,168.606384,167.593140,53.176392,177.964859,8.779877,5.727160,9.528736,6.866402,9.621620,7.417208,9.831474,7.965079,10.897066,9.578217,11.546542,7.775331,11.868664,6.890183
4.066,5.660561,4.696959,5.746259,6.129109,-1.658275,6.486869,5.681589,4.058035,5.119857,6.184240,6.576630,8.724232,4.274062,7.339559,166.990067,167.447556,52.773212,177.856934,8.780093,5.735956,9.531406,6.840569,9.612714,7.395867,9.821951,7.931569,10.929411,9.576637,11.544786,7.777792,11.868316,6.893552
4.067,5.657505,4.691568,5.743987,6.127821,-1.673450,6.490595,5.678122,4.069793,5.118443,6.195525,6.577521,8.734192,4.264693,7.311250,165.373764,167.301971,52.370033,177.749023,8.780311,5.744752,9.534078,6.814736,9.603807,7.374527,9.812428,7.898059,10.961755,9.575057,11.543030,7.780253,11.867968,6.896922
4.068,5.653853,4.688566,5.741124,6.128220,-1.688709,6.491475,5.678909,4.080276,5.118431,6.205853,6.577530,8.743991,4.258702,7.290361,165.582428,166.507874,52.198402,177.226273,8.779099,5.750442,9.529615,6.794374,9.597161,7.355799,9.799651,7.875319,10.980098,9.574393,11.543094,7.781426,11.867483,6.899771
4.069,5.650202,4.685565,5.738261,6.128618,-1.703968,6.492353,5.679697,4.090759,5.118418,6.216181,6.577540,8.753790,4.252711,7.269472,165.791077,165.713760,52.026772,176.703522,8.777885,5.756131,9.525152,6.774014,9.590515,7.337071,9.786874,7.852579,10.998440,9.573729,11.543158,7.782599,11.867000,6.902619
4.070,5.646550,4.682563,5.735398,6.129017,-1.719227,6.493233,5.680484,4.101242,5.118406,6.226509,6.577549,8.763589,4.246719,7.248584,165.999741,164.919647,51.855145,176.180771,8.776672,5.761821,9.520689,6.753653,9.583869,7.318344,9.774096,7.829839,11.016783,9.573065,11.543222,7.783772,11.866516,6.905468
4.071,5.642899,4.679561,5.732535,6.129416,-1.734486,6.494112,5.681272,4.111725,5.118393,6.236837,6.577559,8.773388,4.240728,7.227695,166.208405,164.125549,51.683514,175.658020,8.775460,5.767510,9.516227,6.733291,9.577223,7.299616,9.761319,7.807098,11.035126,9.572401,11.543286,7.784945,11.866032,6.908318
4.072,5.639231,4.677248,5.729654,6.127947,-1.749713,6.497379,5.680653,4.125425,5.117844,6.244922,6.575242,8.779685,4.236652,7.202288,165.449722,163.938065,51.522518,175.095154,8.776081,5.776922,9.507962,6.710334,9.562020,7.276102,9.748951,7.789514,11.046904,9.571056,11.540352,7.787069,11.865614,6.910671
4.073,5.635562,4.674934,5.726773,6.126479,-1.764941,6.500646,5.680034,4.139125,5.117293,6.253007,6.572925,8.785982,4.232575,7.176880,164.691040,163.750580,51.361519,174.532288,8.776701,5.786333,9.499698,6.687377,9.546818,7.252588,9.736584,7.771929,11.058681,9.569713,11.537417,7.789194,11.865197,6.913025
4.074,5.631894,4.672621,5.723892,6.125011,-1.780168,6.503913,5.679415,4.152824,5.116744,6.261093,6.570607,8.792278,4.228498,7.151473,163.932343,163.563095,51.200523,173.969437,8.777321,5.795745,9.491433,6.664421,9.531616,7.229074,9.724216,7.754344,11.070460,9.568369,11.534483,7.791318,11.864780,6.915379
4.075,5.628226,4.670308,5.721011,6.123543,-1.795396,6.507180,5.678796,4.166524,5.116194,6.269178,6.568290,8.798575,4.224422,7.126066,163.173660,163.375610,51.039528,173.406570,8.777942,5.805156,9.483169,6.641464,9.516414,7.205559,9.711848,7.736759,11.082238,9.567024,11.531549,7.793442,11.864363,6.917733
4.076,5.624286,4.670140,5.717852,6.124990,-1.810510,6.515879,5.681639,4.181264,5.116109,6.279420,6.568342,8.809381,4.224170,7.106380,163.681870,162.612213,51.035366,172.997894,8.774561,5.810781,9.462038,6.608991,9.495594,7.168364,9.691626,7.715317,11.091494,9.562688,11.529043,7.794510,11.863249,6.919170
4.077,5.620345,4.669971,5.714692,6.126438,-1.825624,6.524577,5.684482,4.196004,5.116025,6.289662,6.568395,8.820185,4.223917,7.086695,164.190079,161.848816,51.031204,172.589233,8.771180,5.816405,9.440907,6.576519,9.474774,7.131169,9.671402,7.693874,11.100748,9.558352,11.526537,7.795579,11.862136,6.920608
4.078,5.616404,4.669803,5.711532,6.127886,-1.840738,6.533276,5.687325,4.210744,5.115941,6.299905,6.568447,8.830990,4.223665,7.067009,164.698288,161.085403,51.027039,172.180557,8.767799,5.822030,9.419775,6.544046,9.453955,7.093974,9.651179,7.672431,11.110003,9.554015,11.524031,7.796648,11.861023,6.922046
4.079,5.612463,4.669635,5.708372,6.129333,-1.855853,6.541974,5.690168,4.225483,5.115856,6.310147,6.568499,8.841795,4.223413,7.047323,165.206497,160.322006,51.022877,171.771881,8.764419,5.827654,9.398644,6.511574,9.433135,7.056778,9.630957,7.650989,11.119258,9.549679,11.521525,7.797716,11.859909,6.923483
4.080,5.608354,4.670038,5.705030,6.127636,-1.870703,6.551147,5.686987,4.235763,5.115788,6.321319,6.568286,8.852074,4.224288,7.025845,164.536316,160.250427,50.982792,171.251389,8.761295,5.836702,9.384479,6.488012,9.414712,7.037637,9.614670,7.631021,11.129338,9.543305,11.519422,7.800552,11.861744,6.925275
4.081,5.604244,4.670441,5.701689,6.125939,-1.885553,6.560320,5.683807,4.246043,5.115718,6.332490,6.568072,8.862352,4.225164,7.004366,163.866119,160.178864,50.942707,170.730896,8.758173,5.845750,9.370312,6.464451,9.396290,7.018495,9.598384,7.611053,11.139420,9.536932,11.517319,7.803388,11.863578,6.927066
4.082,5.600135,4.670844,5.698347,6.124243,-1.900404,6.569493,5.680626,4.256323,5.115649,6.343662,6.567859,8.872632,4.226039,6.982888,163.195923,160.107285,50.902622,170.210403,8.755051,5.854798,9.356146,6.440889,9.377867,6.999352,9.582098,7.591084,11.149500,9.530560,11.515215,7.806224,11.865412,6.928858
4.083,5.596026,4.671247,5.695005,6.122546,-1.915254,6.578666,5.677446,4.266603,5.115581,6.354834,6.567646,8.882911,4.226915,6.961409,162.525742,160.035706,50.862537,169.689911,8.751927,5.863846,9.341980,6.417327,9.359444,6.980211,9.565811,7.571116,11.159580,9.524186,11.513111,7.809060,11.867247,6.930649
4.084,5.591699,4.671677,5.691428,6.121221,-1.929775,6.582872,5.676684,4.275290,5.114647,6.361095,6.565758,8.890960,4.228706,6.943310,162.032639,159.694946,50.947273,169.406403,8.748953,5.870890,9.326932,6.384155,9.338665,6.955951,9.545670,7.551466,11.161599,9.513075,11.507493,7.809377,11.863340,6.931551
4.085,5.587371,4.672106,5.687851,6.119897,-1.944296,6.587078,5.675922,4.283977,5.113714,6.367357,6.563871,8.899009,4.230498,6.925211,161.539536,159.354187,51.032013,169.122894,8.745978,5.877934,9.311884,6.350983,9.317886,6.931691,9.525527,7.531815,11.163618,9.501965,11.501875,7.809694,11.859434,6.932453
4.086,5.583044,4.672535,5.684274,6.118572,-1.958817,6.591284,5.675160,4.292663,5.112781,6.373618,6.561984,8.907058,4.232289,6.907113,161.046432,159.013412,51.116753,168.839371,8.743004,5.884977,9.296835,6.317810,9.297109,6.907432,9.505384,7.512164,11.165636,9.490854,11.496258,7.810011,11.855529,6.933355
4.087,5.578716,4.672964,5.680697,6.117248,-1.973338,6.595490,5.674398,4.301350,5.111847,6.379879,6.560097,8.915107,4.234081,6.889014,160.553329,158.672653,51.201488,168.555862,8.740029,5.892021,9.281787,6.284637,9.276330,6.883172,9.485243,7.492514,11.167655,9.479743,11.490640,7.810328,11.851623,6.934257
4.088,5.574745,4.674328,5.677440,6.116879,-1.987168,6.600299,5.674116,4.307697,5.111824,6.388552,6.559643,8.924642,4.236833,6.880690,160.797226,158.340149,51.366989,168.193695,8.752182,5.906991,9.260622,6.268963,9.256734,6.856804,9.467425,7.474703,11.168155,9.466272,11.486329,7.810425,11.851461,6.936728
4.089,5.570773,4.675693,5.674183,6.116511,-2.000998,6.605107,5.673834,4.314045,5.111800,6.397224,6.559188,8.934177,4.239585,6.872365,161.041122,158.007629,51.532486,167.831512,8.764334,5.921960,9.239456,6.253289,9.237137,6.830437,9.449608,7.456892,11.168654,9.452802,11.482018,7.810522,11.851299,6.939198
4.090,5.566801,4.677057,5.670926,6.116142,-2.014827,6.609916,5.673551,4.320393,5.111776,6.405897,6.558734,8.943712,4.242337,6.864040,161.285019,157.675125,51.697987,167.469330,8.776485,5.936930,9.218290,6.237615,9.217541,6.804070,9.431790,7.439082,11.169154,9.439331,11.477708,7.810618,11.851138,6.941668
4.091,5.562829,4.678421,5.667669,6.115774,-2.028657,6.614725,5.673269,4.326740,5.111753,6.414569,6.558280,8.953247,4.245089,6.855716,161.528915,157.342621,51.863487,167.107162,8.788638,5.951899,9.197125,6.221941,9.197945,6.777702,9.413973,7.421271,11.169654,9.425860,11.473397,7.810715,11.850977,6.944138
4.092,5.559121,4.679039,5.664631,6.115322,-2.041625,6.620456,5.672412,4.335409,5.111144,6.421994,6.558232,8.962326,4.246935,6.853947,161.999786,157.674194,52.041168,166.805695,8.831548,5.961092,9.162531,6.223376,9.172273,6.764718,9.394109,7.405021,11.165550,9.411469,11.465017,7.812068,11.847035,6.945881
4.093,5.555413,4.679658,5.661592,6.114870,-2.054592,6.626187,5.671555,4.344079,5.110536,6.429419,6.558185,8.971405,4.248780,6.852177,162.470657,158.005768,52.218849,166.504242,8.874456,5.970285,9.127935,6.224812,9.146601,6.751733,9.374245,7.388771,11.161446,9.397076,11.456636,7.813421,11.843094,6.947624
4.094,5.551705,4.680276,5.658555,6.114417,-2.067559,6.631919,5.670698,4.352748,5.109927,6.436844,6.558137,8.980485,4.250626,6.850408,162.941528,158.337326,52.396530,166.202774,8.917366,5.979479,9.093340,6.226247,9.120930,6.738748,9.354380,7.372521,11.157342,9.382683,11.448256,7.814775,11.839151,6.949368
4.095,5.547997,4.680895,5.655517,6.113965,-2.080527,6.637650,5.669841,4.361417,5.109319,6.444269,6.558089,8.989564,4.252471,6.848638,163.412399,158.668900,52.574211,165.901306,8.960276,5.988672,9.058745,6.227682,9.095258,6.725763,9.334516,7.356271,11.153238,9.368291,11.439876,7.816127,11.835210,6.951110
4.096,5.544235,4.686801,5.652385,6.116042,-2.092700,6.642683,5.671196,4.372869,5.109129,6.449976,6.560888,8.999660,4.264473,6.851837,162.330170,160.015396,52.641403,165.724670,8.948491,5.989594,9.030157,6.237511,9.068999,6.727241,9.323261,7.349861,11.148552,9.362338,11.432962,7.817982,11.829321,6.956564
4.097,5.540474,4.692708,5.649253,6.118119,-2.104873,6.647716,5.672550,4.384320,5.108940,6.455683,6.563687,9.009758,4.276476,6.855036,161.247955,161.361877,52.708595,165.548035,8.936707,5.990517,9.001569,6.247339,9.042741,6.728719,9.312007,7.343452,11.143866,9.356384,11.426049,7.819836,11.823432,6.962019
4.098,5.536714,4.698614,5.646121,6.120195,-2.117046,6.652749,5.673905,4.395772,5.108750,6.461390,6.566486,9.019855,4.288478,6.858235,160.165741,162.708374,52.775787,165.371384,8.924921,5.991440,8.972980,6.257167,9.016482,6.730196,9.300753,7.337043,11.139179,9.350431,11.419136,7.821690,11.817543,6.967473
4.099,5.532952,4.704520,5.642989,6.122272,-2.129220,6.657782,5.675260,4.407223,5.108561,6.467097,6.569285,9.029951,4.300480,6.861434,159.083511,164.054871,52.842979,165.194748,8.913136,5.992362,8.944392,6.266995,8.990224,6.731674,9.289498,7.330633,11.134493,9.344479,11.412223,7.823545,11.811654,6.972927
4.100,5.529299,4.709621,5.639946,6.122991,-2.141056,6.657782,5.675158,4.420454,5.108150,6.476321,6.570825,9.035345,4.311093,6.869325,158.755890,165.400879,52.806942,165.030914,8.892378,6.003916,8.920704,6.285916,8.974396,6.748301,9.283734,7.334127,11.127774,9.348307,11.405309,7.825951,11.807288,6.975612
4.101,5.525645,4.714722,5.636905,6.123710,-2.152892,6.657782,5.675056,4.433685,5.107739,6.485545,6.572364,9.040740,4.321706,6.877214,158.428268,166.746872,52.770905,164.867065,8.871619,6.015470,8.897015,6.304837,8.958569,6.764929,9.277969,7.337621,11.121056,9.352135,11.398395,7.828358,11.802922,6.978296
4.102,5.521991,4.719823,5.633862,6.124428,-2.164728,6.657782,5.674953,4.446917,5.107328,6.494769,6.573903,9.046135,4.332318,6.885105,158.100647,168.092865,52.734867,164.703232,8.850861,6.027024,8.873325,6.323757,8.942740,6.781556,9.272205,7.341115,11.114337,9.355963,11.391480,7.830765,11.798556,6.980981
4.103,5.518337,4.724924,5.630820,6.125147,-2.176564,6.657782,5.674851,4.460147,5.106917,6.503993,6.575443,9.051529,4.342931,6.892995,157.773026,169.438873,52.698830,164.539398,8.830102,6.038578,8.849637,6.342678,8.926912,6.798183,9.266441,7.344608,11.107618,9.359791,11.384566,7.833171,11.794190,6.983666
4.104,5.514341,4.726142,5.627398,6.125082,-2.187660,6.657782,5.674115,4.469968,5.106521,6.503993,6.576050,9.061985,4.345763,6.902195,157.973267,169.670609,52.547928,164.268829,8.814924,6.056170,8.844457,6.360859,8.924549,6.816164,9.260231,7.353453,11.097087,9.369846,11.373258,7.837264,11.786918,6.987195
4.105,5.510345,4.727360,5.623975,6.125017,-2.198756,6.657782,5.673378,4.479788,5.106125,6.503993,6.576656,9.072441,4.348595,6.911395,158.173523,169.902344,52.397026,163.998276,8.799747,6.073762,8.839277,6.379039,8.922186,6.834144,9.254021,7.362297,11.086555,9.379901,11.361950,7.841356,11.779646,6.990724
4.106,5.506349,4.728578,5.620553,6.124952,-2.209852,6.657782,5.672641,4.489609,5.105730,6.503993,6.577263,9.082898,4.351426,6.920596,158.373764,170.134094,52.246120,163.727722,8.784570,6.091354,8.834097,6.397220,8.919822,6.852124,9.247809,7.371140,11.076024,9.389956,11.350641,7.845448,11.772373,6.994253
4.107,5.502353,4.729795,5.617130,6.124887,-2.220948,6.657782,5.671904,4.499429,5.105334,6.503993,6.577870,9.093354,4.354258,6.929796,158.574005,170.365829,52.095219,163.457153,8.769392,6.108946,8.828917,6.415401,8.917459,6.870105,9.241599,7.379985,11.065493,9.400011,11.339333,7.849541,11.765100,6.997782
4.108,5.498276,4.730322,5.613535,6.123099,-2.230273,6.657782,5.669593,4.508444,5.104879,6.503993,6.576605,9.100549,4.355765,6.939740,158.368927,170.434357,52.019588,163.202377,8.767929,6.123736,8.828870,6.430223,8.915038,6.883593,9.237702,7.392227,11.052610,9.410996,11.329473,7.851231,11.759349,7.002481
4.109,5.494200,4.730849,5.609941,6.121311,-2.239597,6.657782,5.667282,4.517459,5.104425,6.503993,6.575340,9.107743,4.357273,6.949684,158.163849,170.502869,51.943954,162.947601,8.766466,6.138526,8.828823,6.445046,8.912619,6.897080,9.233807,7.404469,11.039728,9.421982,11.319614,7.852921,11.753597,7.007180
4.110,5.490123,4.731376,5.606345,6.119523,-2.248922,6.657782,5.664971,4.526474,5.103971,6.503993,6.574075,9.114938,4.358780,6.959629,157.958771,170.571381,51.868324,162.692810,8.765003,6.153316,8.828777,6.459869,8.910198,6.910568,9.229910,7.416710,11.026845,9.432967,11.309755,7.854610,11.747847,7.011880
4.111,5.486046,4.731902,5.602750,6.117735,-2.258247,6.657782,5.662661,4.535489,5.103517,6.503993,6.572810,9.122132,4.360288,6.969573,157.753693,170.639908,51.792694,162.438034,8.763540,6.168106,8.828731,6.474692,8.907778,6.924056,9.226013,7.428952,11.013963,9.443953,11.299896,7.856300,11.742095,7.016579
4.112,5.481740,4.732879,5.598868,6.118256,-2.266450,6.657782,5.663074,4.542073,5.103346,6.503993,6.573438,9.133634,4.362411,6.982170,157.839050,170.723434,51.651985,162.202484,8.763988,6.175303,8.827202,6.483191,8.907109,6.935005,9.225486,7.440781,11.005743,9.455329,11.292295,7.860393,11.737831,7.021879
4.113,5.477434,4.733855,5.594986,6.118777,-2.274654,6.657782,5.663488,4.548656,5.103176,6.503993,6.574065,9.145136,4.364534,6.994766,157.924393,170.806976,51.511272,161.966949,8.764435,6.182500,8.825672,6.491690,8.906441,6.945955,9.224958,7.452610,10.997524,9.466705,11.284696,7.864484,11.733568,7.027179
4.114,5.473128,4.734832,5.591105,6.119298,-2.282858,6.657782,5.663903,4.555241,5.103005,6.503993,6.574693,9.156637,4.366658,7.007363,158.009735,170.890503,51.370560,161.731400,8.764882,6.189697,8.824142,6.500188,8.905773,6.956904,9.224431,7.464439,10.989305,9.478082,11.277096,7.868576,11.729304,7.032478
4.115,5.468822,4.735808,5.587223,6.119819,-2.291062,6.657782,5.664317,4.561825,5.102835,6.503993,6.575321,9.168139,4.368781,7.019960,158.095093,170.974030,51.229851,161.495850,8.765329,6.196894,8.822614,6.508687,8.905105,6.967854,9.223904,7.476268,10.981086,9.489458,11.269495,7.872668,11.725040,7.037778
4.116,5.464511,4.734759,5.583294,6.118871,-2.298462,6.657782,5.663722,4.569082,5.102379,6.503993,6.574021,9.178452,4.367139,7.028864,158.846466,170.830399,51.115837,161.611389,8.764962,6.201239,8.821793,6.516973,8.909501,6.981590,9.224233,7.488633,10.972562,9.500221,11.262439,7.876482,11.717361,7.038963
4.117,5.460200,4.733711,5.579366,6.117924,-2.305862,6.657782,5.663127,4.576340,5.101924,6.503993,6.572721,9.188765,4.365498,7.037767,159.597824,170.686768,51.001827,161.726929,8.764595,6.205584,8.820971,6.525261,8.913898,6.995326,9.224562,7.500998,10.964039,9.510984,11.255383,7.880295,11.709682,7.040148
4.118,5.455890,4.732662,5.575438,6.116976,-2.313262,6.657782,5.662532,4.583597,5.101468,6.503993,6.571420,9.199079,4.363855,7.046671,160.349182,170.543152,50.887817,161.842453,8.764227,6.209929,8.820148,6.533548,8.918294,7.009062,9.224890,7.513363,10.955515,9.521749,11.248326,7.884108,11.702004,7.041332
4.119,5.451579,4.731613,5.571509,6.116028,-2.320662,6.657782,5.661937,4.590854,5.101012,6.503993,6.570120,9.209392,4.362214,7.055575,161.100555,170.399521,50.773804,161.957993,8.763860,6.214274,8.819327,6.541835,8.922690,7.022798,9.225219,7.525728,10.946991,9.532512,11.241270,7.887921,11.694325,7.042517
4.120,5.447184,4.730536,5.567457,6.117158,-2.327307,6.657782,5.663195,4.597634,5.100842,6.503993,6.571121,9.220116,4.360230,7.063486,160.651733,170.712982,50.767563,162.142609,8.768262,6.217198,8.818634,6.549340,8.920811,7.035445,9.225950,7.538741,10.937582,9.541786,11.236324,7.890687,11.687794,7.045588
