"Time","28a CoMy (cm)","v1 xCoMy","v3 Left CoP","v2 Right CoP","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
4.586,6.113854,5.988134,5.167534,6.465182,-2.316277,4.879324,5.906354,2.346891,5.390461,4.808166,7.024010,7.418954,4.944608,5.309561,171.261627,165.795273,49.971489,166.860016,8.375873,4.509327,8.500187,4.740759,8.655722,5.223911,9.001571,5.913886,10.979382,8.204160,11.270562,6.398377,11.633003,5.514577
4.587,6.111113,5.984502,5.167717,6.464225,-2.332680,4.882814,5.904858,2.358359,5.391370,4.817805,7.023592,7.428993,4.944064,5.314997,171.128601,166.604538,50.117115,166.995270,8.372584,4.527475,8.484775,4.751959,8.643871,5.227013,9.001146,5.916644,10.973992,8.203608,11.271405,6.394238,11.632911,5.514511
4.588,6.107953,5.980459,5.167943,6.465527,-2.348953,4.881895,5.907113,2.366226,5.392469,4.829263,7.023941,7.438992,4.943417,5.331148,171.082962,167.541122,50.361927,167.103683,8.356024,4.521542,8.458088,4.766779,8.622065,5.233254,8.993715,5.922270,10.961782,8.204058,11.267692,6.392580,11.631308,5.513868
4.589,6.104794,5.976417,5.168169,6.466829,-2.365226,4.880976,5.909369,2.374092,5.393569,4.840721,7.024289,7.448990,4.942769,5.347300,171.037323,168.477722,50.606743,167.212097,8.339464,4.515609,8.431400,4.781599,8.600258,5.239496,8.986285,5.927897,10.949572,8.204508,11.263977,6.390922,11.629705,5.513226
4.590,6.101634,5.972373,5.168394,6.468131,-2.381499,4.880056,5.911624,2.381958,5.394668,4.852180,7.024638,7.458988,4.942121,5.363451,170.991684,169.414307,50.851555,167.320496,8.322905,4.509676,8.404713,4.796419,8.578452,5.245738,8.978855,5.933524,10.937362,8.204958,11.260263,6.389264,11.628102,5.512583
4.591,6.098474,5.968330,5.168620,6.469433,-2.397772,4.879138,5.913879,2.389825,5.395767,4.863637,7.024986,7.468986,4.941473,5.379601,170.946045,170.350891,51.096367,167.428909,8.306344,4.503744,8.378026,4.811239,8.556645,5.251979,8.971424,5.939150,10.925152,8.205408,11.256550,6.387605,11.626499,5.511940
4.592,6.095059,5.964086,5.170610,6.469839,-2.413068,4.882545,5.914132,2.400602,5.394447,4.872621,7.025545,7.478052,4.946774,5.399008,169.939255,170.861847,51.490250,167.722260,8.300402,4.514031,8.371723,4.830157,8.549665,5.280582,8.960280,5.947894,10.907838,8.205629,11.251949,6.386362,11.622301,5.513259
4.593,6.091645,5.959841,5.172601,6.470244,-2.428365,4.885953,5.914385,2.411380,5.393127,4.881604,7.026104,7.487118,4.952074,5.418415,168.932465,171.372803,51.884129,168.015625,8.294460,4.524320,8.365419,4.849075,8.542686,5.309185,8.949137,5.956638,10.890524,8.205850,11.247349,6.385119,11.618102,5.514579
4.594,6.088231,5.955596,5.174591,6.470651,-2.443661,4.889361,5.914638,2.422157,5.391807,4.890588,7.026664,7.496183,4.957375,5.437822,167.925659,171.883759,52.278008,168.308975,8.288518,4.534607,8.359116,4.867993,8.535707,5.337788,8.937992,5.965382,10.873211,8.206070,11.242747,6.383876,11.613903,5.515898
4.595,6.084816,5.951352,5.176581,6.471056,-2.458957,4.892769,5.914890,2.432935,5.390487,4.899571,7.027223,7.505250,4.962675,5.457229,166.918869,172.394714,52.671890,168.602325,8.282576,4.544895,8.352813,4.886911,8.528727,5.366390,8.926848,5.974126,10.855897,8.206291,11.238147,6.382633,11.609705,5.517217
4.596,6.081202,5.946929,5.176064,6.472661,-2.473836,4.892120,5.915149,2.443234,5.388109,4.904559,7.030172,7.514038,4.964019,5.463918,165.970276,172.762039,52.842815,168.583633,8.279854,4.556871,8.349424,4.902765,8.518398,5.376806,8.916981,5.976418,10.844862,8.205018,11.231642,6.382360,11.606226,5.516663
4.597,6.077587,5.942508,5.175547,6.474265,-2.488716,4.891471,5.915408,2.453533,5.385731,4.909548,7.033121,7.522826,4.965364,5.470608,165.021667,173.129364,53.013741,168.564941,8.277132,4.568848,8.346037,4.918619,8.508070,5.387222,8.907114,5.978711,10.833827,8.203745,11.225138,6.382088,11.602747,5.516109
4.598,6.073973,5.938086,5.175030,6.475869,-2.503595,4.890822,5.915667,2.463833,5.383352,4.914536,7.036071,7.531614,4.966708,5.477297,164.073059,173.496674,53.184666,168.546265,8.274411,4.580825,8.342649,4.934473,8.497743,5.397639,8.897246,5.981004,10.822792,8.202473,11.218634,6.381816,11.599268,5.515554
4.599,6.070358,5.933663,5.174513,6.477473,-2.518475,4.890173,5.915926,2.474132,5.380974,4.919524,7.039020,7.540402,4.968052,5.483986,163.124466,173.863998,53.355591,168.527573,8.271689,4.592801,8.339261,4.950326,8.487414,5.408055,8.887379,5.983297,10.811757,8.201200,11.212129,6.381544,11.595789,5.515000
4.600,6.066689,5.929220,5.175474,6.478181,-2.532732,4.890254,5.915326,2.483799,5.383399,4.927126,7.041037,7.547951,4.967550,5.490269,163.088501,174.064926,53.276062,168.476074,8.271391,4.601099,8.334153,4.957198,8.484322,5.418638,8.883846,5.990613,10.803602,8.209096,11.205051,6.383975,11.590446,5.515487
4.601,6.063020,5.924777,5.176435,6.478890,-2.546989,4.890334,5.914727,2.493466,5.385823,4.934729,7.043053,7.555500,4.967048,5.496551,163.052536,174.265869,53.196529,168.424561,8.271091,4.609398,8.329045,4.964070,8.481229,5.429220,8.880315,5.997930,10.795447,8.216991,11.197973,6.386405,11.585102,5.515974
4.602,6.059350,5.920334,5.177396,6.479599,-2.561247,4.890414,5.914128,2.503133,5.388248,4.942331,7.045069,7.563048,4.966545,5.502833,163.016571,174.466797,53.116997,168.373047,8.270792,4.617696,8.323937,4.970942,8.478136,5.439803,8.876783,6.005246,10.787292,8.224888,11.190895,6.388836,11.579758,5.516461
4.603,6.055681,5.915891,5.178358,6.480308,-2.575504,4.890494,5.913529,2.512800,5.390673,4.949934,7.047086,7.570597,4.966043,5.509116,162.980606,174.667725,53.037468,168.321548,8.270494,4.625995,8.318830,4.977814,8.475043,5.450386,8.873251,6.012562,10.779138,8.232784,11.183818,6.391267,11.574414,5.516949
4.604,6.052049,5.911538,5.178759,6.480019,-2.588781,4.893495,5.911975,2.521878,5.391153,4.954771,7.048062,7.576664,4.966365,5.515876,162.926086,174.691803,53.044472,168.489258,8.273959,4.641205,8.318726,4.985998,8.474123,5.459213,8.872057,6.022206,10.770969,8.240666,11.180054,6.392922,11.569038,5.518991
4.605,6.048417,5.907186,5.179161,6.479731,-2.602057,4.896495,5.910422,2.530956,5.391634,4.959608,7.049039,7.582732,4.966687,5.522636,162.871552,174.715881,53.051476,168.656967,8.277424,4.656415,8.318623,4.994182,8.473202,5.468040,8.870862,6.031851,10.762800,8.248549,11.176291,6.394577,11.563663,5.521034
4.606,6.044785,5.902833,5.179563,6.479442,-2.615334,4.899496,5.908869,2.540034,5.392116,4.964445,7.050016,7.588800,4.967010,5.529396,162.817032,174.739960,53.058475,168.824677,8.280890,4.671626,8.318519,5.002365,8.472281,5.476868,8.869667,6.041496,10.754632,8.256430,11.172527,6.396232,11.558289,5.523077
4.607,6.041153,5.898480,5.179964,6.479154,-2.628610,4.902496,5.907315,2.549112,5.392596,4.969282,7.050992,7.594868,4.967332,5.536156,162.762512,174.764038,53.065479,168.992386,8.284355,4.686836,8.318415,5.010549,8.471360,5.485695,8.868473,6.051141,10.746464,8.264312,11.168763,6.397886,11.552913,5.525119
4.608,6.037201,5.893868,5.180974,6.478972,-2.640783,4.901942,5.906393,2.561253,5.392341,4.974455,7.051553,7.605897,4.969607,5.544354,162.472504,174.900299,53.090645,169.211456,8.286142,4.692696,8.319242,5.015797,8.471605,5.495811,8.868691,6.059902,10.739999,8.270872,11.166920,6.399086,11.549278,5.525393
4.609,6.033249,5.889256,5.181984,6.478791,-2.652956,4.901389,5.905470,2.573393,5.392085,4.979629,7.052114,7.616927,4.971883,5.552553,162.182480,175.036575,53.115810,169.430542,8.287930,4.698555,8.320071,5.021046,8.471849,5.505927,8.868910,6.068663,10.733534,8.277433,11.165076,6.400287,11.545645,5.525667
4.610,6.029298,5.884643,5.182995,6.478610,-2.665129,4.900835,5.904547,2.585534,5.391830,4.984802,7.052674,7.627956,4.974159,5.560752,161.892456,175.172852,53.140976,169.649628,8.289717,4.704415,8.320900,5.026295,8.472094,5.516043,8.869127,6.077424,10.727069,8.283995,11.163233,6.401487,11.542011,5.525941
4.611,6.025346,5.880030,5.184005,6.478429,-2.677302,4.900281,5.903624,2.597675,5.391574,4.989976,7.053234,7.638986,4.976435,5.568951,161.602448,175.309113,53.166142,169.868698,8.291504,4.710275,8.321728,5.031543,8.472339,5.526158,8.869346,6.086185,10.720604,8.290555,11.161389,6.402687,11.538377,5.526215
4.612,6.021409,5.875513,5.185146,6.480692,-2.688001,4.901662,5.906599,2.606388,5.390049,4.992892,7.054785,7.647022,4.980244,5.588997,161.243530,175.394318,53.228733,170.082321,8.301089,4.716146,8.323219,5.035201,8.472640,5.536679,8.869457,6.095877,10.714476,8.297311,11.160503,6.405140,11.537016,5.525811
4.613,6.017473,5.870996,5.186288,6.482955,-2.698699,4.903044,5.909573,2.615102,5.388524,4.995808,7.056336,7.655058,4.984053,5.609043,160.884613,175.479538,53.291325,170.295944,8.310675,4.722016,8.324711,5.038859,8.472941,5.547200,8.869568,6.105569,10.708348,8.304067,11.159617,6.407594,11.535656,5.525408
4.614,6.013536,5.866478,5.187430,6.485218,-2.709398,4.904425,5.912548,2.623816,5.386998,4.998723,7.057888,7.663094,4.987861,5.629089,160.525696,175.564758,53.353916,170.509567,8.320259,4.727887,8.326203,5.042517,8.473243,5.557721,8.869678,6.115260,10.702221,8.310822,11.158731,6.410048,11.534296,5.525004
4.615,6.009600,5.861961,5.188571,6.487481,-2.720097,4.905806,5.915522,2.632530,5.385473,5.001639,7.059439,7.671130,4.991670,5.649135,160.166779,175.649963,53.416508,170.723190,8.329844,4.733757,8.327695,5.046175,8.473544,5.568242,8.869790,6.124952,10.696093,8.317578,11.157845,6.412501,11.532935,5.524600
4.616,6.005452,5.857351,5.185866,6.486648,-2.728620,4.903332,5.913574,2.643032,5.380404,5.004221,7.059721,7.679263,4.991328,5.659667,159.824203,175.893021,53.506401,170.993439,8.336027,4.733805,8.324972,5.049642,8.470543,5.578794,8.869365,6.136545,10.683540,8.323747,11.154748,6.410681,11.528633,5.523004
4.617,6.001305,5.852741,5.183161,6.485815,-2.737143,4.900858,5.911626,2.653534,5.375335,5.006804,7.060003,7.687395,4.990987,5.670198,159.481628,176.136078,53.596298,171.263672,8.342210,4.733853,8.322248,5.053109,8.467542,5.589347,8.868940,6.148138,10.670989,8.329915,11.151649,6.408861,11.524330,5.521407
4.618,5.997157,5.848131,5.180455,6.484982,-2.745666,4.898384,5.909678,2.664037,5.370266,5.009386,7.060285,7.695528,4.990645,5.680730,159.139053,176.379135,53.686195,171.533920,8.348392,4.733901,8.319526,5.056576,8.464540,5.599899,8.868515,6.159731,10.658438,8.336083,11.148552,6.407042,11.520027,5.519810
4.619,5.993009,5.843521,5.177750,6.484149,-2.754189,4.895909,5.907731,2.674539,5.365197,5.011968,7.060566,7.703661,4.990304,5.691262,158.796478,176.622192,53.776089,171.804169,8.354575,4.733948,8.316803,5.060043,8.461539,5.610451,8.868090,6.171324,10.645885,8.342252,11.145454,6.405221,11.515725,5.518213
4.620,5.988630,5.838753,5.172699,6.485425,-2.761336,4.894579,5.910591,2.682647,5.355297,5.008409,7.060258,7.709779,4.990102,5.704377,159.822571,176.528503,53.830139,172.086655,8.357956,4.722258,8.314182,5.076039,8.466350,5.622116,8.868967,6.181167,10.638264,8.348223,11.144254,6.406020,11.512430,5.517781
4.621,5.984250,5.833986,5.167649,6.486701,-2.768483,4.893248,5.913451,2.690755,5.345397,5.004849,7.059951,7.715897,4.989901,5.717492,160.848648,176.434830,53.884186,172.369141,8.361337,4.710567,8.311561,5.092036,8.471161,5.633780,8.869844,6.191009,10.630642,8.354195,11.143053,6.406818,11.509136,5.517349
4.622,5.979871,5.829219,5.162598,6.487977,-2.775630,4.891917,5.916311,2.698863,5.335496,5.001289,7.059643,7.722014,4.989700,5.730608,161.874725,176.341156,53.938236,172.651611,8.364717,4.698877,8.308939,5.108033,8.475971,5.645445,8.870721,6.200851,10.623021,8.360166,11.141852,6.407617,11.505842,5.516917
4.623,5.975492,5.824451,5.157547,6.489253,-2.782777,4.890587,5.919171,2.706970,5.325596,4.997730,7.059335,7.728132,4.989499,5.743722,162.900818,176.247467,53.992287,172.934097,8.368098,4.687186,8.306318,5.124030,8.480782,5.657109,8.871598,6.210694,10.615399,8.366137,11.140652,6.408415,11.502547,5.516485
4.624,5.970941,5.819565,5.151623,6.489855,-2.788965,4.890216,5.920067,2.715044,5.315418,4.984907,7.059642,7.737602,4.987828,5.754157,163.628250,176.713928,54.030334,173.148926,8.372198,4.674927,8.297798,5.143959,8.480429,5.668480,8.874411,6.218806,10.609870,8.370559,11.141056,6.408013,11.501360,5.516008
4.625,5.966391,5.814679,5.145700,6.490456,-2.795153,4.889844,5.920962,2.723118,5.305241,4.972084,7.059950,7.747071,4.986158,5.764592,164.355682,177.180405,54.068382,173.363739,8.376299,4.662668,8.289278,5.163887,8.480076,5.679852,8.877224,6.226918,10.604340,8.374981,11.141460,6.407610,11.500172,5.515532
4.626,5.961840,5.809793,5.139775,6.491057,-2.801341,4.889473,5.921858,2.731192,5.295063,4.959261,7.060258,7.756541,4.984488,5.775026,165.083130,177.646881,54.106434,173.578568,8.380399,4.650409,8.280757,5.183816,8.479722,5.691223,8.880036,6.235030,10.598810,8.379403,11.141866,6.407207,11.498983,5.515054
4.627,5.957290,5.804906,5.133851,6.491659,-2.807528,4.889102,5.922753,2.739265,5.284884,4.946438,7.060565,7.766011,4.982817,5.785461,165.810562,178.113342,54.144482,173.793396,8.384499,4.638150,8.272237,5.203745,8.479369,5.702594,8.882849,6.243142,10.593281,8.383825,11.142270,6.406805,11.497796,5.514577
4.628,5.952716,5.800099,5.128102,6.490664,-2.811836,4.886646,5.921708,2.745956,5.272843,4.928229,7.059619,7.774149,4.983360,5.795404,164.899170,178.310043,54.156891,174.028397,8.390327,4.613904,8.268038,5.212784,8.473693,5.714514,8.884014,6.251276,10.586132,8.388609,11.140378,6.406950,11.494373,5.512670
4.629,5.948143,5.795292,5.122353,6.489668,-2.816144,4.884190,5.920663,2.752647,5.260802,4.910019,7.058673,7.782287,4.983904,5.805347,163.987762,178.506744,54.169296,174.263397,8.396157,4.589659,8.263840,5.221823,8.468016,5.726433,8.885180,6.259411,10.578983,8.393393,11.138485,6.407095,11.490950,5.510762
4.630,5.943570,5.790484,5.116604,6.488673,-2.820452,4.881734,5.919618,2.759338,5.248760,4.891809,7.057727,7.790424,4.984447,5.815291,163.076370,178.703430,54.181702,174.498383,8.401987,4.565413,8.259642,5.230863,8.462339,5.738352,8.886345,6.267546,10.571836,8.398177,11.136593,6.407240,11.487526,5.508855
4.631,5.938996,5.785677,5.110855,6.487677,-2.824760,4.879278,5.918573,2.766029,5.236719,4.873600,7.056781,7.798562,4.984990,5.825234,162.164978,178.900131,54.194111,174.733383,8.407816,4.541167,8.255443,5.239902,8.456663,5.750271,8.887510,6.275680,10.564687,8.402961,11.134701,6.407385,11.484103,5.506947
4.632,5.934327,5.780921,5.101198,6.488765,-2.826371,4.876048,5.918728,2.778961,5.218412,4.848464,7.058803,7.810473,4.983984,5.833580,161.514740,178.366547,54.241085,174.877502,8.430269,4.515007,8.258839,5.253811,8.457605,5.764364,8.892214,6.286806,10.557130,8.408288,11.135634,6.406698,11.485252,5.507232
4.633,5.929658,5.776164,5.091541,6.489854,-2.827982,4.872818,5.918884,2.791894,5.200105,4.823328,7.060823,7.822386,4.982979,5.841925,160.864502,177.832947,54.288059,175.021637,8.452723,4.488846,8.262235,5.267720,8.458549,5.778458,8.896917,6.297932,10.549572,8.413614,11.136568,6.406011,11.486401,5.507518
4.634,5.924989,5.771408,5.081885,6.490942,-2.829594,4.869589,5.919039,2.804827,5.181797,4.798193,7.062844,7.834298,4.981973,5.850269,160.214279,177.299362,54.335033,175.165771,8.475177,4.462686,8.265631,5.281630,8.459492,5.792551,8.901621,6.309057,10.542015,8.418941,11.137502,6.405323,11.487549,5.507803
4.635,5.920320,5.766651,5.072228,6.492030,-2.831205,4.866359,5.919195,2.817760,5.163490,4.773057,7.064866,7.846210,4.980967,5.858614,159.564041,176.765778,54.382008,175.309891,8.497630,4.436525,8.269027,5.295539,8.460434,5.806643,8.906324,6.320183,10.534458,8.424269,11.138435,6.404635,11.488698,5.508088
4.636,5.915616,5.761950,5.061040,6.488120,-2.831153,4.863840,5.914110,2.826509,5.140756,4.731360,7.062131,7.853676,4.981325,5.869734,159.408035,176.105453,54.392643,175.526703,8.507503,4.390141,8.265161,5.313616,8.458934,5.820710,8.907446,6.327597,10.525372,8.427149,11.135656,6.402853,11.484859,5.504829
4.637,5.910912,5.757248,5.049852,6.484210,-2.831102,4.861321,5.909025,2.835257,5.118022,4.689664,7.059396,7.861142,4.981683,5.880855,159.252029,175.445129,54.403282,175.743530,8.517375,4.343757,8.261294,5.331693,8.457434,5.834777,8.908567,6.335011,10.516285,8.430029,11.132878,6.401072,11.481022,5.501571
4.638,5.906207,5.752547,5.038664,6.480300,-2.831050,4.858802,5.903940,2.844006,5.095288,4.647968,7.056661,7.868608,4.982040,5.891974,159.096024,174.784790,54.413918,175.960342,8.527247,4.297373,8.257428,5.349769,8.455935,5.848843,8.909689,6.342425,10.507199,8.432909,11.130100,6.399290,11.477184,5.498313
4.639,5.901503,5.747846,5.027476,6.476390,-2.830998,4.856283,5.898855,2.852755,5.072554,4.606271,7.053926,7.876073,4.982398,5.903094,158.940018,174.124466,54.424553,176.177155,8.537120,4.250988,8.253562,5.367846,8.454434,5.862910,8.910810,6.349840,10.498113,8.435789,11.127321,6.397508,11.473346,5.495054
4.640,5.896719,5.743130,5.017186,6.476812,-2.829748,4.860234,5.898965,2.863265,5.052851,4.583172,7.054658,7.886543,4.981522,5.914107,159.113342,173.978836,54.492283,176.402023,8.545011,4.223375,8.254626,5.378640,8.455230,5.868409,8.915237,6.358849,10.490339,8.438018,11.128616,6.395005,11.474596,5.491139
4.641,5.891935,5.738414,5.006897,6.477234,-2.828498,4.864185,5.899076,2.873775,5.033149,4.560074,7.055391,7.897013,4.980645,5.925119,159.286652,173.833191,54.560013,176.626892,8.552900,4.195763,8.255690,5.389434,8.456024,5.873907,8.919663,6.367858,10.482566,8.440247,11.129911,6.392502,11.475845,5.487225
4.642,5.887152,5.733698,4.996607,6.477655,-2.827248,4.868135,5.899187,2.884284,5.013446,4.536975,7.056124,7.907483,4.979768,5.936132,159.459976,173.687561,54.627739,176.851761,8.560791,4.168150,8.256754,5.400229,8.456820,5.879406,8.924089,6.376867,10.474792,8.442474,11.131206,6.389998,11.477096,5.483310
4.643,5.882368,5.728982,4.986318,6.478077,-2.825997,4.872087,5.899297,2.894794,4.993743,4.513876,7.056856,7.917953,4.978892,5.947145,159.633301,173.541931,54.695469,177.076630,8.568682,4.140537,8.257818,5.411023,8.457615,5.884905,8.928516,6.385877,10.467019,8.444703,11.132501,6.387496,11.478346,5.479395
4.644,5.877566,5.724284,4.981487,6.478113,-2.824084,4.871580,5.899419,2.904855,4.981438,4.483568,7.056807,7.927330,4.981537,5.960089,159.093964,172.828369,54.678925,177.229660,8.582437,4.105688,8.257397,5.423051,8.457947,5.897238,8.933197,6.392340,10.462668,8.447237,11.133011,6.386598,11.478249,5.477259
4.645,5.872764,5.719585,4.976657,6.478149,-2.822171,4.871074,5.899541,2.914915,4.969132,4.453261,7.056757,7.936708,4.984181,5.973032,158.554611,172.114792,54.662376,177.382690,8.596191,4.070839,8.256974,5.435079,8.458279,5.909572,8.937878,6.398804,10.458317,8.449771,11.133522,6.385699,11.478151,5.475121
4.646,5.867962,5.714887,4.971827,6.478185,-2.820258,4.870568,5.899663,2.924976,4.956827,4.422954,7.056707,7.946086,4.986826,5.985975,158.015259,171.401215,54.645828,177.535736,8.609946,4.035991,8.256552,5.447107,8.458611,5.921905,8.942557,6.405267,10.453966,8.452305,11.134033,6.384801,11.478054,5.472985
4.647,5.863160,5.710189,4.966996,6.478221,-2.818344,4.870061,5.899785,2.935036,4.944521,4.392646,7.056658,7.955464,4.989471,5.998919,157.475922,170.687653,54.629284,177.688766,8.623701,4.001142,8.256130,5.459136,8.458943,5.934238,8.947238,6.411730,10.449615,8.454839,11.134543,6.383903,11.477957,5.470848
4.648,5.858390,5.705561,4.961323,6.478427,-2.815732,4.869642,5.899529,2.945235,4.934530,4.367096,7.057324,7.962196,4.988116,6.009452,157.104416,170.466675,54.748974,177.994659,8.627563,3.973990,8.257062,5.464667,8.458405,5.941469,8.948538,6.418256,10.442204,8.454781,11.135719,6.381294,11.477051,5.468250
4.649,5.853621,5.700933,4.955649,6.478633,-2.813120,4.869222,5.899275,2.955435,4.924539,4.341546,7.057991,7.968928,4.986761,6.019985,156.732910,170.245697,54.868660,178.300568,8.631427,3.946837,8.257994,5.470200,8.457869,5.948700,8.949839,6.424782,10.434792,8.454721,11.136894,6.378685,11.476144,5.465652
4.650,5.848851,5.696305,4.949976,6.478839,-2.810508,4.868802,5.899020,2.965634,4.914547,4.315995,7.058658,7.975660,4.985405,6.030519,156.361404,170.024704,54.988350,178.606461,8.635290,3.919685,8.258926,5.475732,8.457331,5.955930,8.951139,6.431308,10.427381,8.454662,11.138070,6.376076,11.475237,5.463054
4.651,5.844081,5.691677,4.944303,6.479045,-2.807895,4.868382,5.898765,2.975834,4.904556,4.290445,7.059324,7.982392,4.984050,6.041051,155.989899,169.803726,55.108040,178.912354,8.639153,3.892533,8.259858,5.481264,8.456793,5.963161,8.952439,6.437833,10.419969,8.454604,11.139246,6.373466,11.474331,5.460456
