"Time","60 Right DS","67 xCoM","37a CoMy (cm)","v4 R Mos","v3 R COP","35 FRy (cm)","30 HRy (cm)","59 Left DS","v7 xCoM","v6 L Mos","v5 L COP","28 HLy (cm)","33 FLy (cm)","37b CoMy (cm)","37 CoMy (cm)"
0.220,0,5.919272,5.721092,5.919811,0.000000,4.618835,3.879952,1,5.919272,5.919811,0.000000,6.758947,6.439905,5.721092,3.729554
0.221,0,5.918391,5.723478,5.918705,0.000000,4.618554,3.878742,1,5.918391,5.918705,0.000000,6.759085,6.441383,5.723478,3.668061
0.222,0,5.916451,5.724966,5.916373,0.000000,4.618326,3.877828,1,5.916451,5.916373,0.000000,6.759264,6.442791,5.724966,3.603538
0.223,0,5.911587,5.723975,5.911746,0.000000,4.618246,3.877730,1,5.911587,5.911746,0.000000,6.759558,6.444007,5.723975,3.530651
0.224,0,5.906723,5.722984,5.906964,0.000000,4.618166,3.877633,1,5.906723,5.906964,0.000000,6.759852,6.445224,5.722984,3.457764
0.225,0,5.901860,5.721994,5.901892,0.000000,4.618085,3.877536,1,5.901860,5.901892,0.000000,6.760146,6.446440,5.721994,3.384878
0.226,0,5.897978,5.722085,5.897920,0.000000,4.617980,3.877782,1,5.897978,5.897920,0.000000,6.760450,6.448149,5.722085,3.310108
0.227,0,5.896808,5.725164,5.896008,0.000000,4.617801,3.878977,1,5.896808,5.896008,0.000000,6.760782,6.451218,5.725164,3.230141
0.228,0,5.895638,5.728243,5.894575,0.000000,4.617623,3.880172,1,5.895638,5.894575,0.000000,6.761114,6.454287,5.728243,3.150175
0.229,0,5.894467,5.731322,5.894039,0.000000,4.617445,3.881366,1,5.894467,5.894039,0.000000,6.761446,6.457356,5.731322,3.070208
0.230,0,5.892989,5.734115,5.893059,0.000000,4.617277,3.882926,1,5.892989,5.893059,0.000000,6.761791,6.460765,5.734115,2.989834
0.231,0,5.890661,5.736118,5.891247,0.000000,4.617134,3.885493,1,5.890661,5.891247,0.000000,6.762171,6.465114,5.736118,2.908333
0.232,0,5.888333,5.738121,5.889103,0.000000,4.616990,3.888059,1,5.888333,5.889103,0.000000,6.762551,6.469462,5.738121,2.826833
0.233,0,5.886005,5.740124,5.886335,0.000000,4.616847,3.890625,1,5.886005,5.886335,0.000000,6.762931,6.473810,5.740124,2.745332
0.234,0,5.883627,5.742060,5.883586,0.000000,4.616734,3.893647,1,5.883627,5.883586,0.000000,6.763347,6.477928,5.742060,2.664152
0.235,0,5.881111,5.743810,5.880870,0.000000,4.616704,3.897925,1,5.881111,5.880870,0.000000,6.763861,6.481409,5.743810,2.583856
0.236,0,5.878594,5.745560,5.878282,0.000000,4.616673,3.902203,1,5.878594,5.878282,0.000000,6.764375,6.484889,5.745560,2.503560
0.237,0,5.876078,5.747311,5.875935,0.000000,4.616643,3.906481,1,5.876078,5.875935,0.000000,6.764888,6.488369,5.747311,2.423263
0.238,0,5.873821,5.749208,5.873756,0.000000,4.616615,3.911081,1,5.873821,5.873756,0.000000,6.765352,6.491607,5.749208,2.345086
0.239,0,5.872280,5.751511,5.871896,0.000000,4.616591,3.916572,1,5.872280,5.871896,0.000000,6.765679,6.494173,5.751511,2.272758
0.240,0,5.870739,5.753813,5.870242,0.000000,4.616567,3.922062,1,5.870739,5.870242,0.000000,6.766005,6.496738,5.753813,2.200430
0.241,0,5.869199,5.756116,5.868972,0.000000,4.616543,3.927552,1,5.869199,5.868972,0.000000,6.766332,6.499304,5.756116,2.128101
0.242,0,5.867966,5.758627,5.867924,0.000000,4.616543,3.933028,1,5.867966,5.867924,0.000000,6.766717,6.502096,5.758627,2.057651
0.243,0,5.867585,5.761714,5.867294,0.000000,4.616608,3.938463,1,5.867585,5.867294,0.000000,6.767268,6.505508,5.761714,1.992381
0.244,0,5.867204,5.764802,5.866824,0.000000,4.616673,3.943899,1,5.867204,5.866824,0.000000,6.767819,6.508921,5.764802,1.927111
0.245,0,5.866823,5.767889,5.866655,0.000000,4.616738,3.949334,1,5.866823,5.866655,0.000000,6.768369,6.512334,5.767889,1.861840
0.246,0,5.866581,5.771005,5.866570,0.000000,4.616808,3.954575,1,5.866581,5.866570,0.000000,6.769057,6.515700,5.771005,1.798640
0.247,0,5.866724,5.774202,5.866644,0.000000,4.616896,3.959277,1,5.866724,5.866644,0.000000,6.770123,6.518937,5.774202,1.741150
0.248,0,5.866865,5.777399,5.866762,0.000000,4.616982,3.963979,1,5.866865,5.866762,0.000000,6.771189,6.522174,5.777399,1.683661
0.249,0,5.867007,5.780595,5.866962,0.000000,4.617069,3.968682,1,5.867007,5.866962,0.000000,6.772254,6.525411,5.780595,1.626171
0.250,0,5.867169,5.783736,5.867176,0.000000,4.617138,3.973669,1,5.867169,5.867176,0.000000,6.773286,6.528347,5.783736,1.570116
0.251,0,5.867388,5.786723,5.867415,0.000000,4.617157,3.979443,1,5.867388,5.867415,0.000000,6.774224,6.530457,5.786723,1.518021
0.252,0,5.867606,5.789710,5.867641,0.000000,4.617175,3.985217,1,5.867606,5.867641,0.000000,6.775163,6.532567,5.789710,1.465925
0.253,0,5.867825,5.792696,5.867842,0.000000,4.617193,3.990992,1,5.867825,5.867842,0.000000,6.776101,6.534677,5.792696,1.413830
0.254,0,5.867800,5.795362,5.867950,0.000000,4.617316,3.997156,1,5.867800,5.867950,0.000000,6.777060,6.537068,5.795362,1.363204
0.255,0,5.867106,5.797143,5.867886,0.000000,4.617727,4.004398,1,5.867106,5.867886,0.000000,6.778075,6.540237,5.797143,1.316631
0.256,0,5.866413,5.798924,5.867417,0.000000,4.618138,4.011640,1,5.866413,5.867417,0.000000,6.779091,6.543406,5.798924,1.270059
0.257,0,5.865719,5.800705,5.866191,0.000000,4.618549,4.018882,1,5.865719,5.866191,0.000000,6.780107,6.546575,5.800705,1.223487
0.258,0,5.864582,5.801947,5.864407,0.000000,4.618855,4.026256,1,5.864582,5.864407,0.000000,6.781208,6.549477,5.801947,1.178708
0.259,0,5.862218,5.801701,5.861575,0.000000,4.618867,4.033994,1,5.862218,5.861575,0.000000,6.782545,6.551643,5.801701,1.138874
0.260,0,5.859855,5.801454,5.859043,0.000000,4.618879,4.041732,1,5.859855,5.859043,0.000000,6.783883,6.553810,5.801454,1.099040
0.261,0,5.857491,5.801208,5.857071,0.000000,4.618892,4.049470,1,5.857491,5.857071,0.000000,6.785221,6.555977,5.801208,1.059206
0.262,0,5.855987,5.801758,5.856134,0.000000,4.618924,4.057405,1,5.855987,5.856134,0.000000,6.786507,6.557782,5.801758,1.020536
0.263,0,5.856852,5.804507,5.857133,0.000000,4.619008,4.065882,1,5.856852,5.857133,0.000000,6.787652,6.558589,5.804507,0.985075
0.264,0,5.857718,5.807257,5.858049,0.000000,4.619093,4.074359,1,5.857718,5.858049,0.000000,6.788797,6.559396,5.807257,0.949614
0.265,0,5.858583,5.810007,5.858808,0.000000,4.619177,4.082836,1,5.858583,5.858808,0.000000,6.789942,6.560203,5.810007,0.914153
0.266,0,5.858339,5.811569,5.858313,0.000000,4.619189,4.091028,1,5.858339,5.858313,0.000000,6.791090,6.560879,5.811569,0.880175
0.267,0,5.855036,5.809854,5.855466,0.000000,4.619001,4.098433,1,5.855036,5.855466,0.000000,6.792250,6.561197,5.809854,0.850288
0.268,0,5.851732,5.808138,5.852324,0.000000,4.618813,4.105837,1,5.851732,5.852324,0.000000,6.793410,6.561515,5.808138,0.820402
0.269,0,5.848429,5.806423,5.848625,0.000000,4.618624,4.113242,1,5.848429,5.848625,0.000000,6.794569,6.561832,5.806423,0.790515
0.270,0,5.845860,5.805404,5.845816,0.000000,4.618334,4.120566,1,5.845860,5.845816,0.000000,6.795798,6.562257,5.805404,0.761342
0.271,0,5.845319,5.806309,5.844674,0.000000,4.617761,4.127666,1,5.845319,5.844674,0.000000,6.797216,6.562974,5.806309,0.734138
0.272,0,5.844778,5.807213,5.843920,0.000000,4.617188,4.134766,1,5.844778,5.843920,0.000000,6.798634,6.563693,5.807213,0.706935
0.273,0,5.844237,5.808118,5.843894,0.000000,4.616616,4.141866,1,5.844237,5.843894,0.000000,6.800052,6.564411,5.808118,0.679731
0.274,0,5.843243,5.808533,5.843424,0.000000,4.616079,4.148489,1,5.843243,5.843424,0.000000,6.801429,6.564831,5.808533,0.653195
0.275,0,5.840995,5.807598,5.842124,0.000000,4.615641,4.153795,1,5.840995,5.842124,0.000000,6.802693,6.564428,5.807598,0.628501
0.276,0,5.838748,5.806664,5.840214,0.000000,4.615203,4.159101,1,5.838748,5.840214,0.000000,6.803957,6.564026,5.806664,0.603807
0.277,0,5.836502,5.805728,5.837164,0.000000,4.614766,4.164406,1,5.836502,5.837164,0.000000,6.805221,6.563624,5.805728,0.579113
0.278,0,5.834239,5.804788,5.833781,0.000000,4.614308,4.169328,1,5.834239,5.833781,0.000000,6.806425,6.563514,5.804788,0.554228
0.279,0,5.831931,5.803831,5.829773,0.000000,4.613797,4.173191,1,5.831931,5.829773,0.000000,6.807464,6.564212,5.803831,0.528819
0.280,0,5.829624,5.802874,5.826857,0.000000,4.613286,4.177054,1,5.829624,5.826857,0.000000,6.808502,6.564910,5.802874,0.503409
0.281,0,5.827316,5.801916,5.825984,0.000000,4.612775,4.180917,1,5.827316,5.825984,0.000000,6.809541,6.565609,5.801916,0.478000
0.282,0,5.827075,5.803054,5.827262,0.000000,4.612228,4.184462,1,5.827075,5.827262,0.000000,6.810583,6.566266,5.803054,0.452045
0.283,0,5.832533,5.809971,5.832571,0.000000,4.611580,4.187126,1,5.832533,5.832571,0.000000,6.811634,6.566813,5.809971,0.424587
0.284,0,5.837991,5.816889,5.837980,0.000000,4.610933,4.189791,1,5.837991,5.837980,0.000000,6.812685,6.567361,5.816889,0.397130
0.285,0,5.843450,5.823806,5.843579,0.000000,4.610285,4.192456,1,5.843450,5.843579,0.000000,6.813736,6.567908,5.823806,0.369672
0.286,0,5.846639,5.828530,5.846995,0.000000,4.609655,4.194507,1,5.846639,5.846995,0.000000,6.814680,6.568357,5.828530,0.340801
0.287,0,5.843567,5.827199,5.846323,0.000000,4.609074,4.194865,1,5.843567,5.846323,0.000000,6.815327,6.568532,5.827199,0.308034
0.288,0,5.840496,5.825869,5.844104,0.000000,4.608493,4.195223,1,5.840496,5.844104,0.000000,6.815974,6.568707,5.825869,0.275266
0.289,0,5.837424,5.824538,5.838990,0.000000,4.607913,4.195581,1,5.837424,5.838990,0.000000,6.816621,6.568883,5.824538,0.242499
0.290,0,5.833800,5.822691,5.833644,0.000000,4.607414,4.195438,1,5.833800,5.833644,0.000000,6.817181,6.569039,5.822691,0.209047
0.291,0,5.828651,5.819420,5.827863,0.000000,4.607141,4.193912,1,5.828651,5.827863,0.000000,6.817503,6.569143,5.819420,0.173708
0.292,0,5.823502,5.816149,5.822488,0.000000,4.606868,4.192387,1,5.823502,5.822488,0.000000,6.817824,6.569248,5.816149,0.138370
0.293,0,5.818353,5.812878,5.817873,0.000000,4.606596,4.190861,1,5.818353,5.817873,0.000000,6.818146,6.569352,5.812878,0.103031
0.294,0,5.813849,5.810290,5.813914,0.000000,4.606333,4.189157,1,5.813849,5.813914,0.000000,6.818389,6.569569,5.810290,0.066977
0.295,0,5.811123,5.809585,5.811182,0.000000,4.606101,4.186964,1,5.811123,5.811182,0.000000,6.818414,6.570101,5.809585,0.028948
0.296,0,5.808398,5.808880,5.808456,0.000000,4.605869,4.184770,1,5.808398,5.808456,0.000000,6.818439,6.570632,5.808880,-0.009081
0.297,0,5.805672,5.808176,5.805740,0.000000,4.605637,4.182576,1,5.805672,5.805740,0.000000,6.818463,6.571164,5.808176,-0.047109
0.298,0,5.802500,5.807027,5.802409,0.000000,4.605515,4.180494,1,5.802500,5.802409,0.000000,6.818367,6.571450,5.807027,-0.085196
0.299,0,5.798094,5.804654,5.797926,0.000000,4.605696,4.178720,1,5.798094,5.797926,0.000000,6.817934,6.571060,5.804654,-0.123442
0.300,0,5.793688,5.802280,5.793491,0.000000,4.605877,4.176947,1,5.793688,5.793491,0.000000,6.817502,6.570670,5.802280,-0.161689
0.301,0,5.789283,5.799907,5.789146,0.000000,4.606058,4.175173,1,5.789283,5.789146,0.000000,6.817069,6.570280,5.799907,-0.199935
0.302,0,5.785585,5.798217,5.785587,0.000000,4.606325,4.173010,1,5.785585,5.785587,0.000000,6.816651,6.570024,5.798217,-0.237718
0.303,0,5.783844,5.798415,5.783502,0.000000,4.606828,4.169773,1,5.783844,5.783502,0.000000,6.816273,6.570142,5.798415,-0.274223
0.304,0,5.782102,5.798613,5.781638,0.000000,4.607332,4.166535,1,5.782102,5.781638,0.000000,6.815895,6.570259,5.798613,-0.310728
0.305,0,5.780359,5.798811,5.780192,0.000000,4.607835,4.163298,1,5.780359,5.780192,0.000000,6.815517,6.570376,5.798811,-0.347233
0.306,0,5.778246,5.798632,5.778261,0.000000,4.608278,4.160027,1,5.778246,5.778261,0.000000,6.815155,6.570529,5.798632,-0.383629
0.307,0,5.775109,5.797412,5.775418,0.000000,4.608553,4.156661,1,5.775109,5.775418,0.000000,6.814836,6.570785,5.797412,-0.419725
0.308,0,5.771971,5.796193,5.772386,0.000000,4.608829,4.153295,1,5.771971,5.772386,0.000000,6.814516,6.571040,5.796193,-0.455822
0.309,0,5.768834,5.794973,5.768995,0.000000,4.609105,4.149929,1,5.768834,5.768995,0.000000,6.814197,6.571295,5.794973,-0.491918
0.310,0,5.765840,5.793870,5.765852,0.000000,4.609422,4.146426,1,5.765840,5.765852,0.000000,6.813710,6.571650,5.793870,-0.527498
0.311,0,5.763242,5.793087,5.763175,0.000000,4.609857,4.142546,1,5.763242,5.763175,0.000000,6.812762,6.572278,5.793087,-0.561652
0.312,0,5.760644,5.792304,5.760549,0.000000,4.610291,4.138666,1,5.760644,5.760549,0.000000,6.811813,6.572906,5.792304,-0.595805
0.313,0,5.758047,5.791521,5.758020,0.000000,4.610726,4.134786,1,5.758047,5.758020,0.000000,6.810864,6.573534,5.791521,-0.629959
0.314,0,5.755434,5.790691,5.755314,0.000000,4.611032,4.130795,1,5.755434,5.755314,0.000000,6.809916,6.573789,5.790691,-0.663502
0.315,0,5.752780,5.789731,5.752274,0.000000,4.610981,4.126501,1,5.752780,5.752274,0.000000,6.808969,6.573010,5.789731,-0.695362
0.316,0,5.750127,5.788770,5.749482,0.000000,4.610930,4.122206,1,5.750127,5.749482,0.000000,6.808023,6.572231,5.788770,-0.727221
0.317,0,5.747474,5.787810,5.747154,0.000000,4.610880,4.117911,1,5.747474,5.747154,0.000000,6.807076,6.571453,5.787810,-0.759081
0.318,0,5.745420,5.787404,5.745468,0.000000,4.610868,4.113655,1,5.745420,5.745468,0.000000,6.806101,6.570658,5.787404,-0.790089
0.319,0,5.745022,5.788528,5.744985,0.000000,4.610966,4.109503,1,5.745022,5.744985,0.000000,6.805047,6.569818,5.788528,-0.818747
0.320,0,5.744623,5.789652,5.744558,0.000000,4.611063,4.105352,1,5.744623,5.744558,0.000000,6.803993,6.568978,5.789652,-0.847405
0.321,0,5.744225,5.790777,5.744235,0.000000,4.611161,4.101200,1,5.744225,5.744235,0.000000,6.802939,6.568139,5.790777,-0.876063
0.322,0,5.743644,5.791666,5.743423,0.000000,4.611255,4.096897,1,5.743644,5.743423,0.000000,6.801743,6.566971,5.791666,-0.903724
0.323,0,5.742561,5.791907,5.741694,0.000000,4.611336,4.092172,1,5.742561,5.741694,0.000000,6.800153,6.564900,5.791907,-0.928636
0.324,0,5.741479,5.792149,5.740379,0.000000,4.611418,4.087448,1,5.741479,5.740379,0.000000,6.798564,6.562829,5.792149,-0.953548
0.325,0,5.740396,5.792390,5.739838,0.000000,4.611499,4.082724,1,5.740396,5.739838,0.000000,6.796976,6.560758,5.792390,-0.978459
0.326,0,5.740449,5.793648,5.740565,0.000000,4.611664,4.078187,1,5.740449,8.068264,2.327699,6.795496,6.558495,5.793648,-1.001156
0.327,0,5.743634,5.797715,5.743667,0.000000,4.612058,4.074166,1,5.743634,14.760155,9.016488,6.794315,6.555699,5.797715,-1.017740
0.328,0,5.746819,5.801781,5.746825,0.000000,4.612453,4.070145,1,5.746819,19.118446,13.371621,6.793136,6.552904,5.801781,-1.034324
0.329,0,5.750004,5.805847,5.750089,0.000000,4.612846,4.066124,1,5.750004,19.104589,13.354501,6.791955,6.550109,5.805847,-1.050908
0.330,0,5.751857,5.808450,5.752029,0.000000,4.613270,4.062325,1,5.751857,19.066385,13.314357,6.790825,6.521925,5.808450,-1.065033
0.331,0,5.750033,5.807017,5.751490,0.000000,4.613776,4.059136,1,5.750033,18.982567,13.231077,6.789832,6.423686,5.807017,-1.072374
0.332,0,5.748210,5.805583,5.750124,0.000000,4.614282,4.055948,1,5.748210,18.887627,13.137504,6.788838,6.325446,5.805583,-1.079714
0.333,0,5.746387,5.804150,5.747206,0.000000,4.614788,4.052760,1,5.746387,18.771851,13.024645,6.787845,6.227206,5.804150,-1.087054
0.334,0,5.744418,5.802413,5.744339,0.000000,4.615367,4.049670,1,5.744418,18.661396,12.917056,6.786975,6.129536,5.802413,-1.091392
0.335,0,5.742050,5.799834,5.741566,0.000000,4.616149,4.046849,1,5.742050,18.560907,12.819340,6.786446,6.033436,5.799834,-1.087443
0.336,0,5.739681,5.797256,5.739054,0.000000,4.616932,4.044028,1,5.739681,18.461393,12.722339,6.785916,5.937336,5.797256,-1.083494
0.337,0,5.737313,5.794678,5.737028,0.000000,4.617714,4.041207,1,5.737313,18.363707,12.626678,6.785388,5.841236,5.794678,-1.079545
0.338,0,5.735296,5.792353,5.735260,0.000000,4.618493,4.038663,1,5.735296,18.261177,12.525917,6.784887,5.745239,5.792353,-1.073740
0.339,0,5.734252,5.790728,5.733974,0.000000,4.619261,4.036882,1,5.734252,18.149572,12.415598,6.784467,5.649524,5.790728,-1.062814
0.340,0,5.733207,5.789102,5.732844,0.000000,4.620028,4.035101,1,5.733207,18.047216,12.314372,6.784047,5.553810,5.789102,-1.051887
0.341,0,5.732162,5.787477,5.732004,0.000000,4.620796,4.033320,1,5.732162,17.962185,12.230182,6.783626,5.458095,5.787477,-1.040961
0.342,0,5.730923,5.785578,5.731123,0.000000,4.621619,4.031590,1,5.730923,17.899883,12.168759,6.783200,5.386467,5.785578,-1.028561
0.343,0,5.729145,5.782926,5.730166,0.000000,4.622592,4.029997,1,5.729145,17.880161,12.149994,6.782760,5.381307,5.782926,-1.012096
0.344,0,5.727367,5.780273,5.728682,0.000000,4.623566,4.028405,1,5.727367,17.868414,12.139731,6.782319,5.376147,5.780273,-0.995631
0.345,0,5.725590,5.777620,5.726211,0.000000,4.624539,4.026813,1,5.725590,17.871611,12.145399,6.781878,5.370986,5.777620,-0.979167
0.346,0,5.723333,5.774512,5.722999,0.000000,4.625371,4.025236,1,5.723333,17.867002,12.144004,6.781519,5.366340,5.774512,-0.963135
0.347,0,5.719756,5.770147,5.718401,0.000000,4.625813,4.023700,1,5.719756,17.847775,12.129374,6.781384,5.363113,5.770147,-0.948300
0.348,0,5.716179,5.765781,5.714457,0.000000,4.626255,4.022165,1,5.716179,17.836412,12.121956,6.781249,5.359886,5.765781,-0.933464
0.349,0,5.712602,5.761416,5.711738,0.000000,4.626696,4.020630,1,5.712602,17.839788,12.128051,6.781113,5.356659,5.761416,-0.918628
0.350,0,5.710532,5.758681,5.710819,0.000000,4.627120,4.019088,1,5.710532,17.868519,12.157700,6.780989,5.378510,5.758681,-0.906107
0.351,0,5.712622,5.760445,5.713273,0.000000,4.627491,4.017528,1,5.712622,17.944752,12.231479,6.780896,5.469560,5.760445,-0.899973
0.352,0,5.714711,5.762208,5.715497,0.000000,4.627863,4.015967,1,5.714711,18.031836,12.316340,6.780803,5.560610,5.762208,-0.893839
0.353,0,5.716800,5.763971,5.717290,0.000000,4.628235,4.014406,1,5.716800,18.139254,12.421965,6.780709,5.651660,5.763971,-0.887704
0.354,0,5.716751,5.763742,5.716754,0.000000,4.628603,4.012948,1,5.716751,18.239269,12.522517,6.780620,5.742310,5.763742,-0.884323
0.355,0,5.710800,5.758015,5.711854,0.000000,4.628961,4.011772,1,5.710800,18.325420,12.613568,6.780538,5.831855,5.758015,-0.888539
0.356,0,5.704848,5.752288,5.706274,0.000000,4.629318,4.010595,1,5.704848,18.409855,12.703583,6.780457,5.921399,5.752288,-0.892755
0.357,0,5.698897,5.746561,5.699418,0.000000,4.629674,4.009419,1,5.698897,18.491074,12.791655,6.780376,6.010944,5.746561,-0.896971
0.358,0,5.694131,5.742167,5.693990,0.000000,4.630108,4.008546,1,5.694131,18.578325,12.884336,6.780359,6.100141,5.742167,-0.903986
0.359,0,5.692636,5.741456,5.691234,0.000000,4.630754,4.008512,1,5.692636,18.676884,12.985650,6.780519,6.188379,5.741456,-0.918725
0.360,0,5.691142,5.740744,5.689291,0.000000,4.631401,4.008479,1,5.691142,18.767977,13.078685,6.780679,6.276618,5.740744,-0.933463
0.361,0,5.689647,5.740032,5.688872,0.000000,4.632047,4.008445,1,5.689647,18.845079,13.156207,6.780839,6.364856,5.740032,-0.948201
0.362,0,5.687851,5.739189,5.688074,0.000000,4.632599,4.008533,1,5.687851,18.900537,13.212461,6.781033,6.429372,5.739189,-0.966106
0.363,0,5.685227,5.737980,5.686565,0.000000,4.632891,4.008955,1,5.685227,18.915438,13.228871,6.781316,6.428430,5.737980,-0.992748
0.364,0,5.682603,5.736772,5.684339,0.000000,4.633183,4.009378,1,5.682603,18.918613,13.234275,6.781599,6.427487,5.736772,-1.019390
0.365,0,5.679979,5.735563,5.680769,0.000000,4.633476,4.009801,1,5.679979,18.899828,13.219058,6.781882,6.426545,5.735563,-1.046033
0.366,0,5.676541,5.733638,5.676512,0.000000,4.633480,4.010293,1,5.676541,18.883133,13.206619,6.782128,6.425036,5.733638,-1.074484
0.367,0,5.670859,5.729733,5.670968,0.000000,4.632687,4.010976,1,5.670859,18.870354,13.199386,6.782270,6.421966,5.729733,-1.107928
0.368,0,5.665177,5.725827,5.665334,0.000000,4.631895,4.011659,1,5.665177,18.860262,13.194928,6.782412,6.418895,5.725827,-1.141372
0.369,0,5.659495,5.721922,5.659531,0.000000,4.631103,4.012341,1,5.659495,18.855202,13.195670,6.782554,6.415824,5.721922,-1.174817
0.370,0,5.654329,5.718505,5.654237,0.000000,4.630318,4.012986,1,5.654329,18.850208,13.195971,6.782743,6.413117,5.718505,-1.207721
0.371,0,5.650589,5.716434,5.649895,0.000000,4.629557,4.013524,1,5.650589,18.845343,13.195448,6.783059,6.411414,5.716434,-1.239137
0.372,0,5.646849,5.714363,5.645941,0.000000,4.628796,4.014062,1,5.646849,18.840307,13.194367,6.783375,6.409710,5.714363,-1.270552
0.373,0,5.643108,5.712293,5.642713,0.000000,4.628034,4.014600,1,5.643108,18.834955,13.192243,6.783691,6.408006,5.712293,-1.301968
0.374,0,5.639715,5.710530,5.639625,0.000000,4.627262,4.015250,1,5.639715,18.829870,13.190246,6.783935,6.406474,5.710530,-1.332663
0.375,0,5.637277,5.709618,5.636801,0.000000,4.626460,4.016204,1,5.637277,18.825291,13.188489,6.783981,6.405416,5.709618,-1.361368
0.376,0,5.634839,5.708705,5.634226,0.000000,4.625659,4.017159,1,5.634839,18.821438,13.187211,6.784028,6.404359,5.708705,-1.390074
0.377,0,5.632401,5.707793,5.632114,0.000000,4.624856,4.018114,1,5.632401,18.818947,13.186831,6.784074,6.403301,5.707793,-1.418780
0.378,0,5.630496,5.707319,5.630406,0.000000,4.624133,4.019205,1,5.630496,18.817480,13.187074,6.783993,6.403116,5.707319,-1.445728
0.379,0,5.630060,5.708057,5.629456,0.000000,4.623627,4.020673,1,5.630060,18.817934,13.188479,6.783559,6.405337,5.708057,-1.467829
0.380,0,5.629623,5.708795,5.628836,0.000000,4.623120,4.022141,1,5.629623,18.818968,13.190131,6.783124,6.407559,5.708795,-1.489929
0.381,0,5.629187,5.709533,5.628837,0.000000,4.622614,4.023609,1,5.629187,18.821081,13.192244,6.782690,6.409780,5.709533,-1.512029
0.382,0,5.629286,5.710707,5.629103,0.000000,4.621954,4.025003,1,5.629286,18.823324,13.194220,6.782300,6.411981,5.710707,-1.532258
0.383,0,5.630862,5.713083,5.629866,0.000000,4.620871,4.026198,1,5.630862,18.825804,13.195937,6.782033,6.414124,5.713083,-1.547321
