"Time"	"44 miry (cm)"	"43 mirx (cm)"	"42 CoMy (cm)"	"41 CoMx (cm)"	"40 FRy (cm)"	"39 FRx (cm)"	"38 FLy (cm)"	"37 FLx (cm)"	"36 HRy (cm)"	"35 HRx (cm)"	"34 HLy (cm)"	"33 HLx (cm)"	"32 MTP ang"	"31 Keyboard"	"30 ankle ang"	"29 knee ang"	"28 hip ang"	"27 FLty (cm)"	"26 FLtx (cm)"	"25 toey (cm)"	"801 toex (cm)"	"24 toex (cm)"	"23 MTPy (cm)"	"22 MTPx (cm)"	"21 anky (cm)"	"20 ankx (cm)"	"19 kny (cm)"	"18 knx (cm)"	"17 Hipy (cm)"	"16 Hipx (cm)"	"15 Cry (cm)"	"14 Crx (cm)"	"12 Sync"	"11 Gr"	"10 St"	"9 TA"	"8 Gs"	"7 VL"	"6 BF"	"5 Ip"	"4 GM"	"46 sw offset"	"45 sw onset"	"3 Platform"	"2 Trdml"	"1 Synch"
2.09	7.152602	0.891340	6.054691	17.011787	4.957649	18.106873	6.786984	19.354973	4.599922	14.020697	6.964698	14.913438	176.356232	0	56.018951	64.732651	81.134056	7.877359	18.807077	8.166543	17.542747	14.182729	8.682530	13.998347	9.531569	13.845426	8.805779	15.492613	10.305267	15.453664	10.190348	16.341167	0	-0.01838	0.00289	-0.01586	-0.01371	0.00825	-0.01276	0.00588	-0.01445	0	0	1.47906	0.35244	3.27697
2.10	7.147224	0.892553	6.068572	17.023180	4.976575	17.984814	6.099983	17.031651	4.721025	14.198666	6.972136	14.816546	173.301361	0	46.082626	65.087868	78.593147	7.893506	18.718002	8.115995	8.032619	14.380119	8.668019	14.237043	9.492378	13.895786	8.835997	15.571145	10.332739	15.479138	10.210573	16.360901	0	-0.01837	0.00244	-0.02199	-0.01280	0.01003	-0.01204	0.00620	-0.00101	0	0	1.48124	0.35046	3.27743
2.11	7.160796	0.891722	6.090367	17.057360	4.981432	17.896940	6.113962	17.060402	4.764571	14.450212	6.982329	14.721144	147.095657	0	41.914494	66.316704	76.406082	7.890893	18.577269	8.078356	0.615866	14.405336	8.650520	14.402660	9.384782	13.960180	8.857990	15.681311	10.347838	15.507207	10.240750	16.388443	0	-0.01835	0.00425	-0.02117	-0.01306	0.00963	-0.01351	0.00494	0.00307	0	0	1.48240	0.35073	3.27713
2.12	7.150347	0.887909	6.126189	17.107296	4.976190	17.812969	6.409048	18.282404	4.759326	14.665876	6.971903	14.603076	155.294983	0	44.651562	69.780403	73.376694	7.890500	18.428564	8.046497	-0.288661	14.387213	8.530581	14.520594	9.193318	14.046106	8.888436	15.819533	10.363056	15.547164	10.266644	16.441042	0	-0.01910	0.00204	-0.02006	-0.01876	0.00829	-0.01366	0.00469	0.00264	0	0	1.48153	0.35214	3.27683
2.13	7.135376	0.878628	6.140301	17.128187	4.961635	17.728167	6.756922	19.699707	4.764622	14.997872	6.971629	14.486065	78.899460	0	43.821926	70.879501	70.839851	7.868579	18.280115	8.113427	54.088341	14.405336	8.399746	14.774189	9.062180	14.188793	8.914797	15.982708	10.367479	15.609079	10.294715	16.487221	0	-0.01829	0.00248	-0.01943	-0.01829	0.00900	-0.01322	0.00572	0.00291	0	0	1.48138	0.35170	3.27849
2.14	7.138443	0.894746	6.139304	17.163994	4.982075	17.655098	6.760410	19.607019	4.709599	15.398436	6.978274	14.344172	175.718033	0	30.563887	76.881721	69.007851	7.871636	18.150414	8.112405	93.544243	15.710379	8.416034	15.177652	8.850379	14.319448	8.963299	16.114021	10.399889	15.682505	10.334829	16.553408	0	-0.01709	0.00364	-0.02054	-0.01531	0.00808	-0.01260	0.00385	0.00425	0	0	1.48364	0.34886	3.27713
2.15	7.137761	0.891714	6.145600	17.181015	4.979586	17.554087	6.753520	19.503660	4.750081	15.837465	6.971548	14.219528	178.386765	0	36.379620	78.906067	58.817924	7.842359	18.051823	8.051195	40.321548	16.206474	8.241980	15.688750	8.561044	14.741888	9.110096	16.454975	10.422785	15.731371	10.387300	16.607748	0	-0.01795	0.00414	-0.02078	-0.01814	0.00815	-0.01072	0.00709	0.00296	0	0	1.48120	0.34605	3.27697
2.16	7.137508	0.895510	6.164992	17.222345	4.961617	17.463961	6.753442	19.399689	4.754550	16.124683	6.949916	14.138502	177.840958	0	43.324558	83.198936	52.843620	7.849541	17.943224	8.058804	26.833086	16.480139	8.158003	15.964573	8.351742	15.126147	9.259559	16.678772	10.454993	15.774153	10.454364	16.630180	0	-0.01808	0.00424	-0.01926	-0.01116	0.00834	-0.01138	0.00561	0.00316	0	0	1.48027	0.34173	3.27699
2.17	7.135672	0.899910	6.189446	17.237482	4.969308	17.335300	6.739897	19.282389	4.750871	16.403456	6.947751	14.062037	173.654633	0	55.786354	84.071930	47.043041	7.861609	17.885103	7.950388	18.025026	16.718863	8.037910	16.265427	8.297384	15.431859	9.417906	16.840405	10.488930	15.790446	10.510730	16.637661	0	-0.01740	0.00244	-0.01920	-0.01587	0.00836	-0.01344	0.00497	0.00286	0	0	1.48425	0.33678	3.27773
2.18	7.140788	0.886887	6.216558	17.215553	4.973939	17.263968	6.760750	19.197222	4.767217	16.390648	6.911824	14.006489	169.244415	0	54.184738	87.298698	51.258270	7.865372	17.821577	7.962661	4.279495	16.827286	7.997999	16.346827	8.233823	15.428038	9.385775	16.811106	10.491764	15.797935	10.546692	16.636837	0	-0.01797	0.00334	-0.01909	-0.01263	0.00850	-0.01158	0.00572	0.00257	1	0	1.48259	0.33457	3.27728
2.19	7.142694	0.897777	6.221522	17.187119	4.975165	17.204571	6.765989	19.081724	4.740974	16.288101	6.885408	13.941390	168.649490	0	53.646469	86.635948	53.642376	7.858107	17.751677	7.952787	-3.044158	16.827286	7.988846	16.269825	8.228795	15.377066	9.351845	16.783751	10.467142	15.780704	10.547770	16.601658	0	-0.01702	0.00276	-0.02067	-0.01450	0.00787	-0.01361	0.00399	0.00286	0	0	1.48319	0.33275	3.27805
2.20	7.151847	0.894160	6.213545	17.148155	4.979366	17.177374	6.768589	18.988310	4.753629	16.172262	6.886195	13.887194	167.621643	0	53.267239	88.001373	53.853951	7.888187	17.654779	7.961930	-8.229753	16.773394	7.985857	16.171900	8.217166	15.288080	9.340380	16.694578	10.479131	15.718237	10.544834	16.559774	0	-0.01700	0.00353	-0.01982	-0.01287	0.00907	-0.01243	0.00555	0.00246	0	0	1.48115	0.33263	3.27758
2.21	7.147877	0.899241	6.170376	17.114161	4.925165	17.197227	6.782453	18.896618	4.742359	16.055487	6.903215	13.800939	168.527710	0	52.485523	88.563644	55.328587	7.900082	17.571552	7.948033	-11.351350	16.653749	7.976333	16.072523	8.196758	15.205234	9.310527	16.619276	10.465258	15.661892	10.538455	16.500132	0	-0.01726	0.00387	-0.02045	-0.01265	0.00808	-0.01308	0.00623	0.00407	0	0	1.48190	0.33097	3.27744
2.22	7.145833	0.894141	6.138676	17.069530	4.914071	17.232929	6.778563	18.780870	4.709065	15.992511	6.897375	13.727518	169.649841	0	51.381294	88.465240	56.593136	7.954492	17.495134	7.941258	-9.826498	16.546997	7.981457	15.954848	8.202862	15.082147	9.289795	16.516876	10.460709	15.579406	10.538324	16.420046	0	-0.01617	-0.00776	-0.01805	-0.01138	0.00714	-0.01301	0.00568	0.00574	0	0	1.48348	0.33012	3.27744
2.23	7.146420	0.889965	6.108342	17.006388	4.932076	17.351431	6.773111	18.674408	4.734287	15.878092	6.908054	13.635124	171.680679	0	51.207325	90.088768	56.493954	8.027671	17.494608	7.938231	-10.775220	16.451164	7.983929	15.864336	8.184418	14.979902	9.303346	16.389858	10.479754	15.459238	10.553880	16.334679	0	-0.01963	-0.00590	-0.01945	-0.01156	0.00789	-0.00992	0.00558	0.01065	0	0	1.48439	0.33131	3.27683
2.24	7.144163	0.889210	6.103313	16.959839	4.978275	17.533648	6.783949	18.560030	4.722864	15.770313	6.928391	13.546908	170.603302	0	50.323769	90.142532	58.922520	8.071557	17.776968	7.949441	-10.891313	16.334629	7.987278	15.759637	8.203632	14.834054	9.291053	16.268353	10.488558	15.365143	10.581185	16.254061	0	-0.01921	0.00244	-0.01897	-0.01221	0.00809	-0.01312	0.00654	0.00020	0	0	1.48197	0.33022	3.27623
2.25	7.147655	0.891395	6.113945	16.886097	5.003621	17.696791	6.786264	18.439226	4.722298	15.649825	6.941094	13.469529	171.175369	0	49.905117	90.124344	61.496944	8.125258	17.981886	7.949385	-10.372097	16.234840	7.990747	15.633020	8.201052	14.704004	9.288048	16.138729	10.485615	15.235497	10.623400	16.155058	0	-0.01816	0.00385	-0.02468	-0.01253	0.00876	-0.01110	0.00368	0.00109	0	0	1.47668	0.32793	3.27789
2.26	7.127549	0.904416	6.123461	16.790260	5.038050	17.780422	6.800654	18.307753	4.737764	15.536698	6.137482	16.715803	170.104233	0	50.564457	89.813683	61.386658	8.046861	17.914799	7.951351	-11.494350	16.120165	7.984906	15.522488	8.199012	14.602896	9.293722	16.031740	10.481449	15.115619	10.628974	16.043863	0	-0.01825	0.00354	-0.02175	-0.01299	0.00899	-0.01203	0.00265	0.00166	0	0	1.48550	0.32364	3.27819
2.27	7.137416	0.903175	6.120571	16.750422	5.062841	17.876440	6.804583	18.202776	4.743921	15.437151	6.124426	16.676872	168.917526	0	50.970245	89.528198	62.926456	8.090387	17.936394	7.956816	-11.098079	16.008150	7.988172	15.401254	8.219056	14.477997	9.300533	15.916864	10.492132	15.005787	10.663701	15.947248	0	-0.01649	0.00292	-0.01875	-0.01424	0.00820	-0.01211	0.00594	0.00300	0	0	1.48207	0.32126	3.27759
2.28	7.138190	0.907327	6.117806	16.658537	5.114965	17.926052	6.781711	18.127260	4.764815	15.326990	6.111277	16.594191	170.644852	0	50.571484	90.785629	64.466293	8.272307	18.183640	7.953639	-12.105258	15.889679	7.994377	15.293096	8.215229	14.356071	9.306236	15.787745	10.511654	14.895015	10.696988	15.849269	0	-0.01782	0.00322	-0.02066	-0.01469	0.00946	-0.01436	0.00594	0.00030	0	0	1.48232	0.31861	3.27789
2.29	7.130996	0.903159	6.109844	16.535784	5.125246	17.994192	6.788137	18.022152	4.751545	15.217407	6.104491	16.449163	171.283112	0	50.207657	91.079094	65.287506	8.193772	18.311586	7.963840	-9.765888	15.774908	8.012503	15.171496	8.236953	14.224027	9.317211	15.663833	10.533790	14.786374	10.722050	15.746941	0	-0.01761	0.00201	-0.02124	-0.01282	0.00791	-0.01315	0.00533	0.00248	0	0	1.48304	0.31674	3.27636
2.30	7.132112	0.912033	6.112040	16.432201	5.138899	18.010281	6.784273	17.946552	4.744501	15.132887	6.949517	12.909470	169.783066	0	51.016766	91.648476	66.324226	8.157267	18.333231	7.976280	-9.647210	15.691285	8.010780	15.086284	8.240170	14.130402	9.336744	15.557659	10.551995	14.678388	10.764469	15.660084	0	-0.01814	0.00262	-0.01942	-0.01468	0.00839	-0.01111	0.00455	0.00312	0	0	1.48315	0.31496	3.27712
2.31	7.114315	0.922849	6.126210	16.311642	5.160817	17.955681	6.775725	17.853004	4.767999	15.005642	6.951889	12.813750	169.786255	0	50.576992	92.340157	69.410164	8.144530	18.278948	7.973232	-10.287789	15.583322	8.010489	14.988972	8.255683	13.990810	9.333331	15.432571	10.570463	14.584339	10.814231	15.573331	0	-0.01665	0.00490	-0.02035	-0.01252	0.00751	-0.01349	0.00596	0.00067	0	0	1.45346	0.31547	3.27729
2.32	7.122004	0.918593	6.133501	16.204437	5.184212	17.845655	6.774686	17.767130	4.753431	14.910513	6.957816	12.793900	169.672668	0	51.370361	94.057228	72.235359	8.166880	18.169706	7.981985	-10.841749	15.479405	8.014668	14.871645	8.248794	13.888959	9.356184	15.308003	10.601041	14.471165	10.888885	15.465434	0	-0.01808	0.00305	-0.02013	-0.01113	0.01234	-0.01303	0.00733	0.00842	0	0	1.36571	0.31725	3.27744
