"Time","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","60 Right DS","v3 R COP","70 RDS cle","58 FLr Sw of","57 FLr Sw on","34 FRx (cm)","34a FRx (cm)","54 HLr Sw of","53 HLr Sw on","29 HRx (cm)","29a HRx (cm)","56 FLl Sw of","v5 L COP","71 LDS cle","59 Left DS","v6 L Mos","37a CoMy (cm)","v4 R Mos","55 FLl Sw on","32a FLx (cm)","32 FLx (cm)","52 HLl Sw of","31 Keyboard","51 HLl Sw on","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","1 Synch","69 L marks","68 R marks","67 xCoM","28 HLy (cm)","33 FLy (cm)","v7 xCoM","27a HLx (cm)","3 Platform","2 Trdml","35 FRy (cm)","30 HRy (cm)","v2 Virtual","v1 Virtual","37b CoMy (cm)","37 CoMy (cm)"
0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.964981,63.963604,96.100601,43.973335,17.074963,0,0.000000,1,0,0,17.257620,-0.664858,0,0,16.405695,10.254505,0,6.498286,1,1,0.818044,-2.144046,5.680243,0,3.744372,19.546461,0,0,0,13.804167,8.062207,17.192396,8.361918,16.497238,8.298568,15.907191,8.332925,15.159813,9.734307,15.956444,10.624107,14.733650,10.780368,15.868715,0,-0.01697,0.00375,-0.01932,-0.01306,0.00779,-0.01223,0.00565,0.00280,3.27607,0,0,5.680327,6.783030,6.225924,5.680327,13.804167,-0.00015,0.09648,4.632730,4.008723,-0.783851,57.782467,5.738645,-0.978095
0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.268143,64.442154,95.989517,44.004436,17.080173,0,0.000000,1,0,0,17.247585,0.193876,0,0,16.418730,9.644035,0,6.498286,1,1,0.820818,-2.190148,5.677468,0,5.161632,19.544554,0,0,0,13.794440,8.068958,17.174206,8.332343,16.551571,8.288141,15.952111,8.331369,15.174408,9.736385,15.965832,10.624790,14.741623,10.782679,15.876841,0,-0.01638,0.00262,-0.01939,-0.01459,0.00843,-0.01221,0.00482,0.00167,3.27630,0,0,5.677677,6.782893,6.224453,5.677677,13.794440,0.00015,0.09631,4.633023,4.009146,-0.736972,73.195625,5.737436,-1.004737
0.040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.571304,64.920708,95.878426,44.035538,17.085386,0,0.000000,1,0,0,17.237549,1.052610,0,0,16.431765,9.033564,0,6.498286,1,1,0.823410,-2.236250,5.674876,0,6.578891,19.542645,0,0,0,13.784714,8.075709,17.156015,8.302769,16.605906,8.277714,15.997030,8.329814,15.189003,9.738464,15.975220,10.625473,14.749596,10.784989,15.884967,0,-0.01732,0.00286,-0.01971,-0.01420,0.00880,-0.01236,0.00160,0.00204,3.27658,0,0,5.675026,6.782757,6.222983,5.675026,13.784714,0.00015,0.09639,4.633315,4.009569,-0.690092,88.608788,5.736228,-1.031379
0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.874466,65.399254,95.767342,44.066639,17.090599,0,0.000000,1,0,0,17.227514,1.911344,0,0,16.444799,8.423094,0,6.498286,1,1,0.825956,-2.282351,5.672330,0,7.996150,19.540735,0,0,0,13.774987,8.082460,17.137825,8.273193,16.660238,8.267287,16.041950,8.328259,15.203599,9.740543,15.984607,10.626156,14.757568,10.787300,15.893092,0,-0.01523,0.00424,-0.01942,-0.01338,0.00900,-0.01135,0.00664,0.00238,3.27689,0,0,5.672376,6.782620,6.221514,5.672376,13.774987,0.00015,0.09668,4.633607,4.009991,-0.643212,104.021950,5.735020,-1.058022
0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.155487,66.176476,95.686790,44.218922,17.095884,0,0.000000,1,0,0,17.218040,2.746165,0,0,16.453705,7.815766,0,6.498286,1,1,0.828209,-2.214863,5.670078,0,10.094825,19.537687,0,0,0,13.765364,8.093517,17.117210,8.240601,16.693468,8.255088,16.072275,8.326618,15.220577,9.741478,15.993001,10.626785,14.766056,10.788871,15.900422,0,-0.02124,0.00276,-0.01894,-0.01287,0.00902,-0.01197,0.00630,0.00225,3.27746,0,0,5.670135,6.782365,6.220016,5.670135,13.765364,0.00015,0.09675,4.633123,4.010600,-0.565854,126.843292,5.731880,-1.089534
0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.031082,67.072159,95.618347,44.419273,17.101198,0,0.000000,1,0,0,17.208790,3.571500,0,0,16.460970,7.209687,0,6.498286,1,1,0.830388,-2.102320,5.667899,0,12.463782,19.534187,0,0,0,13.755781,8.106282,17.095636,8.206810,16.718328,8.242185,16.096813,8.324944,15.238503,9.741959,16.001001,10.627395,14.774748,10.790149,15.907436,0,-0.01718,0.00411,-0.02117,-0.01258,0.00990,-0.01184,0.00396,0.00200,3.27815,0,0,5.668057,6.782062,6.218509,5.668057,13.755781,0.00000,0.09651,4.632330,4.011283,-0.476406,152.603073,5.727975,-1.122978
0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.906677,67.967842,95.549904,44.619629,17.106512,0,0.000000,1,0,0,17.199539,4.396836,0,0,16.468237,6.603607,0,6.498286,1,1,0.832417,-1.989776,5.665869,0,14.832739,19.530687,0,0,0,13.746199,8.119046,17.074062,8.173019,16.743189,8.229282,16.121351,8.323269,15.256427,9.742440,16.009001,10.628004,14.783441,10.791427,15.914451,0,-0.01760,0.00408,-0.02090,-0.01404,0.00887,-0.01201,0.00614,0.00242,3.27797,0,0,5.665979,6.781759,6.217000,5.665979,13.746199,0.00045,0.09656,4.631538,4.011966,-0.386957,178.362854,5.724070,-1.156422
0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.782272,68.863533,95.481468,44.819981,17.111826,0,0.000000,1,0,0,17.190287,5.222171,0,0,16.475502,5.997527,0,6.498286,1,1,0.834410,-1.877233,5.663877,0,17.201696,19.527187,0,0,0,13.736617,8.131811,17.052488,8.139230,16.768049,8.216379,16.145889,8.321595,15.274351,9.742921,16.017002,10.628613,14.792132,10.792705,15.921464,0,-0.01771,0.00359,-0.02043,-0.01329,0.00971,-0.01151,0.00513,0.00259,3.27744,0,0,5.663901,6.781456,6.215493,5.663901,13.736617,0.00030,0.09687,4.630746,4.012649,-0.297509,204.122635,5.720165,-1.189867
0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.613968,69.863327,95.504967,45.153481,17.118595,0,0.000000,1,0,0,17.182251,6.002910,0,0,16.480234,5.385700,0,6.497662,1,1,0.835799,-1.725533,5.661863,0,18.948252,19.553450,0,0,0,13.726979,8.126133,17.044384,8.109136,16.776352,8.192881,16.153154,8.321160,15.281611,9.739416,16.021717,10.629318,14.800039,10.795088,15.932794,0,-0.01673,0.00207,-0.02316,-0.01510,0.00824,-0.01242,0.00395,0.00171,3.27744,0,0,5.661872,6.781056,6.214264,5.661872,13.726979,0.00014,0.09687,4.629976,4.013228,-0.238897,223.117355,5.717573,-1.221858
0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.031601,70.904411,95.564941,45.539791,17.125942,0,0.000000,1,0,0,17.174698,6.765958,0,0,16.483961,4.771593,0,6.496880,1,1,0.837035,-1.558302,5.659844,0,20.447935,19.591515,0,0,0,13.717319,8.113139,17.041622,8.080509,16.778084,8.165178,16.153568,8.321218,15.284642,9.734330,16.025129,10.630062,14.807635,10.797910,15.945835,0,-0.01849,0.00421,-0.01776,-0.01527,0.00859,-0.01118,0.00527,0.00187,3.27767,0,0,5.659862,6.780617,6.213147,5.659862,13.717319,-0.00000,0.09663,4.629214,4.013766,-0.192514,239.428741,5.715502,-1.253274
0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.449234,71.945503,95.624916,45.926102,17.133289,0,0.000000,1,0,0,17.167145,7.529007,0,0,16.487690,4.157487,0,6.496103,1,1,0.838265,-1.391072,5.657838,0,21.947618,19.629581,0,0,0,13.707660,8.100145,17.038860,8.051882,16.779818,8.137477,16.153982,8.321276,15.287673,9.729244,16.028543,10.630805,14.815230,10.800732,15.958877,0,-0.02347,0.00473,-0.02000,-0.01320,0.00876,-0.01255,0.00561,0.00215,3.27742,0,0,5.657851,6.780178,6.212029,5.657851,13.707660,0.00000,0.09668,4.628453,4.014305,-0.146132,255.740112,5.713431,-1.284689
0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.866867,72.986588,95.684891,46.312416,17.140636,0,0.000000,1,0,0,17.159592,8.292055,1,0,16.491417,3.543380,0,6.495328,1,1,0.839494,-1.223841,5.655835,0,23.447302,19.667648,0,0,0,13.698001,8.087152,17.036098,8.023255,16.781551,8.109775,16.154396,8.321334,15.290704,9.724158,16.031956,10.631549,14.822825,10.803554,15.971917,0,-0.00940,0.00229,-0.02009,-0.01389,0.00806,-0.01265,0.00522,0.00302,3.27696,0,0,5.655841,6.779739,6.210912,5.655841,13.698001,-0.00015,0.09692,4.627691,4.014843,-0.099750,272.051483,5.711360,-1.316105
0.050,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170.566055,73.686882,95.786179,46.689861,17.144812,0,0.000000,1,0,0,17.153255,8.978855,0,0,16.492142,2.913369,0,6.494511,1,1,0.840576,-0.976797,5.653935,0,23.680901,19.705692,0,0,0,13.688195,8.082903,17.031519,8.011931,16.772430,8.093763,16.138983,8.318698,15.285419,9.717615,16.035746,10.631445,14.830035,10.806968,15.982693,0,-0.02129,0.00427,-0.01978,-0.01259,0.00780,-0.01246,0.00434,0.00280,3.27688,0,0,5.654020,6.779346,6.209930,5.654020,13.688195,0.00015,0.09707,4.626901,4.015679,-0.117107,274.595306,5.710119,-1.345580
0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.376923,74.252007,95.903839,47.063789,17.147730,0,0.000000,1,0,0,17.147402,9.635410,0,0,16.491678,2.277050,0,6.493681,1,1,0.841621,-0.698096,5.652061,0,23.412313,19.743727,0,0,0,13.678331,8.082123,17.026217,8.007471,16.759007,8.082388,16.117290,8.314994,15.276836,9.710494,16.039688,10.631005,14.837090,10.810617,15.992568,0,-0.01591,0.00285,-0.01909,-0.01378,0.00981,-0.01124,0.00638,0.00311,3.27696,0,0,5.652274,6.778970,6.209003,5.652274,13.678331,0.00045,0.09694,4.626100,4.016634,-0.159746,271.678223,5.709207,-1.374286
0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.187790,74.817123,96.021507,47.437721,17.150646,0,0.000000,1,0,0,17.141548,10.291965,0,0,16.491213,1.640730,0,6.493137,1,1,0.842762,-0.419394,5.650375,0,23.143724,19.781761,0,0,0,13.668468,8.081343,17.020916,8.003011,16.745581,8.071012,16.095600,8.311289,15.268253,9.703373,16.043629,10.630566,14.844147,10.814267,16.002445,0,-0.01689,0.00390,-0.01976,-0.01403,0.00943,-0.01261,0.00412,0.00219,3.27730,0,0,5.650527,6.778594,6.208076,5.650527,13.668468,0.00015,0.09693,4.625298,4.017589,-0.202385,268.761139,5.708294,-1.402992
0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.998642,75.382248,96.139175,47.811649,17.153564,0,0.000000,1,0,0,17.135696,10.948521,0,0,16.490747,1.004411,0,6.492664,1,1,0.843927,-0.140693,5.648737,0,22.875135,19.819798,0,0,0,13.658604,8.080562,17.015614,7.998550,16.732155,8.059637,16.073908,8.307585,15.259670,9.696252,16.047569,10.630126,14.851203,10.817917,16.012320,0,-0.01621,0.00278,-0.02020,-0.01297,0.00846,-0.01215,0.00544,0.00313,3.27776,0,0,5.648781,6.778219,6.207149,5.648781,13.658604,-0.00000,0.09711,4.624496,4.018543,-0.245024,265.844055,5.707382,-1.431697
0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.281296,75.637093,96.288948,48.076073,17.153551,0,0.000000,1,0,0,17.133421,11.552690,0,0,16.488512,0.379707,0,6.492568,1,1,0.845246,0.072478,5.647323,0,21.285198,19.857817,0,0,0,13.648767,8.082561,17.007195,7.995885,16.720896,8.054057,16.055906,8.308275,15.252438,9.690237,16.050058,10.628140,14.860021,10.818133,16.018805,0,-0.01652,0.00494,-0.02068,-0.01306,0.00830,-0.01286,0.00400,0.00206,3.27784,0,0,5.647332,6.778258,6.206280,5.647332,13.648767,0.00015,0.09725,4.623905,4.019866,-0.351480,248.558792,5.707651,-1.455673
0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.751053,75.768875,96.451454,48.297062,17.152376,0,0.000000,1,0,0,17.132565,12.136080,0,0,16.485575,-0.240390,0,6.492568,1,1,0.846604,0.259656,5.645965,0,19.171150,19.895832,0,0,0,13.638941,8.085661,16.997538,7.993932,16.710497,8.050776,16.039370,8.310709,15.245741,9.684662,16.051970,10.625543,14.869537,10.816987,16.023941,0,-0.03224,0.00449,-0.01973,-0.01434,0.00860,-0.01344,0.00562,0.00225,3.27776,0,0,5.646002,6.778463,6.205434,5.646002,13.638941,0.00030,0.09712,4.623399,4.021333,-0.483249,225.574417,5.708389,-1.477774
0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.220825,75.900650,96.613960,48.518047,17.151203,0,0.000000,1,0,0,17.131708,12.719471,0,0,16.482637,-0.860487,0,6.492568,1,1,0.847921,0.446835,5.644648,0,17.057102,19.933847,0,0,0,13.629114,8.088761,16.987883,7.991980,16.700098,8.047494,16.022833,8.313143,15.239044,9.679087,16.053881,10.622944,14.879055,10.815841,16.029079,0,-0.02051,0.00302,-0.01904,-0.01315,0.00846,-0.01221,0.00544,0.00225,3.27758,0,0,5.644671,6.778668,6.204588,5.644671,13.629114,0.00015,0.09687,4.622892,4.022801,-0.615018,202.590057,5.709127,-1.499874
0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.690598,76.032433,96.776466,48.739037,17.150028,0,0.000000,1,0,0,17.130852,13.302861,0,0,16.479700,-1.480584,0,6.492568,1,1,0.849227,0.634013,5.643341,0,14.943055,19.971863,0,0,0,13.619287,8.091863,16.978226,7.990026,16.689699,8.044211,16.006296,8.315576,15.232347,9.673512,16.055792,10.620346,14.888572,10.814694,16.034216,0,-0.01283,0.00468,-0.02060,-0.01450,0.00850,-0.01159,0.00510,0.00334,3.27735,0,0,5.643341,6.778872,6.203743,5.643341,13.619287,0.00001,0.09699,4.622386,4.024269,-0.746787,179.605682,5.709865,-1.521975
0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.549240,75.989120,96.854668,48.873058,17.153936,0,0.000000,1,0,0,17.133966,13.832521,0,0,16.474457,-2.079015,0,6.492568,1,1,0.850628,0.753872,5.641941,0,12.166840,19.976254,0,0,0,13.609318,8.099153,16.983313,7.997129,16.673878,8.047294,15.991477,8.315885,15.222491,9.670124,16.056974,10.622749,14.894694,10.814222,16.039579,0,-0.01699,0.00404,-0.02010,-0.01302,0.00926,-0.01349,0.00517,0.00287,3.27723,0,0,5.642074,6.779212,6.203139,5.642074,13.609318,0.00000,0.09717,4.621467,4.025541,-0.907868,149.427551,5.711776,-1.539036
0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.562149,75.876358,96.899437,48.972584,17.159863,0,0.000000,1,0,0,17.138655,14.340869,0,0,16.468298,-2.668853,0,6.492568,1,1,0.852053,0.847030,5.640516,0,9.127976,19.967306,0,0,0,13.599292,8.108105,16.994247,8.007823,16.655907,8.052900,15.977338,8.315351,15.211383,9.667603,16.057865,10.627136,14.899471,10.814017,16.045033,0,-0.01944,0.00442,-0.02016,-0.01390,0.00950,-0.01209,0.00512,0.00284,3.27715,0,0,5.640831,6.779605,6.202633,5.640831,13.599292,0.00000,0.09705,4.620384,4.026736,-1.080575,116.396019,5.714152,-1.554099
0.060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.575043,75.763603,96.944206,49.072113,17.165787,0,0.000000,1,0,1,17.143343,14.849217,0,0,16.462141,-3.258690,0,6.492568,1,1,0.853210,0.940187,5.639359,0,6.089113,19.958361,0,0,0,13.589265,8.117057,17.005182,8.018517,16.637934,8.058507,15.963199,8.314817,15.200275,9.665084,16.058756,10.631523,14.904248,10.813813,16.050486,0,-0.01098,0.00342,-0.02052,-0.01343,0.00813,-0.01306,0.00421,0.00296,3.27702,0,0,5.639588,6.779998,6.202126,5.639588,13.589265,0.00030,0.09673,4.619301,4.027930,-1.253283,83.364487,5.716529,-1.569162
0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.587952,75.650841,96.988976,49.171638,17.171713,0,0.000000,1,0,0,17.148031,15.357565,0,0,16.455982,-3.848528,0,6.492568,1,1,0.854299,1.033344,5.638269,0,3.050249,19.949413,0,0,0,13.579239,8.126009,17.016117,8.029210,16.619963,8.064114,15.949060,8.314283,15.189167,9.662563,16.059647,10.635910,14.909025,10.813608,16.055939,0,-0.01799,0.00419,-0.02046,-0.01367,0.00837,-0.01061,0.00529,0.00194,3.27687,0,0,5.638345,6.780391,6.201620,5.638345,13.579239,-0.00015,0.09681,4.618218,4.029125,-1.425990,50.332951,5.718905,-1.584226
0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.621918,75.418869,96.944969,49.349728,17.174860,0,0.000000,1,0,0,17.160645,15.814061,0,0,16.448261,-4.387203,0,6.498525,1,1,0.860761,0.993496,5.637764,0,0.667252,19.940212,0,0,0,13.569247,8.137905,17.019875,8.031590,16.594793,8.070547,15.927498,8.319860,15.181366,9.660149,16.061205,10.640004,14.916374,10.812432,16.063715,0,-0.01557,0.00434,-0.02075,-0.01450,0.00919,-0.01180,0.00480,0.00278,3.27699,0,0,5.637763,6.780793,6.215861,5.637763,13.569247,0.00015,0.09705,4.617280,4.030016,-1.559015,24.428991,5.721784,-1.593630
0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.664246,75.139610,96.865761,49.558975,17.176905,0,0.000000,1,0,0,17.176403,16.249990,0,0,16.439922,-4.905584,0,6.505989,1,1,0.868583,0.900893,5.637406,0,-1.455597,19.930908,0,0,0,13.559270,8.150969,17.020786,8.030670,16.566771,8.077308,15.902991,8.327861,15.174876,9.657775,16.063026,10.643984,14.924744,10.810870,16.072414,0,-0.01473,0.00281,-0.02046,-0.01371,0.00946,-0.01140,0.00415,0.00170,3.27722,0,0,5.637442,6.781199,6.235952,5.637442,13.559270,-0.00015,0.09700,4.616397,4.030787,-1.676300,1.352163,5.724864,-1.600789
0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.706573,74.860352,96.786545,49.768223,17.178949,0,0.000000,1,0,0,17.192162,16.685919,0,0,16.431581,-5.423966,0,6.516894,1,1,0.879790,0.808290,5.637104,0,-3.578446,19.921606,0,0,0,13.549293,8.164032,17.021698,8.029751,16.538748,8.084068,15.878486,8.335861,15.168386,9.655402,16.064848,10.647963,14.933114,10.809309,16.081114,0,-0.01724,0.00364,-0.01982,-0.01376,0.00835,-0.01200,0.00559,0.00236,3.27701,0,0,5.637122,6.781604,6.256043,5.637122,13.549293,0.00000,0.09674,4.615516,4.031559,-1.793585,-21.724665,5.727942,-1.607949
0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.748886,74.581093,96.707336,49.977470,17.180994,0,0.000000,1,0,0,17.207920,17.121847,0,0,16.423243,-5.942348,0,6.528669,1,1,0.891852,0.715687,5.636817,0,-5.701295,19.912302,0,0,0,13.539314,8.177096,17.022610,8.028832,16.510725,8.090830,15.853979,8.343862,15.161898,9.653028,16.066669,10.651941,14.941483,10.807748,16.089813,0,-0.02025,0.00369,-0.02028,-0.01413,0.00795,-0.01405,0.00493,0.00378,3.27663,0,0,5.636801,6.782009,6.276134,5.636801,13.539314,-0.00015,0.09673,4.614634,4.032330,-1.910869,-44.801495,5.731021,-1.615108
0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.688766,74.094604,96.625648,50.244026,17.183926,0,0.000000,1,0,0,17.229935,17.530796,0,0,16.413481,-6.408863,0,6.539378,1,1,0.903379,0.665403,5.635999,0,-7.137878,19.902054,0,0,0,13.529271,8.185180,17.035763,8.033292,16.488373,8.094890,15.837791,8.348829,15.150235,9.647757,16.064783,10.654867,14.947600,10.806352,16.094927,0,-0.01470,0.00258,-0.01974,-0.01296,0.00862,-0.01174,0.00582,0.00210,3.27695,0,0,5.635880,6.782660,6.296125,5.635880,13.529271,-0.00015,0.09688,4.612899,4.032659,-1.990338,-60.416592,5.729491,-1.620052
0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.587997,73.525917,96.542984,50.533310,17.187208,0,0.000000,1,0,0,17.254433,17.929045,0,0,16.403154,-6.854805,0,6.549816,1,1,0.914769,0.631905,5.635046,0,-8.302255,19.891430,0,0,0,13.519201,8.191287,17.053768,8.039886,16.468273,8.097878,15.824903,8.352593,15.136522,9.641335,16.061426,10.657374,14.952823,10.805021,16.098618,0,-0.01733,0.00384,-0.02003,-0.01390,0.00904,-0.01205,0.00593,0.00294,3.27756,0,0,5.634719,6.783409,6.316076,5.634719,13.519201,-0.00000,0.09696,4.610826,4.032813,-2.054806,-73.072006,5.726132,-1.624117
0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.487228,72.957230,96.460312,50.822598,17.190491,0,0.000000,1,0,0,17.278931,18.327293,0,0,16.392828,-7.300747,0,6.560120,1,1,0.926333,0.598407,5.633787,0,-9.466632,19.880808,0,0,0,13.509131,8.197395,17.071775,8.046478,16.448172,8.100866,15.812015,8.356359,15.122809,9.634913,16.058071,10.659883,14.958045,10.803691,16.102310,0,-0.01656,0.00364,-0.01945,-0.01328,0.00814,-0.01188,0.00503,0.00270,3.27752,0,0,5.633559,6.784158,6.336027,5.633559,13.509131,0.00015,0.09674,4.608752,4.032966,-2.119274,-85.727425,5.722773,-1.628182
0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.386459,72.388542,96.377647,51.111885,17.193771,0,0.000000,1,0,0,17.303429,18.725542,0,0,16.382502,-7.746689,0,6.570390,1,1,0.937941,0.564909,5.632450,0,-10.631009,19.870184,0,0,0,13.499062,8.203503,17.089783,8.053072,16.428072,8.103854,15.799126,8.360123,15.109097,9.628491,16.054714,10.662390,14.963267,10.802361,16.106001,0,-0.01450,0.00389,-0.02046,-0.01260,0.00810,-0.01284,0.00223,0.00196,3.27722,0,0,5.632399,6.784906,6.355978,5.632399,13.499062,0.00015,0.09650,4.606679,4.033120,-2.183743,-98.382835,5.719414,-1.632247
0.070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.240173,71.913925,96.320763,51.322941,17.194675,0,0.000000,1,0,0,17.330957,19.105289,0,0,16.372492,-8.121581,0,6.581782,1,1,0.950632,0.406868,5.631150,0,-11.061114,19.858702,0,0,0,13.488639,8.210185,17.099604,8.055145,16.417721,8.104718,15.788638,8.361799,15.093495,9.621305,16.050234,10.664524,14.967785,10.798897,16.110292,0,-0.01953,0.00422,-0.01991,-0.01268,0.00781,-0.01075,0.00593,0.00336,3.27718,0,0,5.631101,6.785521,6.375916,5.631101,13.488639,-0.00000,0.09657,4.604319,4.033686,-2.210695,-103.057892,5.720254,-1.636888
0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.075821,71.476616,96.274109,51.502964,17.194635,0,0.000000,1,0,0,17.359688,19.477699,0,0,16.362606,-8.468291,0,6.593459,1,1,0.963598,0.199426,5.629861,0,-11.199973,19.846878,0,0,0,13.478077,8.217095,17.106176,8.055427,16.411238,8.104739,15.779101,8.362648,15.077147,9.613813,16.045309,10.666511,14.972022,10.794587,16.114820,0,-0.01261,0.00417,-0.01968,-0.01395,0.00822,-0.01220,0.00600,0.00100,3.27726,0,0,5.629747,6.786081,6.395849,5.629747,13.478077,0.00030,0.09672,4.601846,4.034415,-2.222768,-104.567558,5.722761,-1.641756
0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.911484,71.039314,96.227448,51.682987,17.194593,0,0.000000,1,0,0,17.388418,19.850109,0,0,16.352722,-8.815001,0,6.603033,1,1,0.974556,-0.008015,5.628478,0,-11.338832,19.835056,0,0,0,13.467515,8.224005,17.112751,8.055708,16.404755,8.104760,15.769566,8.363497,15.060798,9.606322,16.040384,10.668497,14.976260,10.790277,16.119349,0,-0.01878,0.00319,-0.02012,-0.01366,0.00798,-0.01228,0.00480,0.00300,3.27734,0,0,5.628394,6.786642,6.415782,5.628394,13.467515,0.00030,0.09651,4.599372,4.035145,-2.234840,-106.077225,5.725267,-1.646625
0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.747147,70.602005,96.180794,51.863010,17.194553,0,0.000000,1,0,0,17.417149,20.222519,0,0,16.342838,-9.161712,0,6.612076,1,1,0.985006,-0.215457,5.627070,0,-11.477691,19.823233,0,0,0,13.456953,8.230915,17.119324,8.055989,16.398272,8.104781,15.760030,8.364346,15.044449,9.598831,16.035460,10.670484,14.980498,10.785968,16.123877,0,-0.01684,0.00292,-0.01975,-0.01310,0.00924,-0.01280,0.00500,0.00302,3.27741,0,0,5.627040,6.787202,6.435715,5.627040,13.456953,0.00030,0.09618,4.596899,4.035874,-2.246912,-107.586891,5.727773,-1.651494
0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.342621,70.365479,96.139587,51.994873,17.201576,0,0.000000,1,0,0,17.450855,20.598030,0,0,16.332516,-9.423580,0,6.615045,1,1,0.989694,-0.436850,5.625351,0,-11.563375,19.811035,0,0,0,13.446404,8.235439,17.144814,8.056302,16.384899,8.103182,15.746767,8.364952,15.029888,9.591822,16.031071,10.671383,14.984037,10.781243,16.129904,0,-0.02108,0.00330,-0.02026,-0.01367,0.00872,-0.01215,0.00559,0.00225,3.27738,0,0,5.625225,6.787846,6.441725,5.625225,13.446404,0.00000,0.09622,4.594852,4.036795,-2.258729,-108.511383,5.727489,-1.658865
0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.842819,70.208588,96.100540,52.107635,17.211399,0,0.000000,1,0,0,17.486536,20.974771,0,0,16.322020,-9.651796,0,6.616477,1,1,0.992923,-0.663777,5.623554,0,-11.627966,19.798687,0,0,0,13.435862,8.239017,17.177807,8.056628,16.368792,8.100941,15.732027,8.365462,15.016038,9.585005,16.026896,10.671851,14.987300,10.776354,16.136526,0,-0.01502,0.00392,-0.02316,-0.01437,0.00928,-0.01188,0.00502,0.00192,3.27730,0,0,5.623227,6.788523,6.442213,5.623227,13.435862,0.00030,0.09637,4.592975,4.037792,-2.270444,-109.203781,5.726099,-1.667230
0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.343033,70.051689,96.061493,52.220394,17.221224,0,0.000000,1,0,0,17.522217,21.351511,0,0,16.311523,-9.880013,0,6.616800,1,1,0.995339,-0.890705,5.621460,0,-11.692558,19.786341,0,0,0,13.425318,8.242594,17.210800,8.056953,16.352686,8.098700,15.717286,8.365972,15.002187,9.578187,16.022718,10.672319,14.990562,10.771464,16.143148,0,-0.01534,0.00314,-0.01581,-0.01336,0.00867,-0.01180,0.00412,0.00210,3.27663,0,0,5.621229,6.789200,6.442701,5.621229,13.425318,0.00000,0.09637,4.591098,4.038788,-2.282159,-109.896172,5.724709,-1.675595
