"Time","28 CoMy (cm)","v1 xCOMy","28a CoMy (cm)","v2 Right CoP","v3 Left CoP","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.083,0.200655,5.557113,5.546528,6.177965,4.542870,4.826366,5.673021,2.182866,4.549953,3.567813,6.682909,6.482629,4.535788,7.301074,155.671570,134.980560,47.029877,166.930695,8.756750,2.732174,8.701028,6.733398,8.989779,7.118568,9.471798,7.384040,9.901622,8.867411,11.196140,6.702021,11.436043,5.954931
0.084,0.183912,5.556457,5.546755,6.178225,4.542442,4.826674,5.672658,2.178307,4.550428,3.577118,6.683792,6.491845,4.534456,7.312369,155.203552,133.980133,46.921318,166.864670,8.756852,2.743259,8.700871,6.743067,8.994520,7.129378,9.476326,7.385600,9.900623,8.864653,11.195817,6.701981,11.435692,5.954028
0.085,0.167169,5.555801,5.546982,6.178484,4.542015,4.826981,5.672294,2.173748,4.550903,3.586423,6.684674,6.501061,4.533125,7.323665,154.735519,132.979706,46.812763,166.798645,8.756954,2.754344,8.700712,6.752736,8.999260,7.140188,9.480854,7.387161,9.899624,8.861895,11.195494,6.701941,11.435342,5.953125
0.086,0.150426,5.555145,5.547209,6.178744,4.541587,4.827287,5.671931,2.169189,4.551379,3.595729,6.685557,6.510277,4.531794,7.334960,154.267487,131.979294,46.704208,166.732635,8.757055,2.765429,8.700555,6.762405,9.004000,7.150998,9.485381,7.388721,9.898625,8.859136,11.195169,6.701901,11.434991,5.952221
0.087,0.134619,5.554301,5.547199,6.177832,4.541440,4.828145,5.670910,2.159581,4.551379,3.605627,6.684754,6.520274,4.531500,7.342835,153.396423,130.913086,46.564701,166.541977,8.756021,2.774830,8.702163,6.774118,9.004332,7.161953,9.489929,7.393250,9.894130,8.856322,11.195477,6.701256,11.434311,5.951433
0.088,0.118812,5.553457,5.547189,6.176921,4.541293,4.829002,5.669890,2.149973,4.551379,3.615524,6.683951,6.530271,4.531206,7.350710,152.525360,129.846863,46.425194,166.351318,8.754987,2.784232,8.703772,6.785831,9.004663,7.172908,9.494478,7.397779,9.889634,8.853510,11.195784,6.700610,11.433631,5.950645
0.089,0.103005,5.552613,5.547179,6.176009,4.541146,4.829860,5.668870,2.140366,4.551379,3.625422,6.683148,6.540268,4.530912,7.358586,151.654297,128.780655,46.285686,166.160645,8.753952,2.793633,8.705379,6.797544,9.004996,7.183863,9.499027,7.402307,9.885139,8.850697,11.196091,6.699965,11.432951,5.949857
0.090,0.087198,5.551769,5.547169,6.175097,4.540999,4.830718,5.667850,2.130758,4.551379,3.635319,6.682345,6.550265,4.530619,7.366461,150.783234,127.714447,46.146179,165.969986,8.752918,2.803035,8.706987,6.809258,9.005328,7.194818,9.503575,7.406836,9.880643,8.847883,11.196398,6.699319,11.432271,5.949069
0.091,0.071685,5.551054,5.547272,6.173545,4.541307,4.830718,5.664978,2.126635,4.551473,3.647541,6.682111,6.557152,4.531141,7.373803,150.529083,126.941055,45.921463,165.738510,8.752224,2.817400,8.708060,6.817670,9.006812,7.201790,9.509547,7.411541,9.874180,8.842373,11.195284,6.697829,11.429710,5.948554
0.092,0.056171,5.550338,5.547375,6.171992,4.541615,4.830718,5.662107,2.122513,4.551567,3.659762,6.681877,6.564039,4.531664,7.381145,150.274933,126.167671,45.696743,165.507019,8.751530,2.831765,8.709133,6.826083,9.008295,7.208762,9.515520,7.416246,9.867717,8.836864,11.194171,6.696340,11.427149,5.948040
0.093,0.040658,5.549622,5.547477,6.170439,4.541924,4.830718,5.659236,2.118390,4.551661,3.671983,6.681643,6.570926,4.532186,7.388486,150.020767,125.394287,45.472023,165.275543,8.750835,2.846130,8.710205,6.834496,9.009779,7.215734,9.521492,7.420951,9.861254,8.831354,11.193058,6.694849,11.424588,5.947526
0.094,0.025145,5.548906,5.547580,6.168887,4.542232,4.830718,5.656364,2.114267,4.551754,3.684204,6.681409,6.577813,4.532709,7.395827,149.766617,124.620895,45.247307,165.044067,8.750141,2.860495,8.711278,6.842908,9.011263,7.222705,9.527464,7.425657,9.854791,8.825844,11.191944,6.693360,11.422028,5.947011
0.095,0.009461,5.548133,5.547634,6.168182,4.541237,4.830921,5.656364,2.112284,4.551661,3.691705,6.680000,6.583621,4.530813,7.404805,149.869263,124.024902,45.050041,164.874451,8.838697,2.419528,8.712186,6.854425,9.011866,7.228992,9.532589,7.430881,9.849654,8.822505,11.191750,6.693135,11.421327,5.946735
0.096,-0.006223,5.547360,5.547688,6.167478,4.540242,4.831124,5.656364,2.110301,4.551567,3.699205,6.678591,6.589429,4.528918,7.413782,149.971924,123.428909,44.852779,164.704819,8.927254,1.978562,8.713095,6.865942,9.012468,7.235280,9.537714,7.436105,9.844517,8.819166,11.191555,6.692911,11.420626,5.946460
0.097,-0.021907,5.546587,5.547743,6.166773,4.539248,4.831328,5.656364,2.108319,4.551473,3.706706,6.677182,6.595236,4.527022,7.422760,150.074570,122.832916,44.655518,164.535187,9.015809,1.537596,8.714003,6.877460,9.013071,7.241567,9.542839,7.441329,9.839380,8.815827,11.191360,6.692686,11.419924,5.946184
0.098,-0.037591,5.545815,5.547798,6.166069,4.538253,4.831532,5.656364,2.106336,4.551379,3.714206,6.675773,6.601044,4.525127,7.431737,150.177216,122.236923,44.458252,164.365570,9.104365,1.096629,8.714911,6.888977,9.013674,7.247854,9.547964,7.446554,9.834244,8.812489,11.191166,6.692461,11.419223,5.945908
0.099,-0.056702,5.544883,5.547874,6.164626,4.538376,4.831532,5.656364,2.104384,4.551112,3.721013,6.672888,6.610679,4.525641,7.439125,149.589020,121.571075,44.266006,164.274200,9.107901,1.089618,8.718190,6.894373,9.014317,7.252472,9.554780,7.449104,9.833085,8.808167,11.190996,6.692814,11.418971,5.945846
0.100,-0.075813,5.543952,5.547952,6.163183,4.538500,4.831532,5.656364,2.102433,4.550844,3.727820,6.670002,6.620315,4.526155,7.446512,149.000809,120.905228,44.073761,164.182831,9.111437,1.082606,8.721470,6.899769,9.014960,7.257091,9.561596,7.451654,9.831926,8.803844,11.190826,6.693166,11.418718,5.945783
0.101,-0.094924,5.543021,5.548028,6.161741,4.538623,4.831532,5.656364,2.100482,4.550577,3.734627,6.667117,6.629950,4.526670,7.453899,148.412598,120.239388,43.881512,164.091476,9.114973,1.075594,8.724750,6.905165,9.015604,7.261709,9.568413,7.454205,9.830769,8.799523,11.190657,6.693518,11.418467,5.945720
0.102,-0.114036,5.542089,5.548105,6.160298,4.538747,4.831532,5.656364,2.098530,4.550309,3.741434,6.664232,6.639585,4.527184,7.461287,147.824402,119.573540,43.689266,164.000107,9.118508,1.068582,8.728029,6.910561,9.016247,7.266327,9.575229,7.456755,9.829610,8.795201,11.190487,6.693870,11.418215,5.945657
0.103,-0.134964,5.540811,5.547931,6.161918,4.537627,4.830196,5.658740,2.093524,4.547450,3.748195,6.665096,6.646467,4.527804,7.468348,147.611053,119.125595,43.506363,163.923096,9.029406,1.545686,8.729259,6.916255,9.015765,7.270763,9.577434,7.460504,9.823289,8.791697,11.188931,6.692675,11.416615,5.946605
0.104,-0.155892,5.539533,5.547756,6.163538,4.536507,4.828860,5.661116,2.088517,4.544590,3.754955,6.665959,6.653350,4.528424,7.475409,147.397705,118.677643,43.323463,163.846069,8.940302,2.022790,8.730488,6.921949,9.015284,7.275199,9.579639,7.464252,9.816967,8.788193,11.187374,6.691479,11.415014,5.947552
0.105,-0.176820,5.538254,5.547582,6.165157,4.535387,4.827524,5.663491,2.083511,4.541730,3.761716,6.666823,6.660233,4.529044,7.482469,147.184372,118.229691,43.140564,163.769058,8.851199,2.499894,8.731716,6.927643,9.014802,7.279634,9.581844,7.468000,9.810646,8.784689,11.185819,6.690283,11.413415,5.948499
0.106,-0.197748,5.536975,5.547407,6.166777,4.534267,4.826189,5.665867,2.078505,4.538870,3.768477,6.667686,6.667116,4.529664,7.489530,146.971024,117.781746,42.957661,163.692047,8.762096,2.976998,8.732945,6.933338,9.014320,7.284070,9.584049,7.471749,9.804325,8.781184,11.184262,6.689087,11.411815,5.949447
0.107,-0.217547,5.535631,5.547107,6.166617,4.533351,4.825588,5.666234,2.078492,4.537412,3.777346,6.667001,6.676524,4.529290,7.497997,145.965088,117.093460,42.849472,163.536209,8.762988,2.986582,8.734909,6.939035,9.012900,7.291426,9.587437,7.474672,9.803513,8.780390,11.184306,6.690636,11.410612,5.949984
0.108,-0.237346,5.534287,5.546807,6.166459,4.532435,4.824986,5.666602,2.078479,4.535954,3.786215,6.666315,6.685932,4.528917,7.506464,144.959167,116.405174,42.741287,163.380371,8.763880,2.996167,8.736872,6.944733,9.011480,7.298781,9.590824,7.477596,9.802700,8.779595,11.184351,6.692184,11.409410,5.950521
0.109,-0.257144,5.532943,5.546508,6.166300,4.531520,4.824386,5.666969,2.078467,4.534496,3.795084,6.665630,6.695340,4.528544,7.514931,143.953232,115.716888,42.633102,163.224548,8.764771,3.005752,8.738835,6.950430,9.010059,7.306137,9.594213,7.480520,9.801887,8.778801,11.184395,6.693733,11.408208,5.951058
0.110,-0.276943,5.531599,5.546208,6.166141,4.530604,4.823785,5.667336,2.078454,4.533038,3.803953,6.664944,6.704748,4.528171,7.523398,142.947296,115.028603,42.524914,163.068710,8.765663,3.015337,8.740799,6.956128,9.008639,7.313492,9.597600,7.483444,9.801074,8.778007,11.184439,6.695282,11.407005,5.951596
0.111,-0.293716,5.530263,5.545757,6.167853,4.529973,4.823785,5.669446,2.082181,4.532641,3.812182,6.666261,6.717204,4.527306,7.530021,142.068130,114.340057,42.454597,162.939163,8.762982,3.026495,8.742174,6.960732,9.008958,7.320006,9.601758,7.484000,9.803490,8.776657,11.184154,6.697406,11.405214,5.952241
0.112,-0.310489,5.528927,5.545306,6.169566,4.529342,4.823785,5.671556,2.085907,4.532244,3.820412,6.667577,6.729659,4.526440,7.536643,141.188965,113.651520,42.384281,162.809616,8.760302,3.037654,8.743549,6.965337,9.009276,7.326520,9.605917,7.484557,9.805904,8.775309,11.183868,6.699531,11.403423,5.952886
0.113,-0.327261,5.527591,5.544855,6.171279,4.528710,4.823785,5.673666,2.089634,4.531847,3.828641,6.668893,6.742115,4.525574,7.543265,140.309799,112.962975,42.313965,162.680069,8.757620,3.048813,8.744925,6.969941,9.009595,7.333034,9.610075,7.485114,9.808319,8.773959,11.183584,6.701655,11.401633,5.953531
0.114,-0.344034,5.526256,5.544405,6.172992,4.528079,4.823785,5.675775,2.093361,4.531450,3.836870,6.670209,6.754570,4.524708,7.549888,139.430634,112.274429,42.243649,162.550522,8.754939,3.059972,8.746301,6.974545,9.009913,7.339548,9.614233,7.485671,9.810735,8.772610,11.183299,6.703779,11.399842,5.954176
0.115,-0.357386,5.525235,5.544088,6.173331,4.528135,4.823785,5.675897,2.094938,4.531450,3.846309,6.670765,6.763949,4.524821,7.557083,139.442749,111.517181,42.027267,162.567947,8.755013,3.074581,8.745715,6.981895,9.012802,7.345177,9.620777,7.486832,9.809772,8.766522,11.181776,6.703918,11.399548,5.954327
0.116,-0.370739,5.524214,5.543771,6.173669,4.528192,4.823785,5.676019,2.096515,4.531450,3.855747,6.671320,6.773328,4.524934,7.564278,139.454880,110.759933,41.810890,162.585373,8.755085,3.089190,8.745130,6.989245,9.015691,7.350805,9.627320,7.487992,9.808809,8.760435,11.180253,6.704057,11.399252,5.954477
0.117,-0.384091,5.523192,5.543455,6.174007,4.528249,4.823785,5.676140,2.098092,4.531450,3.865186,6.671875,6.782706,4.525047,7.571473,139.467010,110.002686,41.594513,162.602798,8.755158,3.103800,8.744544,6.996595,9.018579,7.356434,9.633863,7.489153,9.807847,8.754347,11.178730,6.704196,11.398956,5.954627
0.118,-0.397444,5.522171,5.543138,6.174346,4.528305,4.823785,5.676262,2.099669,4.531450,3.874624,6.672431,6.792085,4.525160,7.578668,139.479126,109.245438,41.378132,162.620224,8.755232,3.118409,8.743958,7.003945,9.021468,7.362063,9.640408,7.490314,9.806885,8.748260,11.177207,6.704335,11.398662,5.954778
0.119,-0.405961,5.521241,5.542657,6.174950,4.530038,4.825951,5.676739,2.100349,4.531450,3.884634,6.673161,6.799228,4.528626,7.584895,139.444489,108.476768,41.141960,162.594604,8.753869,3.130583,8.745371,7.009327,9.027667,7.367780,9.648910,7.491118,9.807940,8.741062,11.175603,6.705516,11.397708,5.955322
0.120,-0.414479,5.520311,5.542176,6.175553,4.531771,4.828116,5.677216,2.101029,4.531450,3.894644,6.673892,6.806370,4.532091,7.591122,139.409851,107.708099,40.905792,162.569000,8.752506,3.142757,8.746784,7.014709,9.033866,7.373498,9.657412,7.491922,9.808996,8.733866,11.174000,6.706696,11.396753,5.955866
0.121,-0.422996,5.519382,5.541696,6.176157,4.533504,4.830283,5.677692,2.101710,4.531450,3.904653,6.674623,6.813513,4.535557,7.597349,139.375229,106.939430,40.669624,162.543381,8.751144,3.154931,8.748198,7.020091,9.040065,7.379215,9.665914,7.492726,9.810052,8.726668,11.172396,6.707876,11.395800,5.956410
0.122,-0.431514,5.518451,5.541215,6.176761,4.535236,4.832448,5.678169,2.102390,4.531450,3.914663,6.675353,6.820655,4.539022,7.603576,139.340591,106.170761,40.433453,162.517761,8.749782,3.167105,8.749610,7.025473,9.046264,7.384933,9.674416,7.493530,9.811108,8.719471,11.170792,6.709057,11.394846,5.956955
0.123,-0.433272,5.517846,5.540703,6.176301,4.536566,4.832546,5.678169,2.101314,4.532068,3.927092,6.674432,6.830251,4.541064,7.606469,139.774841,106.214249,40.306152,162.558502,8.751529,3.179691,8.754628,7.025473,9.050722,7.383286,9.680130,7.494379,9.812993,8.715836,11.170743,6.710444,11.395945,5.957843
0.124,-0.435030,5.517241,5.540191,6.175840,4.537896,4.832644,5.678169,2.100238,4.532685,3.939521,6.673512,6.839846,4.543106,7.609362,140.209076,106.257736,40.178852,162.599243,8.753275,3.192277,8.759647,7.025473,9.055182,7.381640,9.685845,7.495228,9.814878,8.712200,11.170694,6.711831,11.397043,5.958731
0.125,-0.436789,5.516636,5.539678,6.175380,4.539226,4.832742,5.678169,2.099163,4.533303,3.951950,6.672591,6.849441,4.545147,7.612255,140.643311,106.301231,40.051552,162.639999,8.755022,3.204863,8.764666,7.025473,9.059640,7.379994,9.691561,7.496077,9.816765,8.708566,11.170645,6.713218,11.398142,5.959619
0.126,-0.438547,5.516031,5.539166,6.174920,4.540555,4.832839,5.678169,2.098087,4.533921,3.964380,6.671670,6.859036,4.547189,7.615148,141.077560,106.344719,39.924252,162.680740,8.756769,3.217448,8.769684,7.025473,9.064098,7.378348,9.697275,7.496926,9.818650,8.704930,11.170596,6.714605,11.399240,5.960506
0.127,-0.433961,5.515707,5.538600,6.173071,4.540209,4.834372,5.679193,2.098097,4.533921,3.972902,6.666949,6.867408,4.546497,7.615148,142.843201,106.459457,39.840904,162.705444,8.756167,3.225234,8.773349,7.025473,9.072612,7.370704,9.706033,7.491222,9.825958,8.695322,11.170606,6.713318,11.398860,5.960112
0.128,-0.429374,5.515384,5.538034,6.171223,4.539864,4.835904,5.680217,2.098106,4.533921,3.981425,6.662228,6.875780,4.545806,7.615148,144.608826,106.574188,39.757557,162.730133,8.755566,3.233020,8.777014,7.025473,9.081125,7.363060,9.714790,7.485519,9.833267,8.685715,11.170615,6.712031,11.398479,5.959717
0.129,-0.424787,5.515059,5.537468,6.169374,4.539517,4.837437,5.681241,2.098116,4.533921,3.989947,6.657506,6.884151,4.545115,7.615148,146.374466,106.688919,39.674210,162.754837,8.754965,3.240806,8.780678,7.025473,9.089638,7.355416,9.723548,7.479815,9.840576,8.676107,11.170625,6.710745,11.398100,5.959321
0.130,-0.420201,5.514736,5.536902,6.167525,4.539172,4.838969,5.682264,2.098126,4.533921,3.998470,6.652785,6.892523,4.544423,7.615148,148.140106,106.803658,39.590862,162.779541,8.754363,3.248592,8.784343,7.025473,9.098151,7.347772,9.732306,7.474112,9.847884,8.666499,11.170634,6.709458,11.397719,5.958927
0.131,-0.412100,5.514786,5.536525,6.166306,4.537842,4.839315,5.683000,2.100191,4.534019,4.004266,6.649613,6.901665,4.541665,7.615148,149.487183,107.662529,39.257450,162.728271,8.754182,3.257204,8.796355,7.021776,9.101637,7.328579,9.745881,7.473195,9.851366,8.653034,11.171021,6.708427,11.398705,5.958634
0.132,-0.403998,5.514835,5.536147,6.165088,4.536512,4.839661,5.683735,2.102257,4.534117,4.010063,6.646441,6.910807,4.538907,7.615148,150.834274,108.521408,38.924034,162.677002,8.754002,3.265815,8.808367,7.018080,9.105122,7.309386,9.759457,7.472277,9.854849,8.639569,11.171408,6.707397,11.399691,5.958342
0.133,-0.395897,5.514885,5.535770,6.163869,4.535182,4.840007,5.684471,2.104322,4.534215,4.015860,6.643268,6.919948,4.536149,7.615148,152.181366,109.380280,38.590622,162.625732,8.753820,3.274427,8.820379,7.014384,9.108607,7.290193,9.773032,7.471359,9.858332,8.626104,11.171795,6.706367,11.400677,5.958049
0.134,-0.387796,5.514935,5.535392,6.162651,4.533852,4.840353,5.685206,2.106388,4.534313,4.021656,6.640095,6.929090,4.533391,7.615148,153.528442,110.239151,38.257210,162.574463,8.753639,3.283039,8.832392,7.010687,9.112093,7.270999,9.786608,7.470442,9.861814,8.612639,11.172182,6.705336,11.401662,5.957756
0.135,-0.377619,5.515012,5.534933,6.163053,4.533524,4.841151,5.686298,2.108180,4.534313,4.031836,6.639808,6.934649,4.532734,7.600675,153.392303,109.976540,37.582829,162.245270,8.755666,3.290071,8.855525,6.987669,9.147148,7.268054,9.808849,7.471644,9.865582,8.590549,11.173241,6.704402,11.401702,5.956433
0.136,-0.367443,5.515089,5.534473,6.163455,4.533195,4.841949,5.687390,2.109973,4.534313,4.042015,6.639520,6.940207,4.532077,7.586201,153.256180,109.713928,36.908447,161.916077,8.757692,3.297104,8.878658,6.964652,9.182203,7.265110,9.831092,7.472847,9.869349,8.568457,11.174300,6.703468,11.401743,5.955111
0.137,-0.357266,5.515166,5.534013,6.163857,4.532866,4.842747,5.688482,2.111766,4.534313,4.052195,6.639232,6.945766,4.531420,7.571728,153.120056,109.451317,36.234066,161.586868,8.759718,3.304136,8.901791,6.941634,9.217259,7.262165,9.853334,7.474051,9.873117,8.546366,11.175360,6.702535,11.401783,5.953788
0.138,-0.347090,5.515244,5.533554,6.164260,4.532537,4.843545,5.689575,2.113559,4.534313,4.062375,6.638945,6.951324,4.530763,7.557254,152.983917,109.188705,35.559685,161.257675,8.761744,3.311168,8.924924,6.918616,9.252315,7.259220,9.875576,7.475253,9.876885,8.524275,11.176418,6.701601,11.401823,5.952465
0.139,-0.332159,5.515759,5.533282,6.166809,4.535247,4.845695,5.690048,2.112435,4.534215,4.071386,6.643569,6.961560,4.536280,7.519713,151.644531,108.567352,35.221832,161.089905,8.761987,3.324867,8.939800,6.881253,9.290200,7.264888,9.895641,7.472663,9.889527,8.507421,11.180632,6.702401,11.404298,5.955391
0.140,-0.317228,5.516275,5.533010,6.169357,4.537957,4.847845,5.690521,2.111311,4.534117,4.080398,6.648193,6.971797,4.541798,7.482171,150.305145,107.945999,34.883980,160.922119,8.762228,3.338565,8.954677,6.843890,9.328087,7.270556,9.915706,7.470073,9.902170,8.490567,11.184845,6.703201,11.406773,5.958318
0.141,-0.302297,5.516791,5.532739,6.171906,4.540667,4.849995,5.690994,2.110187,4.534019,4.089409,6.652818,6.982033,4.547316,7.444630,148.965759,107.324646,34.546131,160.754333,8.762470,3.352264,8.969553,6.806527,9.365973,7.276225,9.935770,7.467483,9.914812,8.473713,11.189057,6.704001,11.409248,5.961244
0.142,-0.287366,5.517307,5.532467,6.174455,4.543377,4.852145,5.691467,2.109063,4.533921,4.098421,6.657442,6.992269,4.552833,7.407088,147.626373,106.703293,34.208279,160.586563,8.762712,3.365963,8.984429,6.769164,9.403858,7.281894,9.955835,7.464893,9.927454,8.456860,11.193271,6.704801,11.411723,5.964170
0.143,-0.276120,5.517642,5.532208,6.175287,4.549523,4.858434,5.691748,2.108850,4.533795,4.109065,6.658827,7.002390,4.565250,7.369492,150.212540,108.855858,34.080414,160.586700,8.759338,3.373765,8.978527,6.729192,9.400921,7.239957,9.969498,7.457564,9.939304,8.438597,11.192337,6.704254,11.410455,5.964781
0.144,-0.264873,5.517976,5.531949,6.176120,4.555669,4.864723,5.692028,2.108636,4.533669,4.119709,6.660213,7.012511,4.577668,7.331895,152.798706,111.008423,33.952553,160.586823,8.755963,3.381567,8.972624,6.689221,9.397983,7.198021,9.983159,7.450235,9.951155,8.420334,11.191403,6.703707,11.409185,5.965392
0.145,-0.253627,5.518311,5.531691,6.176953,4.561814,4.871013,5.692308,2.108423,4.533544,4.130352,6.661597,7.022633,4.590085,7.294298,155.384872,113.160988,33.824688,160.586945,8.752588,3.389369,8.966722,6.649250,9.395044,7.156085,9.996820,7.442906,9.963006,8.402071,11.190470,6.703160,11.407917,5.966003
0.146,-0.242380,5.518645,5.531432,6.177785,4.567960,4.877302,5.692588,2.108209,4.533418,4.140996,6.662982,7.032754,4.602502,7.256701,157.971039,115.313553,33.696823,160.587082,8.749214,3.397171,8.960819,6.609278,9.392107,7.114148,10.010483,7.435577,9.974856,8.383808,11.189536,6.702613,11.406649,5.966614
